y,batch,episode,step,x_n_toks,x_n_chars,x_avg_word,x_qmark,x_bang,x_hedge,x_formal,x_i_count,x_newlines,x_upper,x_refuse,x_please,x_thank,x_step
0,3,92,1,0.005,0.005,0.3,0,0,0,0,0,0,0.25,0,0,0,0.125
0,3,92,2,0.01,0.01125,0.3,0,0,0,0,0,0,0.111111,0,0,0,0.25
0,3,92,3,0.115,0.16625,0.413043,0,0,0,0,0,0.2,0.0451128,0,0,0,0.375
0,3,93,0,0.02,0.02,0.275,0,0.2,0,0,0,0,0.0625,0,0,0,0
0,3,93,1,0.005,0.005,0.3,0,0,0,0,0,0,0.25,0,0,0,0.125
1,3,94,0,0.295,0.38875,0.416949,0,0,0.2,0,0,0,0.0096463,0,0,0,0
1,3,94,1,0.305,0.38,0.383607,0,0,0.2,0,0,0,0.00986842,0,0,0,0.125
1,3,94,2,0.145,0.18875,0.406897,0,0,0.4,0,0.2,0,0.0198675,0,0,0,0.25
1,3,95,0,0.23,0.3275,0.456522,0,0,0.2,0,0,0,0.0152672,0,0,0,0
1,3,95,1,0.205,0.26875,0.419512,0,0,0.2,0,0,0,0.0186047,0,0,0,0.125
1,3,95,2,0.175,0.2375,0.431429,0,0,0,0,0,0,0.0105263,0,0,0,0.25
0,3,96,0,0.055,0.0575,0.309091,0.2,0,0,0,0,0,0.0434783,0,0,0,0
1,3,96,1,0.325,0.405,0.389231,0,0,0.4,0,0.2,0,0.0154321,0,0,0,0.125
0,3,97,0,0.045,0.06125,0.433333,0.2,0.2,0,0,0,0,0.0408163,0,0,0,0
0,3,97,1,0.06,0.08875,0.483333,0.2,0,0,0,0,0,0.028169,0,0,0,0.125
0,3,97,2,0.135,0.16875,0.388889,0.2,0,0,0,0.1,0,0.037037,0,0,0,0.25
0,3,97,3,0.085,0.10625,0.352941,0,0,0,0,0.1,0,0.0470588,0,0,0,0.375
0,3,98,0,0.07,0.08,0.342857,0,0,0,0,0,0,0.046875,0,0,0,0
0,3,98,1,0.125,0.15375,0.38,0.2,0,0,0,0,0,0.0162602,0,0,0,0.125
0,3,98,2,0.11,0.13375,0.368182,0,0,0,0,0.1,0,0.0373832,0,0,0,0.25
0,3,98,3,0.1,0.11875,0.355,0,0,0.2,0,0,0,0.0210526,0,0,0,0.375
0,3,99,0,0.03,0.035,0.366667,0.2,0,0,0,0,0,0.0357143,0,0,0,0
0,3,99,1,0.1,0.12625,0.37,0.2,0,0,0,0.1,0,0.029703,0,0,0,0.125
1,3,99,2,0.37,0.4725,0.394595,0,0,0.2,0,0.1,0,0.0132275,0,0,0,0.25
1,3,99,3,0.235,0.28125,0.368085,0,0,0.2,0,0.1,0,0.0133333,0,0,0,0.375
0,3,100,0,0.05,0.07125,0.45,0.4,0,0,0,0,0,0.0877193,0,0,0,0
0,3,100,1,0.025,0.03375,0.44,0.2,0,0,0,0,0,0.037037,0,0,0,0.125
0,3,101,0,0.085,0.0975,0.352941,0.4,0,0,0,0,0,0.025641,0,0,0,0
1,3,101,1,0.205,0.22625,0.336585,0.2,0,0,0,0,0,0.0110497,0,0,0,0.125
0,3,101,2,0.13,0.16,0.369231,0.4,0,0,0,0,0,0.03125,0,0,0,0.25
0,3,101,3,0.035,0.0375,0.328571,0.2,0,0,0,0,0,0.0333333,0,0,0,0.375
0,3,102,0,0.03,0.05,0.566667,0.2,0,0,0,0,0,0,0,0,0,0
0,3,102,1,0.09,0.0925,0.3,0.2,0,0,0,0.1,0,0,0,0,0,0.125
0,3,102,2,0.02,0.02875,0.45,0,0,0,0,0,0,0,0,0,0,0.25
0,3,102,3,0.1,0.11625,0.355,0.4,0,0,0,0,0,0,0,0,0,0.375
1,3,103,0,0.815,1.265,0.496319,0,0,0.4,0,0,0,0.0247036,0,0,0,0
1,3,103,1,0.56,0.81375,0.470536,0,0,0,0,0,0,0.0184332,0,0,0,0.125
1,3,103,2,0.47,0.675,0.457447,0.4,0.2,0,0,0,0,0.012963,0,0,0,0.25
0,3,103,3,0.11,0.14375,0.413636,0.2,0.2,0,0,0,0,0.026087,0,0,0,0.375
1,3,104,0,0.21,0.24,0.345238,0.2,0,0,0,0.1,0,0.015625,0,0,0,0
1,3,104,1,0.515,0.655,0.392233,0,0,0.4,0,0.4,0,0.0171756,0,0,0,0.125
1,3,104,2,0.21,0.25375,0.366667,0.6,0,0,0,0,0,0.0147783,0,0,0,0.25
0,3,105,0,0.04,0.0475,0.375,0,0,0,0,0,0,0.0263158,0,0,0,0
1,3,105,1,0.31,0.4325,0.43871,0,0,0.2,0,0.3,0.1,0.0202312,0,0,0,0.125
0,3,105,2,0.02,0.015,0.175,0,0,0,0,0,0,0.166667,0,0,0,0.25
1,3,106,0,0.28,0.3625,0.410714,0,0,0,0,0,0,0.00689655,0,0,0,0
1,3,106,1,0.19,0.2525,0.426316,0,0,0,0,0,0,0.0049505,0,0,0,0.125
1,4,106,2,0.045,0.06,0.411111,0.2,0,0,0,0,0,0.0416667,0,0,0,0.25
1,4,107,0,0.06,0.08125,0.433333,0.2,0,0,0,0,0,0.0307692,0,0,0,0
1,4,107,1,0.06,0.1025,0.583333,0.2,0,0.2,0,0,0,0.0243902,0,0,0,0.125
1,4,107,2,0.075,0.125,0.56,0,0,0.2,0,0,0,0.02,0,0,0,0.25
1,4,107,3,0.015,0.01875,0.4,0,0.2,0,0,0,0,0.0666667,0,0,0,0.375
1,4,108,0,0.05,0.05875,0.37,0.2,0,0,0,0,0,0.0212766,0,0,0,0
1,4,108,1,0.04,0.05375,0.425,0.2,0,0,0,0,0,0.0697674,0,0,0,0.125
1,4,108,2,0.085,0.12875,0.505882,0,0,0,0,0,0,0.0485437,0,0,0,0.25
1,4,108,3,0.085,0.1,0.358824,0.2,0,0,0,0,0,0.025,0,0,0,0.375
1,4,108,4,0.06,0.07,0.366667,0,0,0,0,0,0,0.0178571,0,0,0,0.5
1,4,108,5,0.04,0.04375,0.3375,0,0,0,0,0,0,0.0285714,0,0,0,0.625
1,4,109,0,0.035,0.0375,0.328571,0.2,0,0,0,0,0,0.0333333,0,0,0,0
0,4,109,1,0.365,0.4675,0.405479,0,0,0.4,0,0.2,0,0.0160428,0,0,0,0.125
0,4,109,2,0.3,0.3825,0.403333,0,0,0,0,0.1,0,0.00980392,0,0,0,0.25
0,4,110,0,0.495,0.66375,0.418182,0,0,0,0,0,0,0.0131827,0,0,0,0
0,4,110,1,0.57,0.8325,0.464035,0,0,0.6,0,0.1,0.1,0.012012,0,0,0,0.125
0,4,110,2,0.195,0.29125,0.482051,0.2,0,0,0,0.1,0,0.0300429,0,0,0,0.25
0,4,111,0,0.175,0.255,0.468571,0,0,0,0,0,0.2,0.0196078,0,0,0,0
1,4,111,1,0.6,0.8375,0.444167,0,0,0,0,0,0,0.00895522,0,0,0,0.125
1,4,111,2,0.255,0.39,0.5,0,0,0,0,0,0,0.00961538,0,0,0,0.25
1,4,112,0,0.035,0.04125,0.371429,0,0,0.2,0,0,0,0.030303,0,0,0,0
1,4,112,1,0.015,0.01875,0.4,0,0,0,0,0,0,0.0666667,0,0,0,0.125
1,4,112,2,0.015,0.01625,0.333333,0,0,0,0,0,0,0.0769231,0,0,0,0.25
1,4,112,3,0.015,0.01875,0.4,0,0,0,0,0,0,0.0666667,0,0,0,0.375
1,4,112,4,0.04,0.055,0.45,0.2,0,0,0,0,0,0.0227273,0,0,0,0.5
1,4,112,5,0.055,0.08375,0.5,0,0,0,0,0.1,0,0.0298507,0,0,0,0.625
1,4,112,6,0.02,0.02375,0.325,0,0,0,0,0,0,0.105263,0,0,0,0.75
1,4,112,7,0.12,0.1775,0.479167,0.2,0,0,0,0,0,0.0140845,0,0,0,0.875
1,4,112,8,0.03,0.04,0.416667,0,0,0,0,0,0,0.03125,0,0,0,1
1,4,113,0,0.135,0.15375,0.344444,0,0.2,0.2,0,0.2,0,0.0243902,0,0,0,0
1,4,113,1,0.14,0.145,0.303571,0.2,0,0,0,0,0,0.0258621,0,0,0,0.125
0,4,114,0,0.16,0.22875,0.46875,0,0,0.2,0,0,0,0.010929,0,0,0,0
0,4,114,1,0.385,0.53,0.438961,0.2,0,0.2,0,0.1,0,0.0117925,0,0,0,0.125
0,4,115,0,0.355,0.51125,0.46338,1,0,0.4,0,0,0,0.0122249,0,0,0,0
0,4,115,1,0.575,0.78,0.411304,2,0,0.2,0,0,0.6,0.0192308,0,0,0,0.125
1,4,116,0,0.095,0.12,0.4,0.2,0,0,0,0,0,0.0208333,0,0,0,0
1,4,116,1,0.12,0.14875,0.3875,0,0,0,0,0,0,0.00840336,0,0,0,0.125
1,4,117,0,0.055,0.06,0.336364,0.2,0,0,0,0,0,0.0208333,0,0,0,0
0,4,117,1,0.225,0.285,0.391111,0.4,0,0.2,0,0.1,0,0.0175439,0,0.25,0,0.125
0,4,117,2,0.285,0.36625,0.4,0.2,0,0,0,0,0,0.0170648,0,0,0,0.25
0,4,117,3,0.16,0.19875,0.378125,0.6,0,0,0,0,0,0.0251572,0,0,0,0.375
0,4,118,0,0.31,0.43,0.440323,0,0,0,0,0.1,0,0.0174419,0,0,0,0
0,4,118,1,0.25,0.43,0.554,0,0,0.2,0,0,0,0.00872093,0,0,0,0.125
0,4,118,2,0.345,0.5525,0.518841,0,0,0,0.2,0,0,0.00678733,0,0,0,0.25
1,4,118,3,0.24,0.38625,0.520833,0,0,0.2,0,0,0,0.00647249,0,0,0,0.375
1,4,119,0,0.065,0.0725,0.346154,0.2,0,0,0,0,0,0.0172414,0,0,0,0
0,4,119,1,0.28,0.41125,0.473214,0,0,0,0,0,0,0.00911854,0,0,0,0.125
1,4,119,2,0.045,0.0625,0.455556,0,0,0,0,0,0,0.02,0,0,0,0.25
0,4,120,0,0.06,0.0875,0.483333,0,0,0,0,0,0,0.0142857,0,0,0,0
1,4,120,1,0.085,0.0975,0.352941,0.2,0,0,0,0,0,0.0128205,0,0,0,0.125
1,4,121,0,0.115,0.14375,0.373913,0.6,0,0,0,0,0,0.026087,0,0,0,0
1,4,121,1,0.03,0.035,0.366667,0.2,0,0,0,0,0,0.0357143,0,0,0,0.125
1,4,121,2,0.055,0.06375,0.363636,0.2,0,0,0,0,0,0.0196078,0,0,0,0.25
1,4,121,3,0.04,0.0425,0.3125,0.2,0,0,0,0,0,0.0294118,0,0,0,0.375
1,4,122,0,0.915,1.22125,0.414208,0,0,0.2,0,0.3,0,0.0225179,0,0,0,0
0,4,122,1,0.18,0.21375,0.363889,0.4,0.2,0.4,0,0,0,0.0175439,0,0,0,0.125
0,4,122,2,0.6,0.7725,0.401667,0,0,0.2,0,0.6,0,0.0161812,0,0,0,0.25
1,4,123,0,0.045,0.05125,0.355556,0.2,0,0,0,0,0,0.146341,0,0,0,0
0,4,123,1,0.395,0.53875,0.431646,0,0,0,0,0,0,0.0232019,0,0,0,0.125
1,4,123,2,0.03,0.0425,0.466667,0,0,0,0,0,0,0.0294118,0,0,0,0.25
1,4,124,0,0.005,0.005,0.3,0,0.2,0,0,0,0,0.25,0,0,0,0
1,4,124,1,0.135,0.17625,0.407407,0,0,0.2,0,0.1,0,0.0212766,0,0,0,0.125
1,4,125,0,0.045,0.05625,0.4,0.2,0,0,0,0,0,0.0222222,0,0,0,0
1,4,125,1,0.08,0.10875,0.4375,0.2,0,0,0,0,0,0.0229885,0,0,0,0.125
0,4,126,0,0.18,0.23125,0.413889,0,0,0,0,0,0,0.00540541,0,0,0,0
0,4,126,1,0.24,0.31375,0.41875,0,0,0,0,0,0,0.00398406,0,0,0,0.125
0,4,126,2,0.17,0.23125,0.405882,0,0,0,0,0.1,0,0.0108108,0,0,0,0.25
1,4,126,3,0.15,0.1825,0.38,0,0,0,0,0.2,0,0.0205479,0,0,0,0.375
1,4,127,0,0.055,0.08,0.436364,0,0,0,0,0,0,0.03125,0,0,0,0
1,4,127,1,0.08,0.10875,0.425,0,0,0,0,0,0.3,0.0229885,0,0,0,0.125
1,4,127,2,0.065,0.07125,0.315385,0,0,0,0,0.1,0.3,0.0526316,0,0,0,0.25
1,4,127,3,0.015,0.02,0.466667,0,0,0,0,0,0,0.0625,0,0,0,0.375
0,4,128,0,0.145,0.22875,0.517241,0.2,0,0,0,0,0,0.0163934,0,0,0,0
1,4,128,1,0.115,0.14,0.386957,0,0,0,0,0,0,0.00892857,0,0,0,0.125
0,4,129,0,0.215,0.29,0.427907,0,0,0.2,0,0,0,0.00862069,0,0,0,0
0,4,129,1,0.335,0.45375,0.425373,0.2,0,0.4,0,0.3,0,0.0192837,0,0.25,0,0.125
1,4,129,2,0.07,0.08625,0.392857,0,0,0,0,0,0,0.0144928,0,0,0,0.25
1,4,130,0,0.03,0.0375,0.383333,0,0,0,0,0,0,0.0666667,0,0,0,0
1,4,130,1,0.055,0.05625,0.309091,0.2,0,0,0,0.1,0,0.0444444,0,0,0,0.125
0,4,131,0,0.165,0.22125,0.433333,0,0,0,0,0,0,0.0112994,0,0,0,0
0,5,131,1,0.385,0.55375,0.424675,0.6,0,0,0,0,0,0.0180587,0,0,0,0.125
1,5,132,0,0.13,0.18625,0.465385,0.4,0,0,0,0,0,0.0134228,0,0,0,0
1,5,132,1,0.125,0.14875,0.368,0,0,0.2,0,0.1,0,0.0168067,0,0,0,0.125
1,5,132,2,0.04,0.0425,0.3125,0,0,0,0,0.1,0,0.0588235,0,0,0,0.25
1,5,133,0,0.035,0.0375,0.328571,0.2,0,0,0,0,0,0.0333333,0,0,0,0
1,5,133,1,0.025,0.0275,0.34,0.2,0,0,0,0,0,0.0454545,0,0,0,0.125
0,5,134,0,0.32,0.40875,0.395313,0,0,0,0,0.2,0,0.0183486,0,0,0,0
0,5,134,1,0.235,0.24,0.297872,0,0,0.2,0,0.5,0,0.0520833,0,0,0,0.125
0,5,135,0,0.18,0.23625,0.397222,0,0,0,0,0,0,0.015873,0,0,0,0
0,5,135,1,0.2,0.29125,0.4675,0,0,0,0.2,0,0,0.00858369,0,0,0,0.125
0,5,136,0,0.21,0.285,0.438095,0.2,0,0.2,0,0.1,0,0.0131579,0,0,0,0
1,5,136,1,0.1,0.12875,0.4,0.2,0,0,0,0,0,0.0194175,0,0,0,0.125
1,5,137,0,0.13,0.15875,0.353846,0.2,0,0,0,0,0,0.00787402,0,0,0,0
1,5,137,1,0.09,0.125,0.411111,0.2,0,0,0,0,0,0.02,0,0,0,0.125
1,5,137,2,0.08,0.1,0.375,0.2,0,0,0,0,0,0.025,0,0,0,0.25
1,5,137,3,0.075,0.085,0.326667,0,0,0,0,0,0,0.0441176,0,0,0,0.375
0,5,138,0,0.185,0.24625,0.421622,0,0,0.2,0,0.1,0,0.0152284,0,0,0,0
0,5,138,1,0.715,0.9725,0.428671,0,0,0.4,0,0.6,0,0.0128535,0,0,0,0.125
0,5,138,2,0.27,0.31375,0.35,0,0,0.2,0,0.2,0,0.0318725,0,0,0,0.25
0,5,138,3,0.26,0.31375,0.369231,0,0,0.6,0,0.3,0,0.0199203,0,0,0,0.375
1,5,139,0,0.035,0.04125,0.371429,0,0,0.2,0,0,0,0.030303,0,0,0,0
1,5,139,1,0.015,0.01875,0.4,0,0,0,0,0,0,0.0666667,0,0,0,0.125
1,5,139,2,0.015,0.01625,0.333333,0,0,0,0,0,0,0.0769231,0,0,0,0.25
1,5,139,3,0.015,0.01875,0.4,0,0,0,0,0,0,0.0666667,0,0,0,0.375
1,5,139,4,0.115,0.15,0.421739,0,0,0,0,0,0,0.00833333,0,0,0,0.5
0,5,140,0,0.165,0.22375,0.415152,0,0,0.4,0,0,0,0.027933,0,0,0,0
1,5,140,1,0.13,0.17,0.415385,0,0,0.4,0,0,0,0.0147059,0,0,0,0.125
1,5,141,0,0.12,0.1625,0.416667,0.2,0,0,0,0,0,0.0384615,0,0.25,0,0
1,5,141,1,0.235,0.29875,0.393617,0.2,0.2,0,0,0.3,0,0.0292887,0,0,0,0.125
1,5,142,0,0.04,0.04625,0.35,0,0.2,0,0,0.1,0,0.0540541,0,0,0,0
1,5,142,1,0.13,0.16375,0.384615,0,0,0,0,0,0.8,0.0381679,0,0,0,0.125
1,5,143,0,0.02,0.01875,0.275,0.2,0,0,0,0,0,0.0666667,0,0,0,0
1,5,143,1,0.025,0.02375,0.24,0.2,0,0,0,0,0,0.105263,0,0,0,0.125
0,5,143,2,0.015,0.02375,0.4,0,0,0,0,0,0,0.157895,0,0,0.25,0.25
0,5,144,0,0.245,0.35,0.45102,0,0,0.4,0,0,0,0.0142857,0,0,0,0
0,5,144,1,0.505,0.65625,0.410891,0,0,0,0,0.2,0,0.00952381,0,0,0,0.125
0,5,145,0,0.31,0.375,0.372581,0.2,0,0,0,0.1,0,0.02,0,0,0,0
0,5,145,1,0.245,0.31,0.391837,0,0,0,0,0,0,0.0120968,0,0,0,0.125
0,5,145,2,0.465,0.50875,0.325806,0,0.2,0,0,0.1,0,0.014742,0,0,0,0.25
1,5,145,3,0.09,0.1175,0.416667,0.2,0,0,0,0,0,0.0106383,0,0,0,0.375
1,5,146,0,0.02,0.03375,0.575,0.2,0,0,0,0,0,0.037037,0,0,0,0
1,5,146,1,0.05,0.05875,0.36,0,0,0.2,0,0.1,0,0.0425532,0,0,0,0.125
0,5,146,2,0.18,0.22,0.377778,0,0,0,0,0.1,0,0.0227273,0,0,0,0.25
1,5,147,0,0.03,0.07125,0.583333,0,0,0,0,0,0.6,0.0877193,0,0,0,0
1,5,147,1,0.005,0.005,0.3,0,0.2,0,0,0,0,0.25,0,0,0,0.125
1,5,147,2,0.035,0.07875,0.5,0,0.2,0,0,0,1,0.0952381,0,0,0,0.25
1,5,148,0,0.11,0.15,0.431818,0.4,0,0,0,0,0,0.025,0,0,0,0
0,5,148,1,0.335,0.41375,0.373134,0.2,0,0.2,0,0.1,0,0.021148,0,0,0,0.125
1,5,148,2,0.125,0.15,0.36,0.2,0,0,0,0.1,0,0.0416667,0,0,0,0.25
1,5,149,0,0.075,0.0925,0.38,0.2,0,0,0,0,0,0.027027,0,0,0,0
0,5,149,1,0.15,0.205,0.433333,0,0.2,0,0,0,0,0.0182927,0,0,0,0.125
1,5,149,2,0.015,0.02375,0.5,0,0.2,0,0,0,0,0.0526316,0,0,0,0.25
1,5,149,3,0.05,0.06125,0.38,0,0,0,0,0,0,0.0204082,0,0,0,0.375
1,5,150,0,0.06,0.07,0.35,0.4,0,0,0,0,0,0.0535714,0,0,0,0
1,5,150,1,0.11,0.13,0.340909,0.2,0,0.2,0,0.1,0,0.0384615,0,0,0,0.125
1,5,151,0,0.07,0.08,0.35,0,0,0.2,0,0.1,0,0.03125,0,0,0,0
1,5,151,1,0.055,0.06,0.336364,0,0,0,0,0,0,0.0208333,0,0,0,0.125
0,5,152,0,0.17,0.19125,0.341176,0,0,0,0,0,0,0.0196078,0,0,0,0
0,5,152,1,0.27,0.3125,0.348148,0.2,0,0,0,0.2,0,0.028,0,0,0,0.125
1,5,152,2,0.105,0.11,0.314286,0.2,0,0.2,0,0,0,0.0113636,0,0,0,0.25
1,5,153,0,0.08,0.1025,0.4,0,0.2,0,0,0,0,0.0243902,0,0,0.25,0
0,5,153,1,0.19,0.225,0.360526,0,0,0,0,0,0,0.0111111,0,0,0,0.125
0,5,153,2,0.075,0.08375,0.333333,0,0,0,0,0.1,0,0.0447761,0,0,0,0.25
0,5,154,0,0.205,0.2675,0.402439,0.2,0,0,0,0.1,0,0.0280374,0,0,0,0
0,5,154,1,0.435,0.58375,0.421839,0,0,0.4,0,0.4,0,0.0171306,0,0,0,0.125
1,5,155,0,0.07,0.11375,0.542857,0,0,0,0,0,0,0.010989,0,0,0,0
0,5,155,1,0.17,0.26875,0.514706,0,0,0,0,0,0,0.0139535,0,0,0,0.125
0,5,156,0,0.435,0.56625,0.4,0,0.2,0,0,0.1,0,0.01766,0,0,0,0
1,5,156,1,0.135,0.1675,0.388889,0,0.2,0.2,0,0.1,0,0.0149254,0,0,0,0.125
1,5,156,2,0.11,0.14,0.4,0,0,0,0,0.2,0,0.0267857,0,0,0,0.25
1,5,157,0,0.045,0.0525,0.344444,0.2,0,0,0,0.1,0,0.0714286,0,0,0,0
1,5,157,1,0.105,0.1375,0.409524,0.2,0,0,0,0,0,0.0454545,0,0,0,0.125
1,5,157,2,0.11,0.15375,0.354545,0.2,0,0.2,0,0.2,0,0.0325203,0,0,0,0.25
0,5,157,3,0.3,0.41125,0.435,0.8,0,0,0,0,0,0.0182371,0,0,0,0.375
1,5,157,4,0.14,0.1575,0.346429,0.4,0,0,0,0.1,0,0.0238095,0,0,0,0.5
0,5,157,5,0.15,0.19,0.396667,0.2,0,0,0,0.1,0,0.0131579,0,0,0,0.625
0,5,157,6,0.41,0.52125,0.397561,1.2,0,0,0,0.1,0,0.0215827,0,0,0,0.75
0,5,157,7,0.41,0.5125,0.387805,0.2,0,0,0,0.2,0,0.0121951,0,0,0,0.875
0,5,157,8,0.3,0.3425,0.348333,0.2,0,0,0,0.2,0,0.0182482,0,0,0,1
1,5,157,9,0.045,0.0475,0.322222,0.2,0,0,0,0,0,0.0263158,0,0,0,1
1,6,158,0,0.055,0.07875,0.472727,0.2,0,0,0,0,0,0.015873,0,0,0,0
0,6,158,1,0.38,0.525,0.438158,0.4,0,0.2,0,0.1,0,0.0119048,0,0,0,0.125
0,6,158,2,0.255,0.36125,0.452941,0.2,0,0.4,0,0,0,0.0103806,0,0,0,0.25
1,6,159,0,0.09,0.11375,0.388889,0,0.2,0,0,0,0,0.032967,0,0,0,0
1,6,159,1,0.095,0.14,0.473684,0.2,0,0,0,0.1,0,0.0267857,0,0,0,0.125
0,6,160,0,0.055,0.065,0.363636,0.2,0,0,0,0,0,0.0192308,0,0,0,0
1,6,160,1,0.055,0.075,0.445455,0,0,0,0,0.1,0,0.0333333,0.333333,0,0,0.125
1,6,160,2,0.085,0.10125,0.364706,0,0,0,0,0.1,0,0.0246914,0,0,0,0.25
0,6,161,0,0.35,0.48375,0.414286,0,0,0,0,0,1.2,0.0206718,0,0,0,0
0,6,161,1,0.21,0.2325,0.335714,0,0,0,0,0,0,0.0107527,0,0,0,0.125
0,6,161,2,0.165,0.23875,0.460606,0,0,0,0,0,0,0.0157068,0,0,0,0.25
1,6,162,0,0.02,0.01625,0.2,0,0,0,0,0.1,0,0.153846,0,0,0,0
0,6,162,1,0.19,0.23875,0.386842,0,0,0.2,0,0.1,0,0.0209424,0,0,0,0.125
0,6,162,2,0.24,0.3125,0.408333,0,0,0.2,0,0.1,0,0.016,0,0,0,0.25
1,6,162,3,0.125,0.14875,0.36,0,0,0,0,0,0,0.0168067,0,0,0,0.375
1,6,163,0,0.115,0.1425,0.391304,0,0,0.2,0,0,0,0.0263158,0,0,0,0
0,6,163,1,0.315,0.39,0.387302,0,0,0.2,0,0,0,0.00961538,0,0,0,0.125
0,6,163,2,0.33,0.4,0.374242,0,0,0.4,0,0.3,0,0.01875,0,0,0,0.25
0,6,163,3,0.325,0.42,0.409231,0,0,1,0,0.3,0,0.0178571,0,0,0,0.375
0,6,163,4,0.76,0.91375,0.373684,0,0,0.4,0,0,0,0.00820793,0,0,0,0.5
1,6,164,0,0.105,0.1325,0.385714,0,0,0,0,0.1,0,0.0283019,0,0,0,0
0,6,164,1,0.34,0.5175,0.498529,0,0,0,0,0.2,0,0.0169082,0,0,0,0.125
1,6,165,0,0.02,0.02125,0.3,0,0,0,0,0,0,0.0588235,0,0,0,0
1,6,165,1,0.025,0.04125,0.56,0,0,0,0,0,0,0.030303,0,0,0,0.125
0,6,166,0,0.145,0.19125,0.417241,0.4,0,0,0,0,0,0.0196078,0,0,0,0
1,6,166,1,0.105,0.13375,0.404762,0.4,0,0,0,0,0,0.0186916,0,0,0,0.125
1,6,166,2,0.04,0.0525,0.425,0.2,0,0,0,0,0,0.0238095,0,0,0,0.25
1,6,167,0,0.03,0.03875,0.416667,0.2,0,0,0,0,0,0.0322581,0,0,0,0
1,6,167,1,0.045,0.05875,0.422222,0.2,0,0,0,0,0,0.0212766,0,0,0,0.125
1,6,167,2,0.08,0.10375,0.40625,0,0,0,0,0,0,0.0361446,0,0,0,0.25
0,6,167,3,0.405,0.50125,0.377778,0.2,0,0,0,0,0,0.0174564,0,0,0,0.375
0,6,168,0,0.38,0.52,0.434211,0.2,0,0.6,0,0,0,0.0144231,0,0,0,0
0,6,168,1,0.05,0.06125,0.36,0.4,0,0,0,0,0,0.0408163,0,0,0,0.125
1,6,168,2,0.12,0.1525,0.4,0.4,0,0,0,0,0,0.0245902,0,0,0,0.25
1,6,168,3,0.04,0.05125,0.4125,0.2,0,0,0,0,0,0.0243902,0,0,0,0.375
1,6,169,0,0.215,0.245,0.348837,0.6,0,0.4,0,0,0,0.0204082,0,0,0,0
1,6,169,1,0.055,0.0625,0.354545,0.2,0,0,0,0,0,0.02,0,0,0,0.125
1,6,170,0,0.09,0.1,0.338889,0.2,0,0.2,0,0.1,0,0.0375,0,0,0,0
0,6,170,1,0.29,0.35625,0.375862,0,0,0.4,0,0.3,0,0.0210526,0,0,0,0.125
1,6,170,2,0.135,0.185,0.425926,1,0,0,0,0,0,0.0405405,0,0,0,0.25
0,6,171,0,0.245,0.31375,0.395918,0,0,0.2,0,0.1,0,0.0278884,0,0,0,0
0,6,171,1,0.36,0.48625,0.431944,0.4,0,0,0,0.1,0,0.0128535,0,0,0,0.125
0,6,172,0,0.075,0.09375,0.393333,0.2,0,0,0,0,0,0.0133333,0,0,0,0
1,6,172,1,0.095,0.1275,0.436842,0,0,0,0,0,0,0.00980392,0,0,0,0.125
0,6,173,0,0.185,0.22125,0.372973,0.2,0,0.2,0,0.1,0,0.0225989,0,0,0,0
0,6,173,1,0.365,0.4975,0.432877,0,0.2,0.2,0,0,0,0.0100503,0,0,0,0.125
0,6,174,0,0.085,0.1025,0.376471,0.2,0,0,0,0,0,0.0243902,0,0,0,0
1,6,174,1,0.375,0.47625,0.4,0,0,0.2,0,0.2,0,0.015748,0,0,0,0.125
0,6,175,0,0.345,0.465,0.426087,0.2,0,0.6,0,0.3,0,0.016129,0,0,0,0
0,6,175,1,0.05,0.05625,0.33,0.2,0,0.2,0,0,0,0.0444444,0,0,0,0.125
1,6,176,0,0.095,0.105,0.336842,0,0,0,0,0.1,0,0.0238095,0,0,0,0
1,6,176,1,0.075,0.1025,0.433333,0.2,0,0.2,0,0,0,0.0243902,0,0,0,0.125
1,6,177,0,0.045,0.055,0.388889,0,0,0,0,0,0,0.0454545,0,0,0,0
0,6,177,1,0.025,0.025,0.3,0.2,0,0,0,0,0,0.05,0,0,0,0.125
1,6,177,2,0.02,0.03125,0.525,0.2,0,0,0,0,0,0.04,0,0,0,0.25
1,6,177,3,0.025,0.03125,0.38,0.2,0,0,0,0,0,0.08,0,0,0,0.375
1,6,177,4,0.055,0.06125,0.354545,0,0,0,0,0,0,0.0204082,0,0,0,0.5
1,6,177,5,0.01,0.00875,0.3,0,0,0,0,0,0,0.142857,0,0,0,0.625
0,6,178,0,0.15,0.2125,0.456667,0.2,0,0.4,0,0,0,0.0117647,0,0,0,0
1,6,178,1,0.11,0.12625,0.345455,0,0,0,0,0,0,0.019802,0,0,0,0.125
0,6,179,0,0.35,0.51375,0.471429,0,0,0.4,0,0,0,0.00729927,0,0,0,0
0,6,179,1,0.365,0.48375,0.420548,0,0,0.2,0,0,0,0.00775194,0,0,0,0.125
0,6,179,2,0.295,0.3825,0.40678,0,0,0.8,0,0,0,0.00980392,0,0,0,0.25
1,6,180,0,0.035,0.05375,0.5,0.2,0.2,0,0,0,0,0.0465116,0,0,0,0
1,6,180,1,0.09,0.105,0.361111,0,0,0.2,0,0,0,0.0119048,0,0,0,0.125
1,6,181,0,0.14,0.165,0.360714,0.2,0,0,0,0,0,0.0151515,0,0,0,0
1,6,181,1,0.115,0.1575,0.43913,0.4,0,0,0,0,0,0.0238095,0,0,0,0.125
