feature,mean_early,mean_late,delta,abs_delta,sign
robot,0.0068552141509107675,0.006066023595860632,-0.0007891905550501356,0.0007891905550501356,-1
moody,0.003305830113636238,0.0025303841057579568,-0.0007754460078782813,0.0007754460078782813,-1
of beautiful,0.00443654351202569,0.003675795098988451,-0.0007607484130372393,0.0007607484130372393,-1
and greg,0.00715574068955857,0.007916303835648102,0.0007605631460895325,0.0007605631460895325,1
still of,0.003763772265224842,0.003025914531297455,-0.0007378577339273869,0.0007378577339273869,-1
two,0.002691059419412547,0.003426672002962485,0.0007356125835499376,0.0007356125835499376,1
stunning,0.004073074681856457,0.003342363367064056,-0.0007307113147924011,0.0007307113147924011,-1
ilya,0.005360194768816095,0.006081284564542437,0.0007210897957263419,0.0007210897957263419,1
high resolution,0.0029911573259545476,0.0037111565373375015,0.0007199992113829539,0.0007199992113829539,1
floating,0.0032132019821114266,0.0024949684214900752,-0.0007182335606213514,0.0007182335606213514,-1
male,0.003187738446548046,0.003905387949555741,0.0007176495030076953,0.0007176495030076953,1
illustration of,0.0043869185774469115,0.0036781658328638423,-0.0007087527445830692,0.0007087527445830692,-1
deviantart,0.0031369800531901174,0.003837773324871255,0.0007007932716811376,0.0007007932716811376,1
lights,0.004313446445359954,0.0036339580755470786,-0.0006794883698128754,0.0006794883698128754,-1
surreal,0.004108894550128958,0.004782221051975014,0.0006733265018460562,0.0006733265018460562,1
features,0.002082574224310973,0.0027527620488871436,0.0006701878245761708,0.0006701878245761708,1
oil on,0.003647795885143829,0.0029812449777525873,-0.0006665509073912417,0.0006665509073912417,-1
large,0.004023849446829923,0.004688563215970471,0.0006647137691405481,0.0006647137691405481,1
wallpaper,0.0024588245951205566,0.00311799804134226,0.0006591734462217036,0.0006591734462217036,1
sunset,0.0035209112924644314,0.002864810018680376,-0.0006561012737840554,0.0006561012737840554,-1
high quality,0.006065266282842005,0.0067146967796354986,0.0006494304967934938,0.0006494304967934938,1
faces,0.0021201180415673176,0.0027680498943864758,0.0006479318528191582,0.0006479318528191582,1
goddess,0.002404191653742258,0.0030520195387895065,0.0006478278850472483,0.0006478278850472483,1
sky,0.005791616863765523,0.006433961404309668,0.0006423445405441455,0.0006423445405441455,1
alien,0.0049714377570669365,0.005610444230503229,0.0006390064734362929,0.0006390064734362929,1
brown,0.00310311045520461,0.003740674907867975,0.0006375644526633649,0.0006375644526633649,1
artstation,0.030232897993129556,0.02959762124328837,-0.0006352767498411863,0.0006352767498411863,-1
vintage,0.00280453114842986,0.0034266708029811487,0.0006221396545512889,0.0006221396545512889,1
closeup,0.0031219229018048197,0.003736497192043378,0.0006145742902385581,0.0006145742902385581,1
desert,0.0037123855422973627,0.0031000503895797322,-0.0006123351527176305,0.0006123351527176305,-1
dan,0.0030720043995675055,0.0024651201881393816,-0.000606884211428124,0.000606884211428124,-1
cat,0.008285186567451879,0.0076815180869484,-0.0006036684805034789,0.0006036684805034789,-1
monster,0.0042945657854517065,0.003692733884345328,-0.0006018319011063785,0.0006018319011063785,-1
girl,0.010349364885066815,0.009749048170372695,-0.0006003167146941199,0.0006003167146941199,-1
drawing,0.005095177535731688,0.00449655578763057,-0.0005986217481011181,0.0005986217481011181,-1
john,0.006103056184287155,0.006695974522805199,0.0005929183385180439,0.0005929183385180439,1
princess,0.0033113922856545827,0.0027217830952616915,-0.0005896091903928912,0.0005896091903928912,-1
game,0.007126925021617101,0.006545510161277317,-0.0005814148603397835,0.0005814148603397835,-1
atmosphere,0.003632828559674346,0.0030650580181910535,-0.0005677705414832927,0.0005677705414832927,-1
hyperrealistic,0.005865460663180087,0.006425477592170258,0.0005600169289901712,0.0005600169289901712,1
neon,0.006161592362783544,0.005611855779540736,-0.0005497365832428085,0.0005497365832428085,-1
environment,0.00257326981470631,0.003121521188844093,0.0005482513741377833,0.0005482513741377833,1
architecture,0.002980871317278101,0.002437936105784535,-0.0005429352114935657,0.0005429352114935657,-1
mullins,0.002576018004658002,0.0031098862339827074,0.0005338682293247053,0.0005338682293247053,1
moebius,0.003271129174844803,0.0038018058180099984,0.0005306766431651955,0.0005306766431651955,1
made of,0.0050669769463740294,0.005592102826435282,0.0005251258800612526,0.0005251258800612526,1
edward,0.002873333504531592,0.0033975937293872142,0.0005242602248556223,0.0005242602248556223,1
forest,0.00670489850908553,0.007225677430915247,0.0005207789218297171,0.0005207789218297171,1
character design,0.002175338967006979,0.002696081038785161,0.0005207420717781822,0.0005207420717781822,1
low,0.0038765773293775964,0.0033614995229763757,-0.0005150778064012206,0.0005150778064012206,-1
painting of,0.013182024683953901,0.01267110902296454,-0.0005109156609893611,0.0005109156609893611,-1
featured,0.002276247208458865,0.002786264981076845,0.0005100177726179798,0.0005100177726179798,1
extremely detailed,0.004284014581204219,0.004785419285825897,0.0005014047046216774,0.0005014047046216774,1
yellow,0.0024424529495333854,0.0029411877519213473,0.0004987348023879619,0.0004987348023879619,1
bokeh,0.0028142679160793735,0.0033119569301071706,0.0004976890140277971,0.0004976890140277971,1
eye,0.00283347838004078,0.0023373744484377628,-0.0004961039316030173,0.0004961039316030173,-1
pose,0.003310230433964247,0.0038024344661697126,0.0004922040322054657,0.0004922040322054657,1
trees,0.002557821479575794,0.003048795724210136,0.0004909742446343418,0.0004909742446343418,1
god,0.004380170327660224,0.0038990815379893263,-0.0004810887896708974,0.0004810887896708974,-1
matte painting,0.005309908585344189,0.004829639300375321,-0.00048026928496886813,0.00048026928496886813,-1
craig mullins,0.0025813611274106236,0.003055215704106758,0.00047385457669613454,0.00047385457669613454,1
symmetry,0.00249942879763991,0.0029713611558014877,0.00047193235816157765,0.00047193235816157765,1
intricate details,0.003324657000726209,0.0037956552927340837,0.00047099829200787473,0.00047099829200787473,1
mumford,0.0026486888078882708,0.0021791381022706513,-0.00046955070561761946,0.00046955070561761946,-1
dan mumford,0.0026486888078882708,0.0021791381022706513,-0.00046955070561761946,0.00046955070561761946,-1
medieval,0.003307640716390363,0.0037738052447859934,0.00046616452839563045,0.00046616452839563045,1
natural,0.0030602440031191895,0.003525084421269093,0.0004648404181499034,0.0004648404181499034,1
warm,0.0021480059972364927,0.002610821563427608,0.00046281556619111536,0.00046281556619111536,1
dressed,0.002831515984289455,0.003290370148002062,0.00045885416371260713,0.00045885416371260713,1
jean,0.006184984068677966,0.006638590638699141,0.00045360657002117485,0.00045360657002117485,1
alphonse,0.008743528418435785,0.008296466199175364,-0.0004470622192604204,0.0004470622192604204,-1
young,0.006710103202310404,0.00715689113576835,0.00044678793345794606,0.00044678793345794606,1
skin,0.004208510879868549,0.00464935518855442,0.00044084430868587127,0.00044084430868587127,1
behance,0.0030137316574280603,0.003453581909455697,0.0004398502520276365,0.0004398502520276365,1
dynamic lighting,0.002335116034205911,0.002770409703355038,0.00043529366914912696,0.00043529366914912696,1
wlop,0.007013314716614275,0.0074481463701652805,0.0004348316535510051,0.0004348316535510051,1
detailed portrait,0.00215925650720236,0.0025919970591254515,0.00043274055192309147,0.00043274055192309147,1
dress,0.0038337380623821465,0.004259227119576032,0.00042548905719388573,0.00042548905719388573,1
vector,0.002942891958485244,0.003366577009229869,0.0004236850507446251,0.0004236850507446251,1
norman,0.0021276417664403465,0.002543549240924544,0.0004159074744841977,0.0004159074744841977,1
long,0.007215572329544104,0.007629204261993389,0.00041363193244928556,0.00041363193244928556,1
room,0.004207138977350184,0.003796267784339371,-0.0004108711930108132,0.0004108711930108132,-1
horror,0.005060370940142677,0.005461411034031307,0.0004010400938886296,0.0004010400938886296,1
standing,0.003995800398276137,0.0043951471697159135,0.0003993467714397767,0.0003993467714397767,1
green,0.00487292727777925,0.004474380872979409,-0.00039854640479984084,0.00039854640479984084,-1
trending,0.02137270499485255,0.020978102905015002,-0.00039460208983754796,0.00039460208983754796,-1
holding,0.005243100724317322,0.00563618220718268,0.0003930814828653579,0.0003930814828653579,1
half,0.002942935028896166,0.0025531270106707235,-0.0003898080182254426,0.0003898080182254426,-1
fashion,0.0041697473448626034,0.004554231101372219,0.00038448375650961594,0.00038448375650961594,1
smoke,0.003275161567083482,0.0036588487271443327,0.0003836871600608506,0.0003836871600608506,1
woman with,0.0029946908693356043,0.0026131694655254544,-0.00038152140381014993,0.00038152140381014993,-1
alphonse mucha,0.008685001391613729,0.008307012822402485,-0.00037798856921124335,0.00037798856921124335,-1
at night,0.003373308775859667,0.002995394489561146,-0.00037791428629852094,0.00037791428629852094,-1
steampunk,0.0035968134161498246,0.003970680806570228,0.0003738673904204034,0.0003738673904204034,1
pixar,0.003513492540335582,0.003871600989997048,0.00035810844966146626,0.00035810844966146626,1
surrounded,0.0022535517690985976,0.0026114288580566143,0.00035787708895801667,0.00035787708895801667,1
fire,0.002636875714665459,0.002994021862740225,0.000357146148074766,0.000357146148074766,1
the background,0.0035386430633242297,0.003191845616029178,-0.0003467974472950515,0.0003467974472950515,-1
craig,0.002787631219400371,0.003127040358949506,0.000339409139549135,0.000339409139549135,1
digital art,0.010982252767567074,0.01131874091837658,0.0003364881508095066,0.0003364881508095066,1
japanese,0.0037793938912287803,0.00345810774184523,-0.0003212861493835503,0.0003212861493835503,-1
front,0.004064836342102419,0.003746577856137725,-0.0003182584859646939,0.0003182584859646939,-1
shinkai and,0.0017099655364885315,0.0020198533278713376,0.0003098877913828061,0.0003098877913828061,1
sculpture,0.0029918860158463173,0.002687109567169069,-0.0003047764486772482,0.0003047764486772482,-1
on the,0.00812498186603692,0.00782345643662129,-0.0003015254294156302,0.0003015254294156302,-1
depth,0.0042226478651416184,0.004513062718706504,0.00029041485356488556,0.00029041485356488556,1
poster,0.007048478650449897,0.006760760251856513,-0.0002877183985933833,0.0002877183985933833,-1
on canvas,0.0038237601315961626,0.0035423340966897585,-0.00028142603490640414,0.00028142603490640414,-1
futuristic,0.007558485374382044,0.007277139014086562,-0.00028134636029548184,0.00028134636029548184,-1
surrounded by,0.0022153077285890044,0.0024960633677010473,0.00028075563911204296,0.00028075563911204296,1
gothic,0.0032556956856136165,0.003534214151175731,0.00027851846556211464,0.00027851846556211464,1
matte,0.0067959347302947466,0.0070733256358176365,0.00027739090552288993,0.00027739090552288993,1
art of,0.0037341330418583503,0.0034601181607063682,-0.00027401488115198205,0.00027401488115198205,-1
ross,0.0029990791575282894,0.0032725107253529294,0.00027343156782463993,0.00027343156782463993,1
perfect,0.005379858003397253,0.005106745523497125,-0.00027311247990012815,0.00027311247990012815,-1
baroque,0.0021505113984085916,0.0024218159686921277,0.0002713045702835361,0.0002713045702835361,1
house,0.003331180838272464,0.0035975855799794437,0.0002664047417069797,0.0002664047417069797,1
of field,0.0036056511893387748,0.0038715486447886724,0.0002658974554498976,0.0002658974554498976,1
through,0.003515346108776562,0.00378062718277007,0.00026528107399350796,0.00026528107399350796,1
glass,0.0040320809897809295,0.00429510712345586,0.0002630261336749309,0.0002630261336749309,1
the style,0.01112928019788498,0.011391739531403398,0.0002624593335184191,0.0002624593335184191,1
boris,0.002637708923732526,0.002379169268503226,-0.0002585396552293,0.0002585396552293,-1
black and,0.004372006524371125,0.004114067546051415,-0.00025793897831971006,0.00025793897831971006,-1
professional,0.0037128309301460868,0.003460397259779357,-0.00025243367036672983,0.00025243367036672983,-1
baarle ilya,0.0017188104306684528,0.0014709066506374765,-0.0002479037800309763,0.0002479037800309763,-1
atmospheric,0.003195273945016209,0.0034402285345877365,0.00024495458957152737,0.00024495458957152737,1
shot of,0.002672563638775286,0.002427672127934584,-0.0002448915108407019,0.0002448915108407019,-1
resolution,0.006548924771231882,0.006307246237783186,-0.00024167853344869619,0.00024167853344869619,-1
elegant,0.009520277195082342,0.009760506256664293,0.00024022906158195113,0.00024022906158195113,1
extremely,0.006203393496950669,0.006437667793902782,0.00023427429695211353,0.00023427429695211353,1
art trending,0.003425590346594863,0.0031933705836414148,-0.00023221976295344834,0.00023221976295344834,-1
high detail,0.006304950047550637,0.006073899207483539,-0.00023105084006709836,0.00023105084006709836,-1
full,0.010744157243914684,0.010973446464836393,0.00022928922092170859,0.00022928922092170859,1
detailed digital,0.008032196912697805,0.00826000320707125,0.00022780629437344456,0.00022780629437344456,1
warrior,0.00291346179740227,0.0026863279414856725,-0.0002271338559165976,0.0002271338559165976,-1
book,0.0031133045115907944,0.003331829347032205,0.00021852483544141082,0.00021852483544141082,1
sitting,0.005293469650814486,0.005075251733523355,-0.0002182179172911308,0.0002182179172911308,-1
hair,0.010110901317891267,0.010324861524143605,0.00021396020625233728,0.00021396020625233728,1
ross tran,0.002074179200038641,0.00228551262126032,0.00021133342122167924,0.00021133342122167924,1
tran,0.002074179200038641,0.00228551262126032,0.00021133342122167924,0.00021133342122167924,1
and lois,0.0014958995556410472,0.00170669112515224,0.00021079156951119265,0.00021079156951119265,1
nouveau,0.002859177225298863,0.0026541248167264997,-0.00020505240857236328,0.00020505240857236328,-1
and white,0.004448219514052459,0.0046459825109116185,0.00019776299685915922,0.00019776299685915922,1
cartoon,0.0038357043672649794,0.003641546038289287,-0.00019415832897569244,0.00019415832897569244,-1
girl with,0.0024937959814253633,0.0026820521609028005,0.00018825617947743718,0.00018825617947743718,1
hyper realistic,0.004661215260408017,0.004842333697155917,0.00018111843674790008,0.00018111843674790008,1
cgsociety,0.0058338352023889675,0.005655560793048899,-0.00017827440934006875,0.00017827440934006875,-1
ancient,0.003515510933060407,0.003693060905881687,0.00017754997282128007,0.00017754997282128007,1
photo,0.020174857233650333,0.02035155710504094,0.0001766998713906079,0.0001766998713906079,1
medium,0.002869544482888242,0.0026972110720930925,-0.0001723334107951494,0.0001723334107951494,-1
art nouveau,0.002826776544629766,0.0026599022635053786,-0.00016687428112438724,0.00016687428112438724,-1
by artgerm,0.007522563233561077,0.007356902951907194,-0.00016566028165388314,0.00016566028165388314,-1
landscape,0.00678638487074933,0.00662401869247118,-0.00016236617827814978,0.00016236617827814978,-1
profile,0.002514724389436197,0.0026763746583891614,0.00016165026895296423,0.00016165026895296423,1
tom,0.00409593968637695,0.004251170781755138,0.00015523109537818845,0.00015523109537818845,1
cyborg,0.003881079485818416,0.004023265652926621,0.00014218616710820475,0.00014218616710820475,1
wide,0.006222765819846095,0.006360821605697811,0.00013805578585171594,0.00013805578585171594,1
bagshaw,0.0028012733487011083,0.0026642070241516464,-0.00013706632454946188,0.00013706632454946188,-1
hildebrandt,0.002568731422775022,0.002441578707567888,-0.0001271527152071337,0.0001271527152071337,-1
stars,0.0026834605968518153,0.0025574585310043254,-0.00012600206584748985,0.00012600206584748985,-1
and wlop,0.0019835969389004433,0.0021056578423037037,0.00012206090340326041,0.00012206090340326041,1
smiling,0.0029625279244767516,0.0030833283079870783,0.0001208003835103267,0.0001208003835103267,1
made,0.008423968418529632,0.008541054116293235,0.00011708569776360325,0.00011708569776360325,1
epic,0.008999407069346842,0.0088843156028883,-0.00011509146645854139,0.00011509146645854139,-1
extreme,0.002525740880609536,0.002639039091873959,0.00011329821126442301,0.00011329821126442301,1
deep,0.0036733493943258057,0.003784698675687087,0.00011134928136128123,0.00011134928136128123,1
charlie,0.0022345396139813677,0.002342622413305839,0.00010808279932447143,0.00010808279932447143,1
into,0.004013975080693116,0.003911627104351305,-0.00010234797634181038,0.00010234797634181038,-1
tom bagshaw,0.0027698897055326846,0.00266958258405461,-0.00010030712147807456,0.00010030712147807456,-1
huge,0.0031778551295477105,0.003276451712317178,9.85965827694675e-05,9.85965827694675e-05,1
model,0.003139811710888839,0.0030488810833065507,-9.093062758228814e-05,9.093062758228814e-05,-1
from the,0.005394448747968362,0.005309021432245748,-8.542731572261462e-05,8.542731572261462e-05,-1
artstation by,0.002624770619980196,0.0025409506403177295,-8.381997966246633e-05,8.381997966246633e-05,-1
old,0.00657696127468165,0.006651562876733498,7.460160205184814e-05,7.460160205184814e-05,1
movie,0.009875484874505276,0.009806461252595154,-6.902362191012201e-05,6.902362191012201e-05,-1
artgerm and,0.006473338384731174,0.006407573976772801,-6.576440795837309e-05,6.576440795837309e-05,-1
world,0.003660549450189988,0.003596546985758835,-6.400246443115289e-05,6.400246443115289e-05,-1
anime,0.010604025406942108,0.010666195465680182,6.217005873807371e-05,6.217005873807371e-05,1
depth of,0.0036742130539292152,0.003733749198524464,5.953614459524876e-05,5.953614459524876e-05,1
bowater,0.0019434200946708254,0.002000920638470077,5.750054379925155e-05,5.750054379925155e-05,1
canvas,0.00440117500933387,0.004455489936729886,5.43149273960165e-05,5.43149273960165e-05,1
winning,0.007126550750127564,0.00717708042640713,5.052967627956588e-05,5.052967627956588e-05,1
modern,0.003365309293185591,0.0033161899665265122,-4.911932665907894e-05,4.911932665907894e-05,-1
film still,0.0036654477066056144,0.0036188729047805343,-4.657480182508004e-05,4.657480182508004e-05,-1
rockwell,0.0023728200750096663,0.002417889867595125,4.506979258545865e-05,4.506979258545865e-05,1
award winning,0.006946902326349172,0.006907205665339113,-3.9696661010058844e-05,3.9696661010058844e-05,-1
wlop and,0.0020238926794996833,0.0020628468112304024,3.895413173071911e-05,3.895413173071911e-05,1
joe,0.003575547187905906,0.003611162138513601,3.5614950607694776e-05,3.5614950607694776e-05,1
super,0.0038962851622203845,0.0038609562096812017,-3.532895253918278e-05,3.532895253918278e-05,-1
mucha,0.009372596500711343,0.009344119706607182,-2.8476794104160402e-05,2.8476794104160402e-05,-1
one,0.0031320457550360757,0.003159914701793765,2.7868946757689077e-05,2.7868946757689077e-05,1
wearing,0.014831196300325308,0.014803936832762312,-2.725946756299523e-05,2.725946756299523e-05,-1
details,0.00795319419115011,0.007940751082104324,-1.2443109045785425e-05,1.2443109045785425e-05,-1
star,0.0038974476892330166,0.003888982509173424,-8.465180059592705e-06,8.465180059592705e-06,-1
award,0.007148673178139016,0.007155952836046351,7.279657907335174e-06,7.279657907335174e-06,1
illustration art,0.005579703830920066,0.005584899469416936,5.195638496869465e-06,5.195638496869465e-06,1
dramatic lighting,0.005353326926675334,0.005351819654236732,-1.5072724386016104e-06,1.5072724386016104e-06,-1
kuvshinov rossdraws,0.0016859812166074998,0.0016869141412256487,9.329246181489018e-07,9.329246181489018e-07,1
