y,batch,x_q_toks,x_q_chars,x_qmark,x_q_ents,x_n_cand,x_js_overlap,x_rank_corr,x_sparse_margin,x_dense_margin,x_rrf_top1_mass,x_fuse_uniq,x_mean_q_overlap,x_ks,x_kd,x_n_nodes,x_n_edges,x_mean_deg,x_n_cc,x_n_q_seeds,x_seed_frac,x_lcc_frac
0,2,0.35,0.49375,1,1.16667,1,0.428571,0.418182,0.767685,0.00398743,0.106306,1,0.121658,5,5,1,1.2,0.8,0.3,1.33333,0.8,0.8
0,2,0.275,0.48125,1,1,1,0.25,0.163636,0.494227,0.0637175,0.106306,1,0.107535,5,5,1,0.5,0.333333,0.6,0.833333,0.5,0.5
0,2,0.225,0.2875,1,0.5,1,0.25,0.187879,1.44079,0.00778591,0.104658,1,0.0636006,5,5,1,0,0,1,0.166667,0.1,0.1
0,2,0.825,1.05625,1,1.33333,1,0.666667,0.745455,1.18675,0.0289761,0.105442,1,0.169927,5,5,1,0.1,0.0666667,0.8,1,0.6,0.2
0,2,0.2,0.3,0,0.666667,1,0.428571,0.624242,0.818408,0.0384079,0.10717,1,0.0360444,5,5,1,0,0,1,0.333333,0.2,0.1
1,2,0.5,0.75,1,2.16667,1,0.428571,-0.0545455,3.21481,0.12841,0.10717,1,0.214366,5,5,1,2.25,1.5,0.1,1.66667,1,1
1,2,0.375,0.68125,1,0.666667,1,0.666667,0.539394,1.05664,0.0796585,0.10717,1,0.149592,5,5,1,1.85,1.23333,0.1,1.66667,1,1
0,2,0.45,0.63125,1,0.666667,1,0.666667,0.793939,0.12591,0.0628715,0.10717,1,0.106828,5,5,1,0.15,0.1,0.8,0.333333,0.2,0.3
1,2,0.425,0.54375,1,0.5,1,0.428571,0.478788,0.548495,0.00691403,0.105469,1,0.114677,5,5,1,0.05,0.0333333,0.9,0.5,0.3,0.2
1,2,0.45,0.61875,1,0.666667,1,0.428571,-0.127273,0.750675,0.0907327,0.104605,1,0.156473,5,5,1,0.75,0.5,0.5,1.16667,0.7,0.6
1,2,0.45,0.53125,1,0.5,1,0.666667,0.745455,3.01314,0.00999247,0.105469,1,0.187277,5,5,1,0.4,0.266667,0.4,0.5,0.3,0.4
1,2,0.45,0.7,1,1.33333,1,0.666667,0.684848,3.95949,0.0988444,0.10717,1,0.161521,5,5,1,0.4,0.266667,0.4,1.16667,0.7,0.5
1,2,0.675,0.8875,1,1.83333,1,0.666667,0.284848,0.104218,0.0245415,0.103873,1,0.36037,5,5,1,0.2,0.133333,0.7,1,0.6,0.4
1,2,0.225,0.3125,1,0.666667,1,0.428571,0.284848,4.09981,0.104582,0.106306,1,0.0965345,5,5,1,0.35,0.233333,0.6,0.5,0.3,0.4
1,2,0.5,0.7,1,0.833333,1,0.666667,0.648485,3.94081,0.00910775,0.106306,1,0.145263,5,5,1,0,0,1,0.333333,0.2,0.1
0,2,0.55,0.85,1,0.833333,1,0.666667,0.587879,4.90543,0.0287847,0.10717,1,0.119687,5,5,1,0.35,0.233333,0.6,1,0.6,0.4
0,2,0.375,0.45,0,0.666667,1,0.428571,0.0666667,0.0821844,0.0298143,0.104605,1,0.189282,5,5,1,0,0,1,0.166667,0.1,0.1
1,2,0.3,0.4375,1,1,1,0.25,0.50303,0.519988,0.0664705,0.106306,1,0.114083,5,5,1,1,0.666667,0.2,1.66667,1,0.9
0,2,0.325,0.4875,1,0.5,1,0.666667,0.660606,0.314427,0.0438346,0.104658,1,0.102209,5,5,1,0.2,0.133333,0.7,0.833333,0.5,0.4
0,2,0.425,0.59375,1,0.666667,1,0.428571,0.624242,0.545172,0.0440336,0.10717,1,0.142133,5,5,1,0.2,0.133333,0.7,1,0.6,0.3
1,2,0.4,0.6,1,1.33333,1,0.428571,0.333333,2.52694,0.0281629,0.10717,1,0.0722317,5,5,1,0.1,0.0666667,0.8,0.833333,0.5,0.2
0,2,0.475,0.73125,1,1.66667,1,0.666667,0.224242,2.02734,0.0400915,0.105469,1,0.144556,5,5,1,0.5,0.333333,0.6,1,0.6,0.5
0,2,0.525,0.66875,1,0.833333,1,0.428571,0.115152,0.0567729,0.0689006,0.103873,1,0.141532,5,5,1,0.05,0.0333333,0.9,0.5,0.3,0.2
1,2,0.95,1.50625,1,1,1,0.666667,0.612121,0.00242787,0.0132921,0.10717,1,0.317753,5,5,1,1.05,0.7,0.4,1.16667,0.7,0.7
1,2,0.625,0.95,1,1.33333,1,0.25,-0.139394,4.07385,0.0468437,0.105469,1,0.110642,5,5,1,0.55,0.366667,0.5,1.16667,0.7,0.6
1,2,0.525,0.775,1,1,1,1,0.90303,7.46798,0.222306,0.10717,1,0.19091,5,5,1,0.05,0.0333333,0.9,0.5,0.3,0.2
1,2,0.375,0.6,1,1.33333,1,0.666667,0.793939,3.58773,0.110323,0.10717,1,0.126788,5,5,1,0.2,0.133333,0.7,1,0.6,0.3
1,2,0.425,0.53125,1,0.666667,1,0.666667,0.563636,2.61966,0.0151794,0.10717,1,0.127312,5,5,1,0.35,0.233333,0.5,1,0.6,0.3
1,2,0.425,0.6,1,0.666667,1,0.428571,0.2,0.440792,0.0311903,0.10717,1,0.116942,5,5,1,0.6,0.4,0.3,1.16667,0.7,0.5
1,2,0.6,0.85,1,2,1,0.25,-0.175758,21.6616,0.302425,0.10717,1,0.145568,5,5,1,0.2,0.133333,0.7,0.833333,0.5,0.3
0,2,0.35,0.5125,1,0.5,1,0.428571,0.733333,2.02335,0.0724753,0.10717,1,0.105245,5,5,1,0.05,0.0333333,0.9,0.666667,0.4,0.2
1,2,0.55,0.93125,1,0.666667,1,0.666667,0.248485,6.05531,0.0268974,0.105469,1,0.176571,5,5,1,0.05,0.0333333,0.9,0.666667,0.4,0.2
0,2,0.55,0.73125,1,0.5,1,0.428571,0.321212,5.95093,0.0882271,0.10717,1,0.115394,5,5,1,0.25,0.166667,0.5,1,0.6,0.6
1,2,0.4,0.55625,1,1.5,1,0.111111,-0.212121,3.58743,0.0324387,0.103794,1,0.0808622,5,5,1,0,0,1,0.333333,0.2,0.1
0,2,0.4,0.60625,1,1.16667,1,0.666667,0.660606,0.0572216,0.00455559,0.10717,1,0.138112,5,5,1,0.75,0.5,0.5,1.16667,0.7,0.6
0,2,0.25,0.46875,1,0.333333,1,0.25,-0.0666667,0.62862,0.0395401,0.103873,1,0.132561,5,5,1,0.15,0.1,0.8,0.5,0.3,0.3
0,2,0.425,0.54375,1,0.5,1,0.666667,0.69697,1.45042,0.0286652,0.105469,1,0.0684807,5,5,1,0.35,0.233333,0.6,0.833333,0.5,0.5
0,2,0.4,0.61875,1,0.166667,1,0.111111,-0.769697,0.720733,0.0505529,0.102147,1,0.0768931,5,5,1,1.8,1.2,0.2,1.5,0.9,0.9
1,2,0.4,0.61875,1,0.5,1,0.25,0.0424242,0.951375,0.0276288,0.106306,1,0.130267,5,5,1,0.3,0.2,0.5,1,0.6,0.4
1,2,0.325,0.5125,1,0.833333,1,0.666667,0.187879,6.08499,0.0474867,0.104658,1,0.162989,5,5,1,0.7,0.466667,0.3,0.666667,0.4,0.5
0,2,0.35,0.6125,1,0.5,1,0.25,0.0666667,1.52378,0.106729,0.10717,1,0.265439,5,5,1,1.8,1.2,0.2,0.333333,0.2,0.9
1,2,0.6,0.94375,1,1.83333,1,0.25,0.29697,2.67285,0.101258,0.10717,1,0.118131,5,5,1,0.55,0.366667,0.5,1.5,0.9,0.5
0,2,0.275,0.425,1,0.833333,1,0.25,-0.2,0.12008,0.0666468,0.103873,1,0.063829,5,5,1,0.75,0.5,0.5,1,0.6,0.6
0,2,0.325,0.4125,1,0.5,1,0.428571,-0.00606061,1.57786,0.0426745,0.106306,1,0.134828,5,5,1,0.35,0.233333,0.6,0.5,0.3,0.5
0,2,0.275,0.35,1,1.16667,1,0.25,0.0909091,4.21001,0.133921,0.10717,1,0.0999561,5,5,1,1.05,0.7,0.4,1.33333,0.8,0.7
0,2,0.325,0.475,1,1,1,0.666667,0.854545,0.887968,0.0933732,0.10717,1,0.162723,5,5,1,0.15,0.1,0.8,0.666667,0.4,0.3
1,2,0.325,0.5375,1,1,1,0.428571,0.551515,0.881874,0.0631332,0.106306,1,0.0704561,5,5,1,0.25,0.166667,0.5,0.833333,0.5,0.3
1,2,0.625,0.8625,1,1.16667,1,0.428571,0.0787879,0.00178645,0.0216962,0.106306,1,0.150626,5,5,1,0.75,0.5,0.3,0.666667,0.4,0.8
1,2,0.4,0.58125,1,0.5,1,0.428571,0.418182,1.04071,0.0792936,0.106306,1,0.133456,5,5,1,0.1,0.0666667,0.8,0.666667,0.4,0.2
1,2,0.525,0.7,1,1,1,0.428571,0.575758,2.21502,0.00157932,0.10717,1,0.11685,5,5,1,0.05,0.0333333,0.9,0.666667,0.4,0.2
0,2,0.3,0.48125,1,1.16667,1,0.428571,0.163636,1.98191,0.0549835,0.105442,1,0.119246,5,5,1,0.95,0.633333,0.4,1.33333,0.8,0.7
1,2,0.55,0.73125,1,1.16667,1,0.428571,-0.0181818,2.14497,0.0606802,0.105442,1,0.172475,5,5,1,0.3,0.2,0.7,0.666667,0.4,0.4
0,2,0.25,0.3625,1,1,1,0.428571,0.139394,2.92924,0.0129885,0.105442,1,0.0812026,5,5,1,0.35,0.233333,0.5,0.5,0.3,0.5
1,2,0.375,0.54375,1,0.5,1,0.428571,-0.0666667,0.311412,0.00839081,0.106306,1,0.148106,5,5,1,1.8,1.2,0.2,1.66667,1,0.9
0,2,0.375,0.5,1,0.333333,1,0.25,-0.212121,8.06563,0.0457474,0.104658,1,0.112157,5,5,1,0,0,1,0.333333,0.2,0.1
1,2,0.475,0.65,1,0.833333,1,0.428571,0.842424,10.3991,0.296606,0.10717,1,0.219109,5,5,1,0.2,0.133333,0.6,0.833333,0.5,0.3
1,2,0.35,0.50625,1,0.5,1,0.25,-0.260606,5.623,0.0382719,0.106306,1,0.131369,5,5,1,0,0,1,0.166667,0.1,0.1
1,2,0.425,0.725,1,0.666667,1,0.25,-0.260606,1.76952,0.0414603,0.104605,1,0.165964,5,5,1,0.6,0.4,0.5,1,0.6,0.6
1,2,0.3,0.5625,1,1,1,0.428571,0.393939,3.81658,0.00473266,0.10717,1,0.139105,5,5,1,0.2,0.133333,0.7,1,0.6,0.3
0,2,0.325,0.50625,1,0.666667,1,0.428571,-0.0787879,1.23584,0.0199001,0.105469,1,0.150612,5,5,1,0.05,0.0333333,0.9,0.333333,0.2,0.2
1,2,0.275,0.40625,1,0.666667,0.5,1,0.1,1.00453,0.0281637,0.203176,1,0.179534,5,5,0.5,0.15,0.2,0.3,0.666667,0.8,0.6
1,2,0.7,1.1,1,0.666667,1,0.666667,0.709091,5.73464,0.0387476,0.10717,1,0.17124,5,5,1,0.2,0.133333,0.7,0.833333,0.5,0.3
1,2,0.375,0.51875,1,0.833333,1,0.428571,0.430303,0.355358,0.0869336,0.106306,1,0.17403,5,5,1,0.2,0.133333,0.6,0.833333,0.5,0.4
0,2,0.725,1.0125,1,1,1,0.428571,0.29697,1.06483,0.0367809,0.105469,1,0.124362,5,5,1,0.25,0.166667,0.7,0.833333,0.5,0.4
0,2,0.275,0.35,1,1,1,0.428571,0.563636,0.290553,0.0617361,0.105469,1,0.0924034,5,5,1,0.15,0.1,0.8,0.5,0.3,0.3
1,2,0.4,0.6,1,1,1,0.666667,0.309091,1.3673,0.00248939,0.106306,1,0.145828,5,5,1,0.45,0.3,0.5,1,0.6,0.4
1,2,0.475,0.68125,1,1,1,0.666667,0.563636,8.15464,0.0927318,0.10717,1,0.121662,5,5,1,0,0,1,0.5,0.3,0.1
1,2,0.35,0.49375,1,0.5,1,0.25,-0.575758,1.23183,0.00929965,0.102372,1,0.125159,5,5,1,0.05,0.0333333,0.9,0.5,0.3,0.2
0,2,0.4,0.6375,1,0.833333,1,0.428571,0.672727,0.949544,0.0697762,0.10717,1,0.160366,5,5,1,0.65,0.433333,0.3,0.5,0.3,0.8
1,2,0.375,0.61875,1,0.5,1,0.428571,0.393939,1.56862,0.0598305,0.10717,1,0.133135,5,5,1,0.2,0.133333,0.7,0.5,0.3,0.4
0,2,0.775,1.05625,1,1.16667,1,0.666667,0.90303,10.0205,0.139473,0.10717,1,0.265203,5,5,1,0.45,0.3,0.5,1.33333,0.8,0.5
1,2,0.35,0.51875,1,1.33333,1,0.25,-0.236364,1.49237,0.000721627,0.105442,1,0.114263,5,5,1,1.1,0.733333,0.3,1.16667,0.7,0.7
0,2,0.35,0.5,1,0.666667,1,0.428571,0.0666667,2.33611,0.0906836,0.10717,1,0.092318,5,5,1,0.5,0.333333,0.6,1,0.6,0.5
1,2,0.475,0.65,1,1.16667,1,0.666667,0.6,2.09077,0.0223006,0.105469,1,0.15088,5,5,1,0.5,0.333333,0.6,0.833333,0.5,0.5
0,2,0.65,0.9125,1,0.666667,1,0.428571,0.878788,5.76904,0.00599791,0.106306,1,0.164101,5,5,1,0.05,0.0333333,0.9,0.666667,0.4,0.2
1,2,0.8,1.1,1,0,1,0.666667,0.709091,5.87682,0.151865,0.10717,1,0.118086,5,5,1,0.05,0.0333333,0.9,0.666667,0.4,0.2
0,2,0.6,0.8375,1,1,1,0.111111,-0.539394,0.869152,0.00255037,0.103794,1,0.150753,5,5,1,1.45,0.966667,0.2,1.66667,1,0.8
1,2,0.2,0.33125,1,0.5,0.2,1,1,0.0530665,0.0135498,0.504065,0.4,0.0737564,5,5,0.2,0,0,0.2,0.333333,1,0.5
0,3,0.6,0.8125,1,0.166667,1,0.666667,0.636364,4.63472,0.0130806,0.10717,1,0.135573,5,5,1,0.2,0.133333,0.7,0.166667,0.1,0.3
1,3,0.425,0.63125,1,0.333333,1,0.666667,0.660606,3.68367,0.0134967,0.10717,1,0.136514,5,5,1,0.25,0.166667,0.7,0.666667,0.4,0.4
1,3,0.5,0.8625,1,1.33333,1,0.25,-0.721212,4.0608,0.0395333,0.103008,1,0.181173,5,5,1,0,0,1,0.333333,0.2,0.1
1,3,0.45,0.625,1,0.5,1,0.666667,0.515152,1.43811,0.0292022,0.10717,1,0.136615,5,5,1,0.1,0.0666667,0.8,0.666667,0.4,0.2
0,3,0.2,0.31875,1,0.5,1,0.428571,0.151515,1.58067,0.0888748,0.105469,1,0.0462902,5,5,1,0,0,1,0.333333,0.2,0.1
0,3,0.475,0.56875,1,1,1,0.428571,0.636364,5.96213,0.14455,0.10717,1,0.204933,5,5,1,0.1,0.0666667,0.8,0.666667,0.4,0.2
1,3,0.475,0.60625,1,1,1,0.111111,-0.575758,1.03908,0.0194157,0.103111,1,0.112414,5,5,1,0.15,0.1,0.7,0.833333,0.5,0.2
0,3,0.2,0.29375,1,0.5,1,0.428571,0.454545,0.0782007,0.00713079,0.106306,1,0.112206,5,5,1,0.6,0.4,0.4,0.833333,0.5,0.4
0,3,0.3,0.475,1,1.16667,1,0.666667,0.963636,4.23137,0.109887,0.10717,1,0.0602115,5,5,1,0.1,0.0666667,0.8,0.666667,0.4,0.2
1,3,0.675,0.975,1,1.33333,1,0.428571,0.733333,6.24774,0.0923379,0.10717,1,0.141606,5,5,1,1,0.666667,0.3,1.33333,0.8,0.8
1,3,0.475,0.6125,1,1.16667,1,0.25,-0.212121,1.5365,0.00284994,0.104605,1,0.11709,5,5,1,1.1,0.733333,0.1,1.66667,1,1
1,3,0.175,0.26875,1,0.833333,1,0.428571,0.757576,0.449923,0.0652414,0.10717,1,0.118778,5,5,1,0.1,0.0666667,0.8,0.5,0.3,0.2
1,3,0.475,0.76875,1,1.16667,1,0.666667,0.418182,4.83867,0.0463364,0.106306,1,0.124894,5,5,1,0.3,0.2,0.7,0.833333,0.5,0.4
1,3,0.275,0.43125,1,0.833333,1,0.666667,0.551515,0.574493,0.0150542,0.105469,1,0.0804564,5,5,1,0.2,0.133333,0.7,0.5,0.3,0.4
1,3,0.55,0.75625,1,1,1,0.666667,0.830303,3.07614,0.0464616,0.10717,1,0.173674,5,5,1,0.2,0.133333,0.7,1,0.6,0.3
1,3,0.425,0.575,1,0.333333,1,0.25,-0.236364,4.18321,0.0175307,0.103794,1,0.123964,5,5,1,0.8,0.533333,0.4,1.33333,0.8,0.7
1,3,0.425,0.5375,1,0.833333,1,0.428571,-0.151515,1.53479,0.0930529,0.103873,1,0.206739,5,5,1,0.45,0.3,0.5,0.833333,0.5,0.6
1,3,0.65,1.0125,1,0.833333,1,0.666667,0.90303,12.2322,0.262663,0.10717,1,0.218124,5,5,1,0.45,0.3,0.4,1.33333,0.8,0.7
1,3,0.45,0.7,1,0.5,1,0.25,0.236364,0.66505,0.00708127,0.105469,1,0.169437,5,5,1,0.35,0.233333,0.5,1,0.6,0.4
1,3,0.2,0.35625,1,0.666667,1,0.428571,0.369697,1.4257,0.213938,0.10717,1,0.098435,5,5,1,0.05,0.0333333,0.9,0.5,0.3,0.2
0,3,0.425,0.60625,1,0.333333,1,0.428571,0.224242,2.10946,0.0470432,0.10717,1,0.118908,5,5,1,0.05,0.0333333,0.9,0.5,0.3,0.2
1,3,0.475,0.725,1,0.666667,1,0.666667,0.6,4.70074,0.128359,0.10717,1,0.182706,5,5,1,0.25,0.166667,0.6,0.833333,0.5,0.3
0,3,0.275,0.425,1,1.16667,1,0.111111,-0.660606,2.64834,0.0562714,0.102957,1,0.0817012,5,5,1,0.9,0.6,0.3,0.666667,0.4,0.6
1,3,0.7,1.10625,1,0.666667,1,0.428571,0.587879,2.84573,0.0345421,0.10717,1,0.191877,5,5,1,0.15,0.1,0.7,0.666667,0.4,0.3
0,3,0.575,0.76875,1,1,1,0.428571,0.357576,3.56854,0.0589485,0.106306,1,0.110913,5,5,1,0.4,0.266667,0.5,1,0.6,0.5
0,3,0.225,0.33125,1,0.333333,1,0.428571,0.0909091,0.166357,0.00390239,0.104658,1,0.0979344,5,5,1,0.05,0.0333333,0.9,0.166667,0.1,0.2
0,3,0.675,0.975,1,1.16667,1,0.428571,0.345455,1.30072,0.0601663,0.10717,1,0.192678,5,5,1,0.8,0.533333,0.4,1.16667,0.7,0.7
0,3,0.4,0.59375,1,0.5,1,0.428571,0.393939,6.54436,0.0330197,0.10717,1,0.12696,5,5,1,0.05,0.0333333,0.9,0.333333,0.2,0.2
1,3,0.6,0.88125,1,0.833333,1,0.666667,0.69697,1.21976,0.0338622,0.106306,1,0.221795,5,5,1,1.05,0.7,0.3,1.33333,0.8,0.8
1,3,0.35,0.55625,1,1,1,0.428571,0.466667,5.0884,0.0710011,0.10717,1,0.189169,5,5,1,0.15,0.1,0.7,0.5,0.3,0.3
0,3,0.425,0.625,1,1.33333,1,0.428571,0.272727,3.41687,0.067588,0.10717,1,0.192375,5,5,1,1.8,1.2,0.2,1.5,0.9,0.9
1,3,0.225,0.3875,1,0.5,1,0.25,-0.10303,0.209906,0.0500721,0.104658,1,0.0548594,5,5,1,0.1,0.0666667,0.8,0.833333,0.5,0.2
0,3,0.5,0.625,1,0.333333,1,0.25,0.381818,0.049951,0.0099271,0.10717,1,0.182157,5,5,1,0.65,0.433333,0.3,0.833333,0.5,0.7
1,3,0.425,0.58125,1,0.666667,1,0.666667,0.6,0.387114,0.0200641,0.10717,1,0.113111,5,5,1,0.2,0.133333,0.7,0.5,0.3,0.4
1,3,0.775,1.00625,1,0.833333,1,0.428571,0.466667,4.09252,0.0346046,0.10717,1,0.197934,5,5,1,0.05,0.0333333,0.9,0.666667,0.4,0.2
1,3,0.475,0.7625,1,0.833333,1,0.428571,0.660606,2.62407,0.0322271,0.106306,1,0.114078,5,5,1,0.15,0.1,0.8,0.833333,0.5,0.3
1,3,0.2,0.34375,1,0.666667,0.2,1,1,0.653271,0.0255126,0.504065,0.4,0.0663636,5,5,0.2,0,0,0.2,0.333333,1,0.5
1,3,0.45,0.6,1,0.666667,1,0.25,0.0787879,5.27094,0.00167786,0.105442,1,0.193167,5,5,1,0.15,0.1,0.7,0.166667,0.1,0.3
1,3,0.45,0.69375,1,0.833333,1,0.666667,0.733333,3.40116,0.0433721,0.10717,1,0.113512,5,5,1,0.25,0.166667,0.6,0.666667,0.4,0.3
0,3,0.25,0.35625,1,0.5,1,0.666667,0.830303,1.71317,0.00792119,0.106306,1,0.0722967,5,5,1,0.35,0.233333,0.6,1,0.6,0.4
0,3,0.35,0.50625,1,0.666667,1,0.666667,0.684848,0.18228,0.0174019,0.105469,1,0.0912633,5,5,1,0.25,0.166667,0.6,0.833333,0.5,0.4
1,3,0.475,0.7875,1,1,1,0.666667,0.672727,1.15061,0.188803,0.106306,1,0.187936,5,5,1,0.8,0.533333,0.4,1.33333,0.8,0.7
1,3,0.625,0.74375,1,0.833333,1,0.25,0.357576,0.613858,0.0214301,0.10717,1,0.145978,5,5,1,0.75,0.5,0.5,1.16667,0.7,0.6
1,3,0.325,0.4625,1,1,1,0.25,0.127273,0.0649192,0.00830839,0.106306,1,0.0942224,5,5,1,0.45,0.3,0.5,1.16667,0.7,0.6
0,3,0.4,0.43125,1,0.5,1,0.25,0.163636,10.671,0.0616781,0.106306,1,0.161166,5,5,1,0.3,0.2,0.7,0.833333,0.5,0.4
1,3,0.2,0.2875,1,0.833333,1,0.666667,0.745455,0.507259,0.062254,0.10717,1,0.0840337,5,5,1,1.1,0.733333,0.3,0.5,0.3,0.7
0,3,0.375,0.54375,1,0.666667,1,0.666667,0.466667,1.72081,0.0263901,0.106306,1,0.0943403,5,5,1,1.4,0.933333,0.3,1.33333,0.8,0.8
0,3,0.425,0.61875,1,0.833333,1,0.428571,0.442424,0.405114,0.0940649,0.106306,1,0.11178,5,5,1,0.55,0.366667,0.5,1.16667,0.7,0.6
1,3,0.3,0.43125,1,0.666667,1,0.25,0.127273,2.97456,0.0463752,0.106306,1,0.0979284,5,5,1,0.35,0.233333,0.6,0.5,0.3,0.5
1,3,0.4,0.5,0,1.16667,1,0.428571,0.660606,6.98976,0.153571,0.10717,1,0.142579,5,5,1,0.05,0.0333333,0.9,0.5,0.3,0.2
1,3,0.375,0.5375,1,0.666667,1,0.25,0.139394,3.84179,0.0391662,0.10717,1,0.120225,5,5,1,0.25,0.166667,0.6,0.833333,0.5,0.3
1,3,0.6,0.925,1,0.833333,1,0.428571,0.2,5.26743,0.0128926,0.103794,1,0.152815,5,5,1,1.5,1,0.2,1.5,0.9,0.9
0,3,0.35,0.54375,1,0.833333,1,0.428571,-0.10303,0.134357,0.0541106,0.104658,1,0.10856,5,5,1,0.2,0.133333,0.7,0.5,0.3,0.3
1,3,0.625,0.8875,1,1.5,1,0.666667,0.951515,7.46224,0.0526479,0.10717,1,0.177694,5,5,1,0.85,0.566667,0.4,1.33333,0.8,0.7
0,3,0.425,0.60625,1,1.16667,1,0.428571,0.381818,8.82473,0.111738,0.10717,1,0.0950881,5,5,1,0.05,0.0333333,0.9,0.5,0.3,0.2
1,3,0.55,0.7375,1,0.666667,1,0.428571,0.454545,4.04619,0.026052,0.104605,1,0.131842,5,5,1,0.15,0.1,0.7,0.333333,0.2,0.2
1,3,0.55,0.7125,1,0.666667,1,0.666667,0.636364,1.15267,0.018012,0.106306,1,0.184054,5,5,1,0.2,0.133333,0.7,0.833333,0.5,0.4
0,3,0.575,0.85,1,0.833333,1,1,0.915152,4.52233,0.0847157,0.10717,1,0.122475,5,5,1,0.2,0.133333,0.7,0.5,0.3,0.3
0,3,0.725,0.95,1,0.833333,1,0.25,0.151515,2.78373,0.0663756,0.106306,1,0.147662,5,5,1,0.25,0.166667,0.6,0.5,0.3,0.4
1,3,0.325,0.4375,1,0.666667,1,0.25,0.0545455,0.673263,0.0114614,0.104605,1,0.0706801,5,5,1,0.25,0.166667,0.6,1,0.6,0.4
0,3,0.3,0.4625,1,0.333333,1,0.428571,-0.0909091,0.321354,0.000557683,0.104605,1,0.0981001,5,5,1,0.15,0.1,0.7,0.833333,0.5,0.3
0,3,0.4,0.5625,1,0.666667,1,0.428571,0.115152,0.0660682,0.00346486,0.105442,1,0.10522,5,5,1,0.15,0.1,0.7,1,0.6,0.3
0,3,0.375,0.51875,1,0.833333,1,0.25,-0.139394,0.420427,0.00803432,0.102957,1,0.136004,5,5,1,0.4,0.266667,0.5,1.16667,0.7,0.6
0,3,0.35,0.48125,1,0.833333,1,0.666667,0.672727,2.35907,0.0442759,0.10717,1,0.139476,5,5,1,0.25,0.166667,0.6,0.833333,0.5,0.3
1,3,0.275,0.50625,1,1,1,0.666667,0.69697,6.89793,0.0174467,0.106306,1,0.080051,5,5,1,0,0,1,0.333333,0.2,0.1
0,3,0.35,0.475,1,0.333333,1,0.25,-0.0787879,2.42064,0.00772099,0.10717,1,0.11898,5,5,1,0.05,0.0333333,0.9,0.333333,0.2,0.2
0,3,0.225,0.31875,1,0.666667,1,0.666667,0.854545,0.203053,0.0562379,0.106306,1,0.0930378,5,5,1,0.25,0.166667,0.7,0.666667,0.4,0.4
1,3,0.65,0.90625,1,0.5,1,0.428571,0.442424,5.55904,0.0969844,0.106306,1,0.126048,5,5,1,0.3,0.2,0.7,0.833333,0.5,0.4
1,3,0.35,0.49375,1,0.666667,1,0.666667,0.660606,1.2397,0.0998455,0.10717,1,0.120574,5,5,1,0.2,0.133333,0.6,1,0.6,0.4
1,3,0.25,0.4,1,1.16667,1,0.428571,0.430303,2.04408,0.113977,0.106306,1,0.0872685,5,5,1,1.4,0.933333,0.3,1.5,0.9,0.8
0,3,0.525,0.7125,1,1,1,0.428571,-0.10303,2.00474,0.0035235,0.104658,1,0.143176,5,5,1,0.55,0.366667,0.5,1.16667,0.7,0.6
1,3,0.275,0.43125,1,0.833333,1,0.25,0.284848,1.0005,0.0246265,0.105469,1,0.0706105,5,5,1,0.1,0.0666667,0.8,0.5,0.3,0.2
0,3,0.25,0.4,1,0.666667,1,0.428571,0.127273,1.0189,0.0282675,0.105469,1,0.11353,5,5,1,0.1,0.0666667,0.8,0.666667,0.4,0.2
1,3,0.225,0.275,1,0.833333,1,0.428571,0.163636,2.42695,0.00726624,0.106306,1,0.0730132,5,5,1,0.05,0.0333333,0.9,0.333333,0.2,0.2
1,3,0.75,0.85,1,0.833333,1,0.428571,0.551515,3.70757,0.0451433,0.10717,1,0.129466,5,5,1,0.3,0.2,0.5,1.16667,0.7,0.5
0,3,0.25,0.3,1,0.166667,1,0.666667,0.6,6.7029,0.0465354,0.105469,1,0.167593,5,5,1,0,0,1,0.166667,0.1,0.1
1,3,0.35,0.55625,1,0.666667,1,1,0.866667,2.73704,0.0872875,0.10717,1,0.170701,5,5,1,0.2,0.133333,0.7,1,0.6,0.3
1,3,0.375,0.5875,1,0.666667,1,0.428571,0.381818,0.863447,0.0622979,0.10717,1,0.122467,5,5,1,0.25,0.166667,0.6,0.833333,0.5,0.3
0,3,0.275,0.4625,1,1.16667,1,0.428571,0.878788,0.621458,0.0632588,0.10717,1,0.113177,5,5,1,0.35,0.233333,0.6,0.833333,0.5,0.4
1,3,0.475,0.675,1,1.33333,1,0.666667,0.648485,1.72784,0.0683951,0.106306,1,0.146015,5,5,1,0.55,0.366667,0.5,1,0.6,0.6
0,4,0.225,0.28125,1,0.666667,1,0.428571,0.0545455,2.16158,0.00559653,0.105469,1,0.0780912,5,5,1,0.55,0.366667,0.5,1,0.6,0.5
1,4,0.45,0.7,1,0.5,1,0.428571,-0.030303,7.97808,0.0120272,0.103873,1,0.166249,5,5,1,0.85,0.566667,0.4,1.16667,0.7,0.7
1,4,0.375,0.48125,1,0.333333,1,0.25,-0.030303,0.389318,0.0165752,0.106306,1,0.20222,5,5,1,0.15,0.1,0.8,0.666667,0.4,0.3
1,4,0.375,0.4875,1,0.5,1,0.666667,0.721212,0.898899,0.0325155,0.106306,1,0.154513,5,5,1,0.2,0.133333,0.6,1.16667,0.7,0.3
1,4,0.75,1.10625,0,1,1,0.666667,0.781818,4.14369,0.0491399,0.10717,1,0.164228,5,5,1,0.55,0.366667,0.4,1.33333,0.8,0.7
