y,batch,x_bm25,x_dense,x_rrf,x_rank_sp,x_rank_de,x_q_overlap,x_title_seed,x_title_deg,x_slot
0,348,0.750311,-0.217407,0.308919,0.333333,0.142857,0.08,1,0.833333,1
0,349,-0.372644,-0.612629,-0.458632,0.166667,0.166667,0.111111,1,0.333333,0.1
0,349,-0.40194,0.956212,0.324129,0.142857,0.333333,0.0789474,1,0.166667,0.2
0,349,-0.633316,-0.944704,-1.867,0.125,0.125,0.181818,0,0,0.3
1,349,0.7398,-1.14668,-0.686654,0.333333,0.1,0.138462,1,0.166667,0.4
0,349,-1.03408,1.96163,0.135719,0.1,1,0.0967742,1,0.333333,0.5
0,349,-1.03231,0.983624,0.0450622,0.111111,0.5,0.0659341,1,0.333333,0.6
0,349,-0.175058,0.0799252,0.657907,0.25,0.2,0.0909091,0,0,0.7
1,349,2.42152,0.42203,2.25205,1,0.25,0.0857143,0,0,0.8
0,349,0.792965,-1.02142,0.0450622,0.5,0.111111,0.176471,1,0,0.9
0,349,-0.304937,-0.677984,-0.447637,0.2,0.142857,0.137255,0,0,1
0,350,-0.511798,0.853562,0.391576,0.125,0.5,0.15625,0,0.166667,0.1
0,350,-0.113095,-0.127951,0.698841,0.333333,0.166667,0.244898,1,0.666667,0.2
0,350,-0.168238,0.218533,1.0642,0.25,0.25,0.218182,1,0.666667,0.3
0,350,-0.176742,-0.826222,-0.814718,0.2,0.125,0.104167,1,0.333333,0.4
0,350,-1.00454,2.11443,0.139178,0.1,1,0.0860215,0,0,0.5
1,350,0.719552,-0.105576,1.49143,0.5,0.2,0.229167,0,0,0.6
0,350,-0.419895,-1.274,-1.87331,0.166667,0.1,0.164179,1,0.833333,0.7
0,350,-0.477743,-0.422651,-1.20322,0.142857,0.142857,0.146667,1,0.5,0.8
0,350,-0.569604,0.821388,-0.368652,0.111111,0.333333,0.195652,1,0.666667,0.9
1,350,2.72211,-1.25151,0.474675,1,0.111111,0.405405,1,0.5,1
1,351,1.63795,1.81091,2.21178,1,1,0.0430108,1,0,0.1
0,351,-0.877453,0.0112215,-0.285627,0.142857,0.2,0.0888889,1,0.5,0.2
0,351,-0.999576,-1.44872,-1.62108,0.111111,0.111111,0.0857143,1,0.5,0.3
0,351,-0.725662,-1.71181,-1.16561,0.166667,0.1,0.190476,0,0.333333,0.4
1,351,-1.13341,1.10526,-0.180001,0.1,0.5,0.0689655,1,0.5,0.5
0,351,0.688951,0.178785,0.91224,0.333333,0.25,0.0595238,0,0,0.6
0,351,0.348087,-0.165026,-0.285627,0.2,0.142857,0.0657895,0,0,0.7
0,351,1.332,-0.331565,0.243647,0.5,0.125,0.148148,0,0,0.8
0,351,0.680069,0.00263895,0.184764,0.25,0.166667,0.08,1,0.833333,0.9
0,351,-0.950953,0.548306,-0.0144897,0.125,0.333333,0.0655738,0,0.333333,1
0,352,0.862268,0.774082,1.07851,0.333333,0.25,0.1,0,0,0.1
1,352,1.61268,-0.933566,0.288055,0.5,0.125,0.129032,1,0.333333,0.2
0,352,-0.644168,0.211592,-0.337686,0.142857,0.2,0.0649351,0,0,0.3
0,352,-0.582368,-0.362438,-0.337686,0.2,0.142857,0.0925926,0,0,0.4
0,352,-0.647831,1.51968,0.603247,0.125,1,0.0505051,0,0,0.5
1,352,-0.733321,-1.54478,-2.41015,0.1,0.1,0.222222,1,0.333333,0.6
0,352,-0.544272,-1.31533,-0.56684,0.25,0.111111,0.0862069,0,0,0.7
0,352,-0.602152,0.999048,0.819274,0.166667,0.5,0.0568182,0,0,0.8
0,352,1.95625,-0.27282,1.13447,1,0.166667,0.1875,1,0.333333,0.9
0,352,-0.677091,0.92453,-0.271192,0.111111,0.333333,0.0526316,0,0,1
0,353,-1.09184,-0.0292559,-1.54906,0.1,0.142857,0.041958,0,0,0.1
0,353,0.163575,0.538781,0.73602,0.25,0.25,0.0744681,0,0,0.2
0,353,-0.404767,0.593801,0.48333,0.166667,0.333333,0.12766,0,0,0.3
0,353,-0.521851,-0.242489,-1.07816,0.142857,0.125,0.0786517,0,0,0.4
0,353,0.131425,-0.751024,-0.802333,0.2,0.111111,0.0813953,0,0,0.5
1,353,2.61841,-2.54042,0.0962575,1,0.1,0.125,0,0,0.6
0,353,0.233314,0.670689,1.57887,0.333333,0.5,0.056,0,0,0.7
0,353,-0.879994,0.0216016,-1.06358,0.111111,0.166667,0.0581395,0,0,0.8
0,353,-0.677296,1.26824,0.567154,0.125,1,0.125,0,0,0.9
1,353,0.429014,0.470072,1.0315,0.5,0.2,0.131579,1,0,1
0,354,-0.15032,-0.552327,0.683989,0.5,0.142857,0.115385,1,0.5,0.1
1,354,-0.835051,2.11641,0.127395,0.1,1,0.115385,1,0.5,0.2
0,354,-0.200222,-0.368368,0.271803,0.25,0.166667,0.12766,1,0.333333,0.3
0,354,-0.287559,-0.317991,-0.420181,0.142857,0.2,0.105263,1,0.5,0.4
0,354,-0.200422,-0.771324,-0.745745,0.2,0.125,0.101695,0,0,0.5
0,354,-0.17381,-1.24118,-0.644538,0.333333,0.1,0.171429,1,0.5,0.6
0,354,-0.554393,1.03955,0.0422983,0.111111,0.5,0.0617284,0,0,0.7
0,354,-0.233416,-1.03141,-1.40762,0.166667,0.111111,0.171429,1,0.5,0.8
1,354,2.93824,0.742677,2.48179,1,0.333333,0.125,1,0.333333,0.9
0,354,-0.303049,0.383965,-0.38919,0.125,0.25,0.111111,1,0.5,1
0,355,-0.553896,0.409759,-0.813357,0.125,0.166667,0.0833333,0,0,0.1
0,355,-1.275,0.798252,-0.251455,0.111111,0.333333,0.0652174,0,0,0.2
1,355,-0.45365,0.8576,0.759647,0.166667,0.5,0.0543478,1,0.5,0.3
0,355,1.26653,0.955004,2.13235,0.5,1,0.0909091,0,0.166667,0.4
1,355,1.7834,-2.11946,0.0949318,1,0.1,0.172414,1,0.166667,0.5
0,355,-0.507816,0.475788,-0.313109,0.142857,0.2,0.0588235,1,0.5,0.6
0,355,-0.138582,-1.16492,-0.791283,0.2,0.111111,0.0442478,1,0.5,0.7
0,355,-1.32425,0.111702,-1.52772,0.1,0.142857,0.136364,1,0.5,0.8
0,355,0.200057,-1.00061,-0.290015,0.25,0.125,0.0526316,1,0.166667,0.9
0,355,1.00321,0.676881,1.00001,0.333333,0.25,0.0641026,0,0.166667,1
0,356,-0.591612,-0.386627,-1.41178,0.125,0.142857,0.0625,1,0.833333,0.1
1,356,2.66027,-0.488245,0.429877,1,0.111111,0.126316,1,0.833333,0.2
0,356,-0.296652,-0.353001,-0.0838518,0.2,0.166667,0.0927835,0,0,0.3
0,356,0.344409,-1.638,-0.637695,0.333333,0.1,0.1,1,0.5,0.4
0,356,-0.836158,-0.351422,-1.0506,0.111111,0.2,0.0879121,1,0.5,0.5
0,356,-0.944423,2.36535,0.126042,0.1,1,0.175,1,0.833333,0.6
1,356,-0.550726,0.913832,0.676728,0.142857,0.5,0.0945946,1,0,0.7
0,356,0.206749,0.236219,1.32774,0.25,0.333333,0.107527,1,0.833333,0.8
0,356,-0.459149,-0.423632,-1.07991,0.166667,0.125,0.0775194,1,1.16667,0.9
0,356,0.467288,0.12553,1.70345,0.5,0.25,0.0852713,1,1.16667,1
1,357,2.32532,-2.26714,0.109513,1,0.1,0.211538,1,0,0.1
0,357,-1.18185,0.303245,-1.17681,0.1,0.2,0.0641026,1,0.333333,0.2
0,357,0.981457,-0.737136,0.308115,0.5,0.125,0.121951,1,0,0.3
1,357,-0.101949,0.162288,-0.361202,0.2,0.142857,0.101695,1,0.166667,0.4
0,357,-0.900349,0.910227,0.036361,0.111111,0.5,0.0909091,0,0,0.5
0,357,0.407768,1.03709,2.13343,0.333333,1,0.0895522,1,0.166667,0.6
0,357,-0.62555,-1.09197,-1.49839,0.142857,0.111111,0.048,1,0.333333,0.7
0,357,-0.884829,0.703145,-0.334561,0.125,0.25,0.0582524,0,0,0.8
0,357,0.178574,0.742192,1.15361,0.25,0.333333,0.0786517,0,0,0.9
0,357,-0.198591,0.238064,-0.370074,0.166667,0.166667,0.104478,1,0.333333,1
1,358,2.22633,-2.40438,0.117773,1,0.1,0.171053,1,0.166667,0.1
0,358,-0.611842,-0.485542,-1.31915,0.142857,0.125,0.0462428,0,0,0.2
0,358,-0.496557,0.276675,-0.0783505,0.166667,0.2,0.0869565,1,0.166667,0.3
0,358,0.414075,0.969375,1.59169,0.25,0.5,0.103448,1,0.333333,0.4
0,358,0.596582,-0.54052,-0.311956,0.333333,0.111111,0.0697674,1,0,0.5
1,358,0.771618,-0.429971,0.632329,0.5,0.142857,0.0947368,1,0.166667,0.6
0,358,-0.886103,0.805217,-0.0197057,0.125,0.333333,0.12766,1,0.166667,0.7
0,358,0.205543,1.20662,1.62463,0.2,1,0.118421,0,0,0.8
0,358,-1.04289,-0.0181767,-1.30131,0.111111,0.166667,0.0704225,0,0,0.9
0,358,-1.17675,0.620712,-0.935947,0.1,0.25,0.0531915,0,0,1
0,359,0.567237,-0.519306,-0.27783,0.25,0.125,0.0927835,1,0.5,0.1
0,359,-0.229891,-1.11901,-1.00486,0.166667,0.111111,0.0989011,0,0,0.2
0,359,1.739,2.30002,2.32273,1,1,0.125,1,0.166667,0.3
0,359,0.827843,-1.40912,-0.460115,0.333333,0.1,0.155172,0,0,0.4
0,359,-1.13606,0.361995,-0.0152166,0.125,0.333333,0.112903,1,0.5,0.5
1,359,0.0838656,0.84078,0.974552,0.2,0.5,0.07,1,0,0.6
0,359,-1.25563,0.358553,-0.503504,0.111111,0.25,0.0958904,1,0.5,0.7
0,359,-0.449196,-0.33442,-0.786227,0.142857,0.142857,0.123288,1,0.5,0.8
0,359,-1.26293,-0.1722,-0.977263,0.1,0.2,0.075,0,0,0.9
1,359,1.11576,-0.307292,0.727731,0.5,0.166667,0.169231,1,0.166667,1
0,360,-1.11413,0.803948,-0.244234,0.1,0.5,0.08,0,0,0.1
0,360,0.0959139,0.830511,2.28907,0.333333,1,0.126761,0,0,0.2
1,360,2.07417,-0.875022,0.400749,1,0.111111,0.2,0,0,0.3
0,360,-0.170938,0.677793,0.569597,0.25,0.2,0.0598291,0,0,0.4
0,360,-0.439285,0.0349996,-0.387552,0.2,0.142857,0.15,1,0.333333,0.5
0,360,-0.632359,-0.851446,-1.90798,0.111111,0.125,0.2,1,0,0.6
0,360,-0.481147,0.78714,0.280622,0.142857,0.333333,0.0909091,0,0,0.7
1,360,1.73421,-2.34187,-0.244234,0.5,0.1,0.282051,1,0.333333,0.8
0,360,-0.627145,0.760722,-0.358967,0.125,0.25,0.084507,0,0,0.9
0,360,-0.439285,0.173227,-0.397071,0.166667,0.166667,0.146341,1,0.333333,1
0,361,-0.463758,-1.29941,-1.22935,0.166667,0.111111,0.0724638,1,0.5,0.1
0,361,-0.67809,-0.0962688,-0.953258,0.125,0.166667,0.0666667,1,0.333333,0.2
0,361,-0.354398,0.556567,0.539341,0.25,0.2,0.0458716,0,0,0.3
0,361,-0.443137,-1.57784,-1.19559,0.2,0.1,0.0505051,1,0.5,0.4
1,361,-0.812924,1.76669,0.111261,0.1,1,0.0641026,1,0.333333,0.5
0,361,0.588497,0.684344,1.49331,0.333333,0.333333,0.0892857,0,0,0.6
0,361,1.24531,0.594203,1.50367,0.5,0.25,0.0923077,1,0.333333,0.7
0,361,-0.638507,-0.445671,-0.961875,0.142857,0.142857,0.0714286,0,0,0.8
1,361,2.33178,-0.911373,0.655552,1,0.125,0.0875,1,0.333333,0.9
0,361,-0.774778,0.728757,0.0369413,0.111111,0.5,0.05,0,0,1
0,362,-0.693123,-1.34587,-1.99905,0.111111,0.1,0.134615,1,1,0.1
0,362,-0.477865,1.38298,0.799209,0.142857,1,0.0695652,1,1.16667,0.2
1,362,2.69265,0.225181,1.04831,1,0.166667,0.266667,1,0.166667,0.3
0,362,0.318817,0.712214,0.996603,0.333333,0.25,0.116279,0,0,0.4
0,362,-0.465942,1.10954,0.757056,0.166667,0.5,0.064,1,1.16667,0.5
0,362,-0.676141,-1.22351,-1.53623,0.125,0.111111,0.116667,1,1,0.6
0,362,-0.364982,0.377455,0.193827,0.2,0.2,0.121212,1,1.33333,0.7
1,362,0.715653,-1.05809,0.266179,0.5,0.125,0.115385,1,1,0.8
0,362,-0.338418,-1.01509,-0.0472509,0.25,0.142857,0.091954,1,1,0.9
0,362,-0.710654,0.835189,-0.478656,0.1,0.333333,0.0823529,1,0.5,1
0,363,-1.16223,1.77091,0.188326,0.1,1,0.0483871,0,0,0.1
0,363,-0.869467,0.386896,-1.04266,0.111111,0.25,0.097561,1,0.333333,0.2
1,363,-0.485995,1.22543,1.50699,0.166667,0.5,0.0645161,1,0,0.3
0,363,-0.0264744,-0.193857,-0.125287,0.2,0.166667,0.0520833,0,0,0.4
0,363,-0.694903,-0.674612,-2.1094,0.142857,0.125,0.0769231,1,0.5,0.5
0,363,0.355432,-0.802228,-0.498837,0.333333,0.111111,0.0729167,0,0,0.6
0,363,-0.752141,0.694069,-0.0315106,0.125,0.333333,0.0943396,0,0.166667,0.7
1,363,2.11226,-1.79783,0.188326,1,0.1,0.132075,1,0.333333,0.8
0,363,0.106316,-0.00688103,0.91292,0.25,0.2,0.0689655,0,0,0.9
0,363,1.41721,-0.601906,1.01113,0.5,0.142857,0.0522388,0,0,1
0,364,-1.49516,-0.0874495,-1.74563,0.1,0.142857,0.049505,0,0,0.1
0,364,-0.192854,-0.403498,-0.904149,0.2,0.111111,0.0638298,1,0.166667,0.2
0,364,2.20849,-0.0652711,1.20194,1,0.166667,0.1125,0,0,0.3
0,364,0.161583,-0.0907798,-0.0181496,0.333333,0.125,0.115385,1,0.333333,0.4
0,364,-0.323585,0.29227,0.544665,0.166667,0.333333,0.0941176,1,0.5,0.5
0,364,-0.370048,0.0188415,-0.634977,0.125,0.2,0.0952381,1,0.5,0.6
1,364,0.0997512,1.83275,1.79993,0.25,1,0.0679612,0,0,0.7
0,364,-0.984694,0.0932212,-0.600554,0.111111,0.25,0.0933333,1,0.5,0.8
1,364,1.22307,-2.39182,-0.225466,0.5,0.1,0.163636,1,0.5,0.9
0,364,-0.32656,0.801739,0.582395,0.142857,0.5,0.115942,0,0.166667,1
0,365,-0.69271,-0.735388,-1.13286,0.111111,0.125,0.242424,1,0.5,0.1
1,365,0.797183,1.71099,1.5671,0.5,1,0.103896,1,0.166667,0.2
0,365,-0.63591,-1.23926,-1.12275,0.142857,0.1,0.32,0,0,0.3
0,365,-0.390412,0.651547,0.350315,0.166667,0.333333,0.0967742,1,0.333333,0.4
0,365,-0.234925,0.161437,0.338199,0.2,0.25,0.173077,1,0.333333,0.5
0,365,-0.180439,-0.110682,0.338199,0.25,0.2,0.109589,0,0,0.6
1,365,0.133881,-0.715741,0.16662,0.333333,0.142857,0.169811,0,0,0.7
0,365,-0.795389,-0.146644,-0.939054,0.1,0.166667,0.25,0,0,0.8
0,365,-0.672777,-1.18627,-1.13286,0.125,0.111111,0.258065,0,0,0.9
0,365,2.6715,1.61,1.5671,1,0.5,0.105263,1,0,1
1,366,1.56059,0.318171,1.82114,0.5,0.2,0.172414,1,0,0.1
0,366,-0.11821,-0.489234,-0.0848771,0.25,0.142857,0.135135,1,0.166667,0.2
0,366,-1.0528,1.03066,-0.353239,0.1,0.5,0.123077,0,0,0.3
0,366,-0.678211,1.19944,1.43563,0.142857,1,0.0947368,0,0,0.4
0,366,-0.61241,0.946553,0.362586,0.166667,0.25,0.160714,1,0.166667,0.5
1,366,1.73554,-1.83011,0.169945,1,0.1,0.375,0,0.166667,0.6
0,366,-0.726637,-0.29253,-1.45605,0.125,0.166667,0.123288,1,0.166667,0.7
0,366,-0.972931,0.962913,-0.450149,0.111111,0.333333,0.0909091,0,0,0.8
0,366,-0.178325,-1.23665,-1.41654,0.2,0.111111,0.222222,0,0,0.9
0,366,1.0434,-0.609213,-0.028435,0.333333,0.125,0.114583,0,0,1
1,367,2.56739,2.16206,2.04108,1,1,0.108696,1,0,0.1
0,367,-0.883765,0.473477,-0.404323,0.1,0.333333,0.078125,0,0,0.2
0,367,0.714059,-0.454233,0.224843,0.5,0.125,0.0816327,0,0,0.3
0,367,-0.462794,-1.32925,-0.66612,0.2,0.111111,0.0357143,1,0,0.4
0,367,-0.668165,-1.39835,-1.4903,0.125,0.1,0.111111,0,0,0.5
0,367,-0.801373,-0.267159,-0.883012,0.111111,0.166667,0.0806452,0,0,0.6
0,367,-0.611143,-0.0155099,-0.263583,0.142857,0.2,0.0740741,0,0,0.7
0,367,-0.489178,-0.391779,-0.480474,0.166667,0.142857,0.111111,0,0,0.8
0,367,0.331108,0.292183,0.841836,0.333333,0.25,0.118644,0,0,0.9
1,367,0.303858,0.928555,1.08005,0.25,0.5,0.0875,0,0,1
0,368,-0.392068,0.104265,-0.829226,0.142857,0.142857,0.08,0,0,0.1
0,368,-0.313533,0.187244,0.464963,0.25,0.2,0.07,0,0,0.2
0,368,-0.304609,0.555191,1.57328,0.333333,0.5,0.137931,0,0,0.3
0,368,-0.523454,0.0907653,-1.7887,0.1,0.125,0.0862069,1,0.5,0.4
1,368,-0.426166,1.35921,0.327132,0.111111,1,0.117647,1,0.166667,0.5
0,368,-0.337785,0.116044,-0.324129,0.166667,0.166667,0.0603448,1,0.5,0.6
1,368,2.9671,-2.76562,0.095917,1,0.1,0.372881,1,0.666667,0.7
0,368,0.0691784,0.261791,1.57328,0.5,0.333333,0.144928,1,0,0.8
0,368,-0.323383,-0.120778,-0.799495,0.2,0.111111,0.104478,1,0.5,0.9
0,368,-0.415276,0.211894,-0.293025,0.125,0.25,0.0659341,0,0,1
0,369,-0.184174,-0.763467,-0.843416,0.2,0.111111,0.0862069,0,0,0.1
0,369,-0.881562,0.402257,-0.560214,0.111111,0.25,0.0430108,0,0,0.2
0,369,-0.413252,1.58343,0.596195,0.125,1,0.0535714,0,0,0.3
0,369,-0.171192,0.811787,1.36752,0.25,0.5,0.0533333,0,0,0.4
0,369,-0.958738,0.0955889,-1.36195,0.1,0.166667,0.0327869,0,0,0.5
1,369,-0.201932,-0.731012,-0.866945,0.166667,0.125,0.15,1,0.166667,0.6
0,369,0.38696,0.703011,1.65971,0.5,0.333333,0.0735294,1,0,0.7
0,369,-0.279036,-0.119022,-0.874781,0.142857,0.142857,0.0520833,0,0,0.8
1,369,2.79167,-2.23061,0.101186,1,0.1,0.266667,1,0.166667,0.9
0,369,-0.088742,0.24804,0.782699,0.333333,0.2,0.0895522,0,0,1
0,370,-0.214952,-0.391722,-0.322867,0.2,0.142857,0.0606061,0,0,0.1
1,370,0.351361,2.4263,1.62433,0.25,1,0.08,1,0,0.2
0,370,1.96777,-0.0371424,1.35036,1,0.2,0.108696,1,0.166667,0.3
0,370,0.588443,-1.25436,-0.495263,0.333333,0.1,0.0877193,0,0,0.4
0,370,-0.416202,-1.22513,-1.08162,0.166667,0.111111,0.138889,0,0,0.5
0,370,1.35883,0.0251773,1.32297,0.5,0.25,0.0754717,1,0.166667,0.6
0,370,-1.27187,0.618626,-0.20347,0.1,0.5,0.0714286,0,0,0.7
0,370,-0.722408,-0.453998,-1.34661,0.125,0.125,0.0581395,0,0,0.8
1,370,-0.589799,-0.208677,-0.588542,0.142857,0.166667,0.0930233,1,0.333333,0.9
0,370,-1.05117,0.500925,-0.259291,0.111111,0.333333,0.0545455,0,0,1
0,371,-0.698002,-1.22016,-1.12323,0.125,0.111111,0.0555556,1,1.16667,0.1
0,371,0.100216,1.2487,0.934874,0.25,0.5,0.08,1,0.666667,0.2
0,371,0.26063,0.947115,0.928431,0.333333,0.333333,0.106383,1,0.333333,0.3
0,371,-0.665289,-0.593397,-0.415891,0.166667,0.142857,0.0454545,1,1,0.4
0,371,-0.712366,-0.128622,-0.743332,0.1,0.2,0.0769231,1,1,0.5
0,371,0.39164,-0.346218,0.553532,0.5,0.166667,0.0714286,1,1.16667,0.6
1,371,-0.0276383,0.522021,0.335324,0.2,0.25,0.121951,1,1.33333,0.7
0,371,-0.700972,-1.38198,-1.46163,0.111111,0.1,0.0634921,1,1,0.8
0,371,-0.667381,-0.734172,-0.774802,0.142857,0.125,0.056338,1,1,0.9
1,371,2.71916,1.68671,1.76673,1,1,0.0736842,1,0,1
0,372,-0.486279,0.985078,1.53539,0.142857,0.5,0.135802,1,1,0.1
0,372,-0.46912,0.66674,0.610133,0.166667,0.25,0.107843,1,0.666667,0.2
0,372,-0.751695,1.27018,0.285971,0.1,1,0.12,1,0.666667,0.3
0,372,-0.616652,0.431695,-1.67402,0.125,0.2,0.12987,1,0.833333,0.4
0,372,-0.63589,0.706765,-0.757478,0.111111,0.333333,0.176471,1,0.333333,0.5
0,372,-0.39953,0.360647,-0.190247,0.2,0.166667,0.140845,0,0.5,0.6
1,372,2.81657,-1.65124,0.285971,1,0.1,0.24,1,0,0.7
0,372,0.223897,-0.166227,1.53539,0.5,0.142857,0.2,0,0,0.8
0,372,0.168702,-1.3795,-0.757478,0.333333,0.111111,0.115702,1,0.666667,0.9
1,372,0.149992,-1.22414,-0.873638,0.25,0.125,0.164384,0,0,1
1,373,2.73074,-2.21473,0.0999229,1,0.1,0.152542,1,0.166667,0.1
0,373,-0.814403,0.0171711,-1.10408,0.111111,0.166667,0.0491803,0,0,0.2
0,373,0.358284,-0.453551,0.238639,0.333333,0.142857,0.130435,0,0,0.3
0,373,-0.949501,-0.617908,-2.11136,0.1,0.111111,0.15,1,0.166667,0.4
0,373,-0.31892,0.750174,0.501735,0.166667,0.333333,0.0606061,0,0,0.5
1,373,-0.223167,1.58586,1.3784,0.2,1,0.0666667,1,0,0.6
0,373,-0.360088,0.0222189,-0.329571,0.142857,0.2,0.08,0,0,0.7
0,373,0.387913,0.327386,1.35044,0.5,0.25,0.138889,0,0,0.8
0,373,-0.193881,-0.467136,-0.305263,0.25,0.125,0.111111,0,0,0.9
0,373,-0.616974,1.05052,0.281133,0.125,0.5,0.0555556,0,0,1
0,374,-0.0755853,-0.294869,-0.040399,0.25,0.142857,0.0661157,0,0,0.1
1,374,2.62899,0.92152,1.81691,1,0.5,0.0857143,1,0,0.2
0,374,-0.737889,2.11165,0.275877,0.111111,1,0.121951,1,0.333333,0.3
1,374,-1.25945,-0.152226,-1.08875,0.1,0.166667,0.0625,1,0.666667,0.4
0,374,-0.360454,0.0468313,-0.266792,0.142857,0.2,0.0823529,1,0.333333,0.5
0,374,-0.500161,-0.32528,-1.11273,0.125,0.125,0.0864198,0,0,0.6
0,374,0.585292,0.521457,1.32678,0.5,0.333333,0.0806452,0,0,0.7
0,374,-0.358168,-1.50886,-1.08875,0.166667,0.1,0.048951,0,0,0.8
0,374,0.260179,0.0656729,0.852085,0.333333,0.25,0.134615,1,0.333333,0.9
0,374,-0.182751,-1.3859,-0.67423,0.2,0.111111,0.0967742,1,0.333333,1
1,375,2.33269,1.37535,2.38072,1,0.5,0.109589,0,0,0.1
0,375,-0.0384092,0.531315,0.513788,0.2,0.25,0.0852713,0,0.166667,0.2
1,375,0.322574,-1.61746,-0.8423,0.25,0.1,0.153846,1,1.16667,0.3
0,375,0.776795,-0.65649,0.298201,0.5,0.125,0.111111,1,1.16667,0.4
0,375,-0.819427,0.830973,-0.017734,0.125,0.333333,0.125,1,1.16667,0.5
0,375,0.690672,-0.622987,0.253127,0.333333,0.142857,0.116883,1,1.16667,0.6
0,375,-0.691011,-1.21704,-1.1711,0.166667,0.111111,0.119403,1,1.16667,0.7
0,375,-0.775998,-0.164007,-0.637235,0.142857,0.166667,0.0824742,1,1.33333,0.8
0,375,-0.95026,0.0609775,-1.13894,0.1,0.2,0.118644,1,1.16667,0.9
0,375,-0.847626,1.47937,0.361484,0.111111,1,0.111111,1,1.16667,1
0,376,0.112067,0.0634581,0.592709,0.333333,0.2,0.09375,0,0,0.1
0,376,-0.879246,-0.940757,-1.24422,0.125,0.111111,0.0754717,1,0.833333,0.2
0,376,-0.879246,-0.91497,-1.24422,0.111111,0.125,0.0754717,1,0.833333,0.3
0,376,-0.136682,0.807536,0.371442,0.2,0.25,0.0895522,1,0.833333,0.4
0,376,-0.879246,-0.80064,-1.23311,0.1,0.142857,0.0769231,1,0.833333,0.5
0,376,-0.636737,1.2557,0.411402,0.142857,0.5,0.0724638,1,0.833333,0.6
1,376,2.11751,1.4899,1.95703,1,1,0.0736842,1,0,0.7
0,376,0.0678728,-1.3325,-0.608939,0.25,0.1,0.15625,0,0,0.8
0,376,-0.476461,1.00442,0.384749,0.166667,0.333333,0.0704225,1,0.833333,0.9
1,376,1.59017,-0.63216,0.613154,0.5,0.166667,0.190476,0,0,1
0,377,-0.568134,0.306921,-0.364195,0.142857,0.2,0.0759494,0,0,0.1
1,377,1.8006,-0.81977,0.932787,1,0.142857,0.102564,1,0.166667,0.2
0,377,-0.713517,1.62394,0.650603,0.125,1,0.05,0,0,0.3
0,377,0.213679,1.0224,1.49232,0.25,0.5,0.0617284,1,0.166667,0.4
0,377,-0.0270055,0.963541,0.854127,0.2,0.333333,0.0598291,0,0,0.5
0,377,-1.24214,-0.899951,-1.79299,0.111111,0.125,0.0568182,1,0,0.6
0,377,0.663655,-0.903383,-0.292481,0.333333,0.111111,0.0609756,0,0,0.7
0,377,-1.29096,-0.109966,-1.48624,0.1,0.166667,0.0403226,0,0,0.8
0,377,-0.299111,0.476816,0.235588,0.166667,0.25,0.0789474,0,0,0.9
1,377,1.46294,-1.66055,-0.229514,0.5,0.1,0.155556,1,0,1
0,378,0.908328,0.013817,1.43141,0.5,0.166667,0.0818182,0,0,0.1
0,378,-0.630253,1.32149,0.610086,0.111111,1,0.0571429,0,0,0.2
0,378,-0.0577356,0.492022,1.36779,0.25,0.25,0.0875,0,0,0.3
0,378,-0.578217,-0.605624,-0.589995,0.2,0.142857,0.0722892,1,0.5,0.4
1,378,2.62937,-2.08111,0.178881,1,0.1,0.103093,1,0,0.5
0,378,-0.597156,0.480596,-0.589995,0.142857,0.2,0.0566038,1,0.333333,0.6
0,378,-0.58591,-0.86328,-1.9765,0.166667,0.111111,0.117647,0,0,0.7
0,378,0.173217,-0.688366,-0.0299302,0.333333,0.125,0.102941,0,0,0.8
0,378,-0.611846,0.97445,0.503281,0.125,0.5,0.0530973,1,0.333333,0.9
1,378,-0.649794,0.956002,-0.905024,0.1,0.333333,0.0491803,0,0.166667,1
0,379,-0.618995,-0.322747,-0.479155,0.142857,0.2,0.1,1,0.5,0.1
0,379,-0.792407,0.898449,-0.384804,0.111111,0.333333,0.0481928,1,0.333333,0.2
0,379,-0.62536,0.00752365,-0.443814,0.125,0.25,0.0869565,0,0,0.3
0,379,0.354145,1.29307,2.38288,0.333333,0.5,0.0470588,1,0.166667,0.4
1,379,0.93849,-1.63868,-0.301962,0.5,0.1,0.1,1,0.166667,0.5
0,379,0.041103,-0.433476,0.309952,0.25,0.166667,0.0967742,0,0,0.6
0,379,-0.291992,-0.500916,-0.479155,0.2,0.142857,0.0877193,1,0,0.7
0,379,-0.963736,1.89106,0.145275,0.1,1,0.0535714,0,0,0.8
1,379,2.50541,-0.557226,0.855969,1,0.125,0.212121,1,0.5,0.9
0,379,-0.546662,-0.637056,-1.60519,0.166667,0.111111,0.045977,0,0,1
1,380,-0.357119,-0.0373401,-0.465264,0.142857,0.2,0.0735294,1,0.166667,0.1
0,380,0.0320334,-1.40704,-1.8987,0.166667,0.1,0.0833333,0,0,0.2
0,380,-1.83908,0.246787,-1.12104,0.1,0.25,0.0769231,0,0,0.3
0,380,-0.481566,1.18702,0.396883,0.125,0.5,0.0909091,0,0,0.4
0,380,-0.961098,1.96648,0.481109,0.111111,1,0.0506329,0,0,0.5
1,380,2.15432,-0.240233,1.56307,1,0.166667,0.0877193,1,0.166667,0.6
0,380,0.579451,-0.326357,0.757378,0.5,0.142857,0.0862069,1,0.166667,0.7
0,380,0.327656,-0.9553,-0.430948,0.25,0.125,0.0895522,0,0,0.8
