y,batch,x_q_toks,x_q_chars,x_qmark,x_q_ents,x_n_cand,x_js_overlap,x_rank_corr,x_sparse_margin,x_dense_margin,x_rrf_top1_mass,x_fuse_uniq,x_mean_q_overlap,x_ks,x_kd
1,2,0.8,1.1,1,0,1,0.666667,0.709091,5.87682,0.151865,0.10717,1,0.118086,5,5
0,2,0.6,0.8375,1,1,1,0.111111,-0.539394,0.869152,0.00255037,0.103794,1,0.150753,5,5
1,2,0.2,0.33125,1,0.5,0.2,1,1,0.0530665,0.0135498,0.504065,0.4,0.0737564,5,5
0,3,0.6,0.8125,1,0.166667,1,0.666667,0.636364,4.63472,0.0130806,0.10717,1,0.135573,5,5
1,3,0.425,0.63125,1,0.333333,1,0.666667,0.660606,3.68367,0.0134967,0.10717,1,0.136514,5,5
1,3,0.5,0.8625,1,1.33333,1,0.25,-0.721212,4.0608,0.0395333,0.103008,1,0.181173,5,5
1,3,0.45,0.625,1,0.5,1,0.666667,0.515152,1.43811,0.0292022,0.10717,1,0.136615,5,5
0,3,0.2,0.31875,1,0.5,1,0.428571,0.151515,1.58067,0.0888748,0.105469,1,0.0462902,5,5
0,3,0.475,0.56875,1,1,1,0.428571,0.636364,5.96213,0.14455,0.10717,1,0.204933,5,5
1,3,0.475,0.60625,1,1,1,0.111111,-0.575758,1.03908,0.0194157,0.103111,1,0.112414,5,5
0,3,0.2,0.29375,1,0.5,1,0.428571,0.454545,0.0782007,0.00713079,0.106306,1,0.112206,5,5
0,3,0.3,0.475,1,1.16667,1,0.666667,0.963636,4.23137,0.109887,0.10717,1,0.0602115,5,5
1,3,0.675,0.975,1,1.33333,1,0.428571,0.733333,6.24774,0.0923379,0.10717,1,0.141606,5,5
1,3,0.475,0.6125,1,1.16667,1,0.25,-0.212121,1.5365,0.00284994,0.104605,1,0.11709,5,5
1,3,0.175,0.26875,1,0.833333,1,0.428571,0.757576,0.449923,0.0652414,0.10717,1,0.118778,5,5
1,3,0.475,0.76875,1,1.16667,1,0.666667,0.418182,4.83867,0.0463364,0.106306,1,0.124894,5,5
1,3,0.275,0.43125,1,0.833333,1,0.666667,0.551515,0.574493,0.0150542,0.105469,1,0.0804564,5,5
1,3,0.55,0.75625,1,1,1,0.666667,0.830303,3.07614,0.0464616,0.10717,1,0.173674,5,5
1,3,0.425,0.575,1,0.333333,1,0.25,-0.236364,4.18321,0.0175307,0.103794,1,0.123964,5,5
1,3,0.425,0.5375,1,0.833333,1,0.428571,-0.151515,1.53479,0.0930529,0.103873,1,0.206739,5,5
1,3,0.65,1.0125,1,0.833333,1,0.666667,0.90303,12.2322,0.262663,0.10717,1,0.218124,5,5
1,3,0.45,0.7,1,0.5,1,0.25,0.236364,0.66505,0.00708127,0.105469,1,0.169437,5,5
1,3,0.2,0.35625,1,0.666667,1,0.428571,0.369697,1.4257,0.213938,0.10717,1,0.098435,5,5
0,3,0.425,0.60625,1,0.333333,1,0.428571,0.224242,2.10946,0.0470432,0.10717,1,0.118908,5,5
1,3,0.475,0.725,1,0.666667,1,0.666667,0.6,4.70074,0.128359,0.10717,1,0.182706,5,5
0,3,0.275,0.425,1,1.16667,1,0.111111,-0.660606,2.64834,0.0562714,0.102957,1,0.0817012,5,5
1,3,0.7,1.10625,1,0.666667,1,0.428571,0.587879,2.84573,0.0345421,0.10717,1,0.191877,5,5
0,3,0.575,0.76875,1,1,1,0.428571,0.357576,3.56854,0.0589485,0.106306,1,0.110913,5,5
0,3,0.225,0.33125,1,0.333333,1,0.428571,0.0909091,0.166357,0.00390239,0.104658,1,0.0979344,5,5
0,3,0.675,0.975,1,1.16667,1,0.428571,0.345455,1.30072,0.0601663,0.10717,1,0.192678,5,5
0,3,0.4,0.59375,1,0.5,1,0.428571,0.393939,6.54436,0.0330197,0.10717,1,0.12696,5,5
1,3,0.6,0.88125,1,0.833333,1,0.666667,0.69697,1.21976,0.0338622,0.106306,1,0.221795,5,5
1,3,0.35,0.55625,1,1,1,0.428571,0.466667,5.0884,0.0710011,0.10717,1,0.189169,5,5
0,3,0.425,0.625,1,1.33333,1,0.428571,0.272727,3.41687,0.067588,0.10717,1,0.192375,5,5
1,3,0.225,0.3875,1,0.5,1,0.25,-0.10303,0.209906,0.0500721,0.104658,1,0.0548594,5,5
0,3,0.5,0.625,1,0.333333,1,0.25,0.381818,0.049951,0.0099271,0.10717,1,0.182157,5,5
1,3,0.425,0.58125,1,0.666667,1,0.666667,0.6,0.387114,0.0200641,0.10717,1,0.113111,5,5
1,3,0.775,1.00625,1,0.833333,1,0.428571,0.466667,4.09252,0.0346046,0.10717,1,0.197934,5,5
1,3,0.475,0.7625,1,0.833333,1,0.428571,0.660606,2.62407,0.0322271,0.106306,1,0.114078,5,5
1,3,0.2,0.34375,1,0.666667,0.2,1,1,0.653271,0.0255126,0.504065,0.4,0.0663636,5,5
1,3,0.45,0.6,1,0.666667,1,0.25,0.0787879,5.27094,0.00167786,0.105442,1,0.193167,5,5
1,3,0.45,0.69375,1,0.833333,1,0.666667,0.733333,3.40116,0.0433721,0.10717,1,0.113512,5,5
0,3,0.25,0.35625,1,0.5,1,0.666667,0.830303,1.71317,0.00792119,0.106306,1,0.0722967,5,5
0,3,0.35,0.50625,1,0.666667,1,0.666667,0.684848,0.18228,0.0174019,0.105469,1,0.0912633,5,5
1,3,0.475,0.7875,1,1,1,0.666667,0.672727,1.15061,0.188803,0.106306,1,0.187936,5,5
1,3,0.625,0.74375,1,0.833333,1,0.25,0.357576,0.613858,0.0214301,0.10717,1,0.145978,5,5
1,3,0.325,0.4625,1,1,1,0.25,0.127273,0.0649192,0.00830839,0.106306,1,0.0942224,5,5
0,3,0.4,0.43125,1,0.5,1,0.25,0.163636,10.671,0.0616781,0.106306,1,0.161166,5,5
1,3,0.2,0.2875,1,0.833333,1,0.666667,0.745455,0.507259,0.062254,0.10717,1,0.0840337,5,5
0,3,0.375,0.54375,1,0.666667,1,0.666667,0.466667,1.72081,0.0263901,0.106306,1,0.0943403,5,5
0,3,0.425,0.61875,1,0.833333,1,0.428571,0.442424,0.405114,0.0940649,0.106306,1,0.11178,5,5
1,3,0.3,0.43125,1,0.666667,1,0.25,0.127273,2.97456,0.0463752,0.106306,1,0.0979284,5,5
1,3,0.4,0.5,0,1.16667,1,0.428571,0.660606,6.98976,0.153571,0.10717,1,0.142579,5,5
1,3,0.375,0.5375,1,0.666667,1,0.25,0.139394,3.84179,0.0391662,0.10717,1,0.120225,5,5
1,3,0.6,0.925,1,0.833333,1,0.428571,0.2,5.26743,0.0128926,0.103794,1,0.152815,5,5
0,3,0.35,0.54375,1,0.833333,1,0.428571,-0.10303,0.134357,0.0541106,0.104658,1,0.10856,5,5
1,3,0.625,0.8875,1,1.5,1,0.666667,0.951515,7.46224,0.0526479,0.10717,1,0.177694,5,5
0,3,0.425,0.60625,1,1.16667,1,0.428571,0.381818,8.82473,0.111738,0.10717,1,0.0950881,5,5
1,3,0.55,0.7375,1,0.666667,1,0.428571,0.454545,4.04619,0.026052,0.104605,1,0.131842,5,5
1,3,0.55,0.7125,1,0.666667,1,0.666667,0.636364,1.15267,0.018012,0.106306,1,0.184054,5,5
0,3,0.575,0.85,1,0.833333,1,1,0.915152,4.52233,0.0847157,0.10717,1,0.122475,5,5
0,3,0.725,0.95,1,0.833333,1,0.25,0.151515,2.78373,0.0663756,0.106306,1,0.147662,5,5
1,3,0.325,0.4375,1,0.666667,1,0.25,0.0545455,0.673263,0.0114614,0.104605,1,0.0706801,5,5
0,3,0.3,0.4625,1,0.333333,1,0.428571,-0.0909091,0.321354,0.000557683,0.104605,1,0.0981001,5,5
0,3,0.4,0.5625,1,0.666667,1,0.428571,0.115152,0.0660682,0.00346486,0.105442,1,0.10522,5,5
0,3,0.375,0.51875,1,0.833333,1,0.25,-0.139394,0.420427,0.00803432,0.102957,1,0.136004,5,5
0,3,0.35,0.48125,1,0.833333,1,0.666667,0.672727,2.35907,0.0442759,0.10717,1,0.139476,5,5
1,3,0.275,0.50625,1,1,1,0.666667,0.69697,6.89793,0.0174467,0.106306,1,0.080051,5,5
0,3,0.35,0.475,1,0.333333,1,0.25,-0.0787879,2.42064,0.00772099,0.10717,1,0.11898,5,5
0,3,0.225,0.31875,1,0.666667,1,0.666667,0.854545,0.203053,0.0562379,0.106306,1,0.0930378,5,5
1,3,0.65,0.90625,1,0.5,1,0.428571,0.442424,5.55904,0.0969844,0.106306,1,0.126048,5,5
1,3,0.35,0.49375,1,0.666667,1,0.666667,0.660606,1.2397,0.0998455,0.10717,1,0.120574,5,5
1,3,0.25,0.4,1,1.16667,1,0.428571,0.430303,2.04408,0.113977,0.106306,1,0.0872685,5,5
0,3,0.525,0.7125,1,1,1,0.428571,-0.10303,2.00474,0.0035235,0.104658,1,0.143176,5,5
1,3,0.275,0.43125,1,0.833333,1,0.25,0.284848,1.0005,0.0246265,0.105469,1,0.0706105,5,5
0,3,0.25,0.4,1,0.666667,1,0.428571,0.127273,1.0189,0.0282675,0.105469,1,0.11353,5,5
1,3,0.225,0.275,1,0.833333,1,0.428571,0.163636,2.42695,0.00726624,0.106306,1,0.0730132,5,5
1,3,0.75,0.85,1,0.833333,1,0.428571,0.551515,3.70757,0.0451433,0.10717,1,0.129466,5,5
0,3,0.25,0.3,1,0.166667,1,0.666667,0.6,6.7029,0.0465354,0.105469,1,0.167593,5,5
1,3,0.35,0.55625,1,0.666667,1,1,0.866667,2.73704,0.0872875,0.10717,1,0.170701,5,5
1,3,0.375,0.5875,1,0.666667,1,0.428571,0.381818,0.863447,0.0622979,0.10717,1,0.122467,5,5
0,3,0.275,0.4625,1,1.16667,1,0.428571,0.878788,0.621458,0.0632588,0.10717,1,0.113177,5,5
1,3,0.475,0.675,1,1.33333,1,0.666667,0.648485,1.72784,0.0683951,0.106306,1,0.146015,5,5
1,4,0.225,0.28125,1,0.666667,1,0.25,-0.0545455,2.16158,0.0375776,0.106306,1,0.0629034,5,5
0,4,0.45,0.7,1,0.5,1,0.25,0.030303,7.97808,0.135555,0.106306,1,0.142327,5,5
0,4,0.375,0.48125,1,0.333333,1,0.428571,0.030303,0.389318,0.0204921,0.104658,1,0.14041,5,5
1,4,0.375,0.4875,1,0.5,1,0.111111,-0.721212,0.898899,0.0313358,0.104658,1,0.119372,5,5
0,4,0.75,1.10625,0,1,1,0.111111,-0.781818,4.14369,0.0105997,0.10141,1,0.116249,5,5
0,4,0.225,0.375,1,0.666667,1,0.111111,-0.672727,2.53931,0.00213567,0.102372,1,0.0750239,5,5
1,4,0.4,0.625,1,0.833333,1,0.25,-0.333333,0.984537,0.0116947,0.106306,1,0.0943209,5,5
0,4,0.4,0.54375,1,1.16667,1,0.25,0.175758,0.915992,0.0227612,0.106306,1,0.111433,5,5
0,4,0.3,0.50625,1,0.833333,1,0.111111,-0.721212,1.50602,0.00242793,0.102247,1,0.0826237,5,5
0,4,0.35,0.51875,1,0.666667,1,0.25,-0.624242,2.23765,0.0136318,0.102372,1,0.086585,5,5
0,4,0.2,0.2375,1,0.333333,1,0.25,-0.163636,0.36674,0.0136674,0.106306,1,0.0900356,5,5
1,4,0.525,0.76875,1,0.666667,1,0.25,-0.345455,5.40963,0.0379412,0.106306,1,0.189565,5,5
0,4,0.4,0.55,1,0.333333,1,0.111111,-0.684848,1.39079,0.055174,0.103873,1,0.0874546,5,5
0,4,0.425,0.6125,1,0.666667,1,0.25,-0.187879,0.498936,0.0196046,0.105469,1,0.0978573,5,5
1,4,0.3,0.4,1,0.833333,1,0.25,-0.0545455,0.523454,0.0224418,0.10717,1,0.085704,5,5
0,4,0.4,0.5375,1,0.833333,1,0.111111,-0.6,6.21859,0.0149639,0.104658,1,0.0882464,5,5
0,4,0.3,0.44375,1,0.833333,1,0.25,-0.2,3.42998,0.01696,0.105469,1,0.0654989,5,5
0,4,0.25,0.375,1,1.16667,1,0.428571,0.357576,1.22696,0.0303179,0.105469,1,0.0574566,5,5
1,4,0.325,0.45625,1,0.5,1,0.25,-0.721212,1.59367,0.0125169,0.102172,1,0.164811,5,5
0,4,0.375,0.59375,1,1,1,0.25,-0.29697,1.57714,0.0689393,0.106306,1,0.111606,5,5
1,4,0.375,0.45625,1,0.666667,1,0.428571,-0.369697,6.00155,0.181787,0.103873,1,0.0987082,5,5
0,4,0.35,0.575,1,1,1,0.111111,-0.830303,0.169838,0.0203162,0.103008,1,0.151489,5,5
0,4,0.375,0.5375,1,1,1,0,-0.69697,4.10704,0.00979296,0.102372,1,0.137666,5,5
0,4,0.4,0.58125,1,1,1,0.25,-0.50303,0.664538,0.105723,0.104658,1,0.0687831,5,5
0,4,0.425,0.60625,1,0.833333,1,0.25,-0.369697,8.26373,0.0122498,0.104658,1,0.124585,5,5
1,4,0.375,0.45625,1,0,1,0.25,0.333333,2.43828,0.00154101,0.105442,1,0.105107,5,5
0,4,0.675,0.95,1,1.33333,1,0.111111,-0.769697,6.12362,0.00708133,0.101654,1,0.179355,5,5
0,4,0.35,0.4875,1,0.5,1,0.111111,-0.539394,3.20369,0.0517947,0.104658,1,0.149517,5,5
0,4,0.225,0.325,1,0.166667,1,0.111111,-0.50303,1.10135,0.0630344,0.102247,1,0.0900431,5,5
0,4,0.525,0.9125,1,0.5,1,0.25,-0.563636,3.98497,0.0358361,0.104658,1,0.0836558,5,5
1,4,0.475,0.65625,1,0.5,1,0.25,-0.575758,4.65555,0.111961,0.103008,1,0.25078,5,5
0,4,0.3,0.41875,1,0.666667,1,0.25,0.0666667,0.248121,0.0420552,0.10717,1,0.0792513,5,5
0,4,0.275,0.4875,1,1.16667,1,0.111111,-0.187879,0.348218,0.0394852,0.103111,1,0.104771,5,5
0,4,0.425,0.66875,1,0.333333,1,0.428571,-0.115152,5.62715,0.0287237,0.104605,1,0.102941,5,5
1,4,0.275,0.39375,1,0.833333,1,0.111111,-0.515152,3.72115,0.0634779,0.105469,1,0.109031,5,5
1,4,0.2,0.3,1,0.5,1,0.25,-0.115152,0.50643,0.0045939,0.106306,1,0.0893981,5,5
1,4,0.45,0.65625,1,0.5,1,0.25,-0.490909,3.12,0.0713982,0.103794,1,0.117742,5,5
0,4,0.525,0.775,1,0.666667,1,0.25,-0.333333,4.30255,0.00820214,0.105469,1,0.118521,5,5
1,4,0.65,0.94375,1,1,1,0.25,-0.418182,6.36546,0.0106119,0.103873,1,0.123064,5,5
1,4,0.425,0.60625,1,0.5,1,0.25,-0.0545455,1.03644,0.0866207,0.10717,1,0.113984,5,5
0,4,0.4,0.65,1,0.5,1,0.25,-0.418182,1.05312,0.00198916,0.105469,1,0.1115,5,5
1,4,0.275,0.3625,1,0.5,1,0.428571,-0.345455,1.56302,0.0394707,0.103794,1,0.0758135,5,5
1,4,0.425,0.575,1,0.666667,1,0.25,-0.0545455,7.683,0.0146354,0.103111,1,0.126379,5,5
1,4,0.325,0.39375,1,0.5,1,0.111111,-0.769697,1.29811,0.0151696,0.102247,1,0.0732366,5,5
0,4,0.375,0.58125,1,0.666667,1,0.111111,-0.309091,1.21094,0.0327551,0.104658,1,0.101181,5,5
0,4,0.325,0.48125,1,0.666667,1,0.666667,0.660606,1.51261,0.00893855,0.106306,1,0.11772,5,5
1,4,0.575,0.85625,1,0.833333,1,0.111111,-0.721212,0.616133,0.011536,0.103008,1,0.18349,5,5
1,4,0.375,0.54375,1,1,1,0.428571,0.248485,3.54281,0.0257627,0.10717,1,0.0941093,5,5
1,4,0.675,1.03125,1,0.833333,1,0.428571,-0.115152,25.7432,0.108339,0.104605,1,0.168677,5,5
0,4,0.25,0.4,1,0.5,1,0.428571,-0.212121,4.96934,0.0639293,0.104605,1,0.107331,5,5
0,4,0.3,0.39375,1,0.666667,1,0.428571,-0.163636,0.422092,0.0946439,0.104658,1,0.0780283,5,5
1,4,0.325,0.49375,1,1,1,0.666667,0.69697,4.0368,0.0304278,0.10717,1,0.0906894,5,5
0,4,0.6,0.76875,1,1.16667,1,0,-0.90303,11.711,0.015404,0.101507,1,0.160729,5,5
0,4,0.3,0.4375,1,0.333333,1,0.25,-0.163636,3.62625,0.0388701,0.103873,1,0.0904304,5,5
0,4,0.325,0.4875,1,0.666667,1,0.428571,0.224242,1.71635,0.051137,0.106306,1,0.0978084,5,5
0,4,0.5,0.625,1,0.666667,1,0.25,-0.29697,3.75031,0.00320403,0.106306,1,0.106793,5,5
1,4,0.4,0.625,1,0.5,1,0.428571,0.393939,1.33642,0.00597232,0.10717,1,0.100159,5,5
0,4,0.3,0.55625,1,0.333333,1,0.25,-0.321212,0.489297,0.0269183,0.103794,1,0.0706138,5,5
0,4,0.4,0.58125,1,0.833333,1,0.111111,-0.745455,5.87632,0.0119539,0.102247,1,0.0765302,5,5
1,4,0.4,0.64375,1,1,1,0.111111,-0.624242,3.79023,0.0536725,0.104605,1,0.101905,5,5
0,4,0.325,0.4125,1,0.666667,1,0.111111,-0.587879,2.30547,0.0316525,0.103111,1,0.0866231,5,5
1,4,0.45,0.5625,1,1.5,1,0.111111,-0.90303,4.03883,0.122702,0.102372,1,0.185567,5,5
1,4,0.525,0.7375,1,0.833333,1,0.25,-0.418182,11.1198,0.0086388,0.104658,1,0.132429,5,5
1,4,0.4,0.59375,1,0.666667,1,0.428571,0.187879,3.29895,0.0295383,0.104658,1,0.112405,5,5
0,4,0.425,0.625,1,1.5,1,0.428571,-0.0545455,4.90052,0.0188403,0.105469,1,0.126506,5,5
0,4,0.7,0.89375,1,1.16667,1,0.25,-0.672727,4.65101,0.0475565,0.10141,1,0.124153,5,5
0,4,0.375,0.54375,1,0.5,1,0.25,0.0666667,0.727338,0.016749,0.106306,1,0.0781736,5,5
1,4,0.4,0.45625,1,0.5,1,0.428571,-0.0787879,3.44691,0.0573472,0.104658,1,0.177857,5,5
0,4,0.5,0.65625,1,0.666667,1,0.25,-0.29697,0.554629,0.0597426,0.105469,1,0.12663,5,5
1,4,0.45,0.61875,1,1.16667,1,0.25,-0.660606,6.51753,0.0128698,0.103873,1,0.105057,5,5
0,4,0.225,0.3,1,0.666667,1,0.111111,-0.636364,0.226436,0.000966687,0.102372,1,0.061509,5,5
0,4,0.45,0.64375,1,1.5,1,0.25,-0.466667,0.517964,0.0113962,0.104658,1,0.107129,5,5
0,4,0.425,0.575,1,0.5,1,0.428571,0.151515,4.15342,0.0396333,0.104605,1,0.0926572,5,5
1,4,0.25,0.375,1,0.666667,1,0.25,0.151515,1.70222,0.0857347,0.105442,1,0.111138,5,5
0,4,0.35,0.5125,1,0.666667,1,0.25,-0.139394,0.241732,0.0668028,0.106306,1,0.106203,5,5
0,4,0.375,0.6375,1,1.16667,1,0.25,-0.527273,0.301084,0.111198,0.103873,1,0.085186,5,5
0,4,0.525,0.775,1,1,1,0,-0.793939,3.95522,0.0101517,0.102372,1,0.184931,5,5
1,4,0.325,0.48125,1,0.833333,1,0.428571,-0.0666667,2.36983,0.0221879,0.103794,1,0.0884495,5,5
0,4,0.5,0.75625,1,0.166667,1,0.25,0.030303,3.94744,0.0128995,0.105442,1,0.133408,5,5
1,4,0.425,0.65,1,0.5,1,0.25,-0.175758,2.18217,0.0153352,0.104658,1,0.113218,5,5
0,5,0.55,0.9,1,1.5,1,0.428571,-0.236364,11.8707,0.0132357,0.104658,1,0.140432,5,5
1,5,0.275,0.425,1,0.833333,1,0.428571,-0.260606,3.38765,0.059727,0.104658,1,0.0994134,5,5
0,5,0.25,0.4125,1,0.5,1,0.25,-0.0666667,0.678541,0.0155482,0.105469,1,0.10399,5,5
0,5,0.425,0.65625,1,0.666667,1,0.25,-0.10303,0.174319,0.0338182,0.105442,1,0.149762,5,5
1,5,0.425,0.5875,1,0.666667,1,0.428571,-0.369697,2.20609,0.0333733,0.105442,1,0.12334,5,5
0,5,0.375,0.5,1,0.5,1,0.111111,-0.660606,0.634013,0.0394433,0.102247,1,0.0984355,5,5
0,5,0.2,0.3125,1,0.666667,1,0.428571,0.224242,0.904711,0.021656,0.104658,1,0.0332494,5,5
1,5,0.325,0.475,0,0.666667,1,0.25,0.030303,2.12382,0.00625871,0.106306,1,0.0667465,5,5
1,5,0.325,0.45625,1,0.333333,1,0.25,-0.357576,5.84049,0.0196687,0.103008,1,0.104935,5,5
0,5,0.5,0.63125,1,0.666667,1,0.111111,-0.224242,0.447447,0.109409,0.10717,1,0.109938,5,5
0,5,0.25,0.40625,1,0.833333,1,0.111111,-0.866667,2.18655,0.0195761,0.102172,1,0.0900384,5,5
0,5,0.425,0.70625,1,0.833333,1,0.25,-0.563636,1.50538,0.0199192,0.102957,1,0.0972862,5,5
0,5,0.275,0.4375,1,0.666667,1,0.25,-0.757576,4.05606,0.00840932,0.103794,1,0.0914024,5,5
0,5,0.425,0.53125,1,0.5,1,0.25,-0.187879,2.05058,0.0419057,0.104658,1,0.165937,5,5
1,5,0.65,0.89375,1,0.833333,1,0.428571,0.248485,0.93413,0.0338875,0.105469,1,0.18171,5,5
1,5,0.25,0.3875,1,1,1,0.428571,-0.0666667,0.00946629,0.0330762,0.105469,1,0.0882531,5,5
1,5,0.525,0.7,1,1,1,0.666667,0.393939,2.45611,0.00886237,0.105469,1,0.116421,5,5
1,5,0.275,0.4125,1,0.833333,1,0.111111,-0.515152,1.21628,0.00356649,0.104658,1,0.0485597,5,5
0,5,0.425,0.64375,1,0.5,1,0.25,-0.0424242,2.69865,0.013169,0.105469,1,0.105407,5,5
0,5,0.425,0.5625,1,0.833333,1,0.25,-0.490909,1.88539,0.0320164,0.102172,1,0.161157,5,5
0,5,0.35,0.53125,1,0.833333,1,0.111111,-0.345455,0.64788,0.00436069,0.105469,1,0.0837449,5,5
0,5,0.35,0.4625,1,0.666667,1,0.428571,0.430303,1.47683,0.00624023,0.104658,1,0.112753,5,5
0,5,0.475,0.60625,1,0.5,1,0.428571,0.212121,0.64037,0.125886,0.106306,1,0.109099,5,5
1,5,0.45,0.6625,1,1.33333,1,0.428571,0.587879,0.402176,0.00662139,0.106306,1,0.126964,5,5
1,5,0.375,0.45,1,0.666667,1,0.25,-0.357576,0.566556,0.0685392,0.103794,1,0.136849,5,5
1,5,0.375,0.5,1,0.666667,1,0.25,-0.333333,1.88519,0.0450478,0.104605,1,0.149011,5,5
0,5,0.35,0.575,1,1.16667,1,0.111111,-0.612121,3.75068,0.00634402,0.104605,1,0.112291,5,5
1,5,0.325,0.5375,1,0.666667,1,0.428571,-0.151515,5.03999,0.000671583,0.103794,1,0.0806942,5,5
1,5,0.3,0.475,1,0.666667,1,0.428571,0.163636,0.18476,0.0446043,0.10717,1,0.122735,5,5
0,5,0.325,0.41875,1,0.5,1,0.428571,0.393939,0.213422,0.0424424,0.105469,1,0.115941,5,5
1,5,0.3,0.4,1,0.5,1,0.428571,0.030303,2.12876,0.244927,0.103111,1,0.0697523,5,5
0,5,0.525,0.65,1,1.16667,1,0.111111,-0.575758,1.33261,0.0399017,0.103768,1,0.108626,5,5
0,5,0.275,0.3875,1,0.833333,1,0.428571,0.0424242,2.5065,0.00316836,0.105469,1,0.0562422,5,5
1,5,0.25,0.36875,1,0.666667,1,0.111111,-0.709091,1.07023,0.0119829,0.103111,1,0.0665857,5,5
0,5,0.4,0.6125,1,1.16667,1,0.428571,0.50303,2.39197,0.032107,0.10717,1,0.088797,5,5
0,5,0.3,0.4,1,0.5,1,0.25,-0.309091,1.24437,0.029192,0.103873,1,0.105234,5,5
0,5,0.25,0.35625,1,0.5,1,1,0.733333,0.454234,0.0233805,0.106306,1,0.104901,5,5
1,5,0.675,0.95,1,0.666667,1,0.25,-0.0787879,3.32919,0.010203,0.105442,1,0.201315,5,5
0,5,0.45,0.69375,1,0.166667,1,0.428571,-0.248485,13.6629,0.00850717,0.103873,1,0.205443,5,5
1,5,0.425,0.675,1,0.5,1,0.25,-0.0787879,1.57075,0.0183393,0.103008,1,0.0687438,5,5
0,5,0.325,0.44375,1,0.666667,1,0.428571,-0.272727,0.289907,0.0208044,0.104605,1,0.142526,5,5
0,5,0.475,0.64375,1,1.33333,1,0.111111,-0.624242,11.5507,0.093792,0.103873,1,0.125734,5,5
1,5,0.3,0.4625,1,0.5,1,0.111111,-0.733333,2.39985,0.0467886,0.103008,1,0.120956,5,5
0,5,0.375,0.49375,1,0.833333,1,0.25,-0.769697,0.64945,0.0140894,0.102957,1,0.119887,5,5
1,5,0.325,0.4625,1,0.833333,1,0.428571,-0.139394,4.90554,0.00283947,0.104658,1,0.0735416,5,5
1,5,0.325,0.4375,1,0.333333,1,0.111111,-0.660606,0.905367,0.029015,0.102957,1,0.126204,5,5
1,5,0.525,0.79375,1,1.16667,1,0.25,0.139394,0.305552,0.0546136,0.10717,1,0.135529,5,5
0,5,0.475,0.8625,1,1.66667,1,0.111111,-0.806061,0.793659,0.0277209,0.101654,1,0.126401,5,5
0,5,0.45,0.63125,1,0.833333,1,0.666667,0.345455,3.37792,0.0158576,0.105469,1,0.161605,5,5
0,5,0.725,1.03125,1,1.33333,1,0.25,-0.418182,7.70711,0.03016,0.103794,1,0.140896,5,5
1,5,0.375,0.5375,1,0.5,1,0.25,-0.454545,3.89282,0.03073,0.104658,1,0.0890695,5,5
0,5,0.45,0.6125,1,0.833333,1,0.428571,0.151515,6.06094,0.0489325,0.104658,1,0.1135,5,5
1,5,0.475,0.7625,1,1.5,1,0.25,-0.0545455,2.90097,0.0076027,0.105469,1,0.123296,5,5
0,5,0.325,0.4375,1,0.5,1,0.428571,0.539394,1.34647,0.0272231,0.10717,1,0.112102,5,5
1,5,0.275,0.39375,1,0.833333,1,0.111111,-0.818182,0.465858,0.0996835,0.102172,1,0.114267,5,5
1,5,0.375,0.56875,1,0.666667,1,0,-0.818182,0.0427549,0.018687,0.102372,1,0.129171,5,5
0,5,0.25,0.2875,1,0.833333,1,0.111111,-0.878788,6.17806,0.0171762,0.102147,1,0.0729799,5,5
1,5,0.325,0.5,1,0.166667,1,0.111111,-0.272727,2.23623,0.0557532,0.10717,1,0.076079,5,5
0,5,0.3,0.48125,1,0.833333,1,0,-0.878788,1.3589,0.00620736,0.102372,1,0.0697122,5,5
1,5,0.575,0.74375,1,0.833333,1,0.25,0.29697,0.442129,0.047581,0.106306,1,0.140151,5,5
0,5,0.2,0.3125,1,0.5,1,0.25,-0.454545,2.57277,3.38914e-05,0.104605,1,0.0826212,5,5
1,5,0.575,0.83125,1,0.833333,1,0.666667,0.151515,13.6062,0.0275083,0.106306,1,0.171199,5,5
0,5,0.35,0.43125,0,0.5,1,0.111111,-0.878788,0.416885,0.0298157,0.102172,1,0.0989166,5,5
1,5,0.25,0.4375,1,0.833333,1,0.25,-0.212121,3.71708,0.0110119,0.105469,1,0.0786642,5,5
0,5,0.375,0.53125,1,1.16667,1,0.25,-0.357576,1.46721,0.00431925,0.103008,1,0.120818,5,5
0,5,0.275,0.54375,0,1.16667,1,0.428571,0.333333,2.0168,0.00578288,0.10717,1,0.0761882,5,5
1,5,0.15,0.26875,1,0.333333,0.2,1,-1,1.92924,0.0554958,0.5,0.4,0.02,5,5
1,5,0.325,0.45,1,0.833333,1,0.428571,0.333333,3.56748,0.0923567,0.105469,1,0.0753667,5,5
0,5,0.3,0.38125,1,0.666667,1,0.25,-0.551515,0.0834628,0.0198612,0.103873,1,0.149291,5,5
0,5,0.475,0.7375,1,1.16667,1,0.25,-0.151515,2.22946,0.00917733,0.106306,1,0.125783,5,5
1,5,0.35,0.5375,1,1,1,0.666667,0.369697,4.79018,0.0580419,0.105469,1,0.101754,5,5
0,5,0.525,0.6875,1,0.333333,1,0.25,-0.430303,10.4707,0.0105395,0.103008,1,0.0855511,5,5
1,5,0.3,0.4375,1,0.833333,1,0.111111,-0.878788,0.902637,0.00784708,0.102957,1,0.0752873,5,5
1,5,0.325,0.525,1,0.666667,1,0.111111,-0.757576,4.13944,0.0180364,0.102147,1,0.0964478,5,5
