y,batch,x_bm25,x_dense,x_rrf,x_rank_sp,x_rank_de,x_q_overlap,x_title_seed,x_title_deg,x_slot
1,229,0.77725,-0.407294,0.332095,0.333333,0.142857,0.0642202,1,0,0.5
0,229,-0.594933,-1.02658,-1.53646,0.166667,0.111111,0.0804598,0,0,0.6
0,229,0.281291,0.719666,1.06326,0.25,0.25,0.1,0,0,0.7
0,229,-1.00949,-0.377061,-1.53646,0.111111,0.166667,0.0659341,0,0,0.8
0,229,1.11702,-1.8946,-0.289032,0.5,0.1,0.07,0,0,0.9
0,229,2.09187,-0.776741,0.819318,1,0.125,0.163265,1,0.166667,1
0,230,-0.990737,-1.03501,-1.46468,0.1,0.111111,0.1,0,0,0.1
0,230,0.97647,0.65532,0.930364,0.333333,0.333333,0.125,1,0.5,0.2
0,230,-0.610942,0.266245,-0.228628,0.142857,0.2,0.109589,1,0.833333,0.3
0,230,1.4231,1.16558,1.34361,0.5,0.5,0.173077,1,0.166667,0.4
0,230,-0.723098,0.0197811,-0.593902,0.125,0.166667,0.0875,0,0.666667,0.5
1,230,-0.223105,-1.39359,-0.550872,0.25,0.1,0.111111,0,0.666667,0.6
0,230,-0.811095,-1.02751,-1.12557,0.111111,0.125,0.142857,0,0.666667,0.7
0,230,-0.580333,0.269645,0.147893,0.166667,0.25,0.0886076,0,0.666667,0.8
0,230,-0.437147,-0.767159,-0.228628,0.2,0.142857,0.103896,0,0,0.9
1,230,1.97689,1.8467,1.77041,1,1,0.305556,0,0.166667,1
0,231,0.127661,-1.2285,-0.381297,0.333333,0.1,0.111111,0,0,0.1
0,231,-0.628777,-0.307174,-0.453111,0.142857,0.166667,0.0634921,0,0,0.2
1,231,2.21062,2.1792,1.92484,1,1,0.195652,0,0,0.3
0,231,-0.611228,0.376461,0.378422,0.166667,0.333333,0.139535,1,0.333333,0.4
0,231,-0.303476,-1.159,-0.628184,0.2,0.111111,0.109091,0,0.166667,0.5
1,231,1.61402,1.22861,1.46082,0.5,0.5,0.127273,0,0,0.6
0,231,-0.748557,-0.446975,-1.21283,0.1,0.142857,0.0666667,0,0,0.7
0,231,-0.675936,-0.594419,-1.03674,0.125,0.125,0.111111,1,0.5,0.8
0,231,-0.74619,-0.246303,-0.628184,0.111111,0.2,0.0793651,1,0.333333,0.9
0,231,-0.238139,0.198102,0.576265,0.25,0.25,0.0921053,0,0,1
0,232,0.508125,0.716936,1.27025,0.5,0.5,0.13913,1,0.166667,0.1
0,232,0.0689476,-0.397122,-0.216144,0.2,0.142857,0.157303,1,0.666667,0.2
1,232,-0.992612,-1.8134,-1.54267,0.1,0.1,0.195652,1,0.166667,0.3
1,232,2.64263,2.10593,1.67374,1,1,0.355932,1,0.666667,0.4
0,232,0.120884,-0.033359,0.317674,0.25,0.2,0.380952,0,0,0.5
0,232,-0.886198,-0.764224,-1.22673,0.111111,0.111111,0.148649,0,0,0.6
0,232,-0.528996,-0.319608,-0.394,0.142857,0.166667,0.171053,1,0.5,0.7
0,232,0.198564,0.506827,0.690325,0.333333,0.25,0.25,1,0,0.8
0,232,-0.633119,-0.575777,-0.901492,0.125,0.125,0.19403,1,0.333333,0.9
0,232,-0.498225,0.573798,0.329055,0.166667,0.333333,0.2,1,0.5,1
0,233,0.60284,0.207892,0.512862,0.333333,0.166667,0.0795455,0,0,0.1
0,233,-0.657006,-1.29363,-1.39749,0.142857,0.111111,0.0566038,1,1,0.2
1,233,1.56173,1.29679,1.9798,0.5,0.5,0.130435,1,1,0.3
0,233,-0.2692,-1.50592,-0.811703,0.25,0.1,0.0735294,1,1,0.4
0,233,-0.71373,0.625229,-0.312033,0.125,0.25,0.0943396,1,1,0.5
0,233,-0.337956,-1.29001,-0.597902,0.2,0.125,0.0649351,1,1,0.6
1,233,2.05159,0.296866,1.40897,1,0.2,0.209302,1,1,0.7
0,233,-0.389538,-0.28055,-0.614086,0.166667,0.142857,0.115385,1,1,0.8
0,233,-0.932956,0.637232,-0.516759,0.1,0.333333,0.032967,0,0.166667,0.9
0,233,-0.915779,1.3061,0.348353,0.111111,1,0.0576923,0,0.166667,1
0,234,-0.216523,-0.315677,-0.28432,0.2,0.142857,0.12766,0,0,0.1
0,234,-0.868606,0.736352,-0.179178,0.1,0.5,0.0697674,1,0.666667,0.2
1,234,2.52847,2.1594,2.20167,1,1,0.184211,1,0.666667,0.3
0,234,-0.845001,-0.0747303,-0.952484,0.111111,0.166667,0.0638298,1,0.666667,0.4
0,234,-0.799687,-0.348607,-1.18584,0.125,0.125,0.117647,1,0.666667,0.5
0,234,0.00646032,0.33309,0.908069,0.25,0.333333,0.0729167,1,0,0.6
1,234,-0.62479,-1.37773,-1.17946,0.142857,0.111111,0.147059,0,0,0.7
0,234,0.849171,-1.56486,-0.179178,0.5,0.1,0.0769231,0,0,0.8
0,234,0.397577,0.164577,0.666801,0.333333,0.2,0.0864198,0,0,0.9
0,234,-0.427071,0.288188,0.183919,0.166667,0.25,0.0482759,1,0.666667,1
0,235,-1.3373,-0.539389,-1.15053,0.1,0.142857,0.0806452,0,0,0.1
1,235,1.07255,0.131164,1.17267,0.5,0.333333,0.0792079,0,0,0.2
1,235,-0.596382,1.72292,0.38385,0.142857,0.5,0.084507,0,0,0.3
0,235,-0.795158,-0.683788,-1.3383,0.111111,0.111111,0.0895522,1,0.666667,0.4
0,235,-0.273891,-0.433422,-0.047562,0.2,0.166667,0.0945946,1,0.666667,0.5
0,235,2.17671,-0.0496083,1.18631,1,0.25,0.142857,0,0,0.6
0,235,0.374563,-0.40609,0.346567,0.25,0.2,0.1,1,0.666667,0.7
0,235,0.574308,2.02645,1.39276,0.333333,1,0.347826,1,0.666667,0.8
0,235,-0.403225,-1.2238,-0.962288,0.166667,0.1,0.0925926,0,0,0.9
0,235,-0.792173,-0.544434,-0.983484,0.125,0.125,0.0909091,1,0.666667,1
0,236,0.764996,1.67581,1.48137,0.5,1,0.0909091,0,0,0.1
0,236,-0.58392,0.352251,-0.0329382,0.142857,0.25,0.0987654,1,0,0.2
0,236,-0.215401,-0.269452,-0.0438746,0.166667,0.2,0.123457,0,0,0.3
0,236,-1.14052,-1.28244,-1.5525,0.1,0.1,0.0923077,0,0,0.4
0,236,0.0602916,-0.324215,0.140708,0.25,0.166667,0.147059,1,0.166667,0.5
1,236,-0.81009,-0.875135,-0.907236,0.125,0.125,0.111111,0,0,0.6
1,236,2.443,1.60452,1.48137,1,0.5,0.294118,1,0,0.7
0,236,0.524196,0.670686,0.885167,0.333333,0.333333,0.189655,0,0,0.8
0,236,-0.146916,-0.422004,-0.217521,0.2,0.142857,0.103448,1,0.166667,0.9
0,236,-0.895637,-1.13003,-1.23454,0.111111,0.111111,0.0888889,0,0,1
1,237,-0.0629586,0.562013,0.928417,0.333333,0.333333,0.120879,0,0,0.1
1,237,2.63383,2.55434,1.7667,1,1,0.217949,1,0.166667,0.2
0,237,-0.634068,-0.435082,-0.592659,0.125,0.166667,0.0720721,0,0,0.3
0,237,-0.167514,-0.51474,-0.0345476,0.25,0.142857,0.107527,1,0,0.4
0,237,-0.851222,-0.620738,-1.28996,0.1,0.125,0.0823529,0,0,0.5
0,237,-0.30595,0.717706,0.553523,0.166667,0.5,0.0721649,1,0,0.6
0,237,0.918184,-0.230714,0.741259,0.5,0.2,0.0805369,0,0,0.7
0,237,-0.468501,-0.81383,-0.946441,0.142857,0.111111,0.0825688,0,0,0.8
0,237,-0.227258,-0.193337,0.335319,0.2,0.25,0.0989011,0,0,0.9
0,237,-0.834546,-1.02562,-1.46161,0.111111,0.1,0.0752688,1,0.166667,1
0,238,-0.785054,-0.50657,-1.48358,0.142857,0.125,0.163265,1,1.16667,0.1
0,238,-1.18624,0.604284,-0.350841,0.111111,0.333333,0.152174,1,1.16667,0.2
0,238,-0.0302414,0.856947,1.46766,0.166667,1,0.11,1,1.16667,0.3
1,238,0.957895,-0.62645,-0.350841,0.333333,0.111111,0.13253,1,1.16667,0.4
0,238,-1.12731,0.806691,0.372656,0.125,0.5,0.125,1,1.16667,0.5
0,238,0.616317,-0.112582,-0.0661522,0.25,0.142857,0.185185,1,1.16667,0.6
1,238,1.07312,0.603977,1.79008,0.5,0.25,0.204545,1,0.166667,0.7
0,238,-1.30815,0.540406,-1.42332,0.1,0.2,0.111111,1,1.16667,0.8
0,238,0.208168,0.430563,-0.0881166,0.2,0.166667,0.11236,1,1.16667,0.9
0,238,1.58151,-2.59727,0.132453,1,0.1,0.129032,1,0.166667,1
1,239,1.61626,1.90224,1.23816,0.5,0.5,0.0566038,1,0,0.1
1,239,2.33215,2.09408,1.63145,1,1,0.0909091,1,0,0.2
0,239,-0.493552,-0.49954,0.857342,0.333333,0.333333,0,0,0,0.3
0,239,-0.493552,-0.49954,0.488429,0.25,0.25,0,0,0,0.4
0,239,-0.493552,-0.49954,0.130868,0.2,0.2,0,0,0,0.5
0,239,-0.493552,-0.49954,-0.215859,0.166667,0.166667,0,0,0,0.6
0,239,-0.493552,-0.49954,-0.552235,0.142857,0.142857,0,0,0,0.7
0,239,-0.493552,-0.49954,-0.878718,0.125,0.125,0,0,0,0.8
0,239,-0.493552,-0.49954,-1.19574,0.111111,0.111111,0,0,0,0.9
0,239,-0.493552,-0.49954,-1.5037,0.1,0.1,0,0,0,1
0,240,-1.09517,-0.584625,-1.47928,0.1,0.111111,0.072,0,0.166667,0.1
0,240,-0.13669,0.922645,0.541536,0.2,0.333333,0.234043,0,0,0.2
0,240,-0.835346,-0.25557,-0.77355,0.111111,0.166667,0.0833333,0,0,0.3
1,240,0.177454,-1.97044,-0.556365,0.25,0.1,0.170732,0,0.333333,0.4
0,240,-0.536273,-0.0368522,-0.230908,0.142857,0.2,0.103774,0,0.333333,0.5
1,240,2.38821,1.54175,1.78806,1,1,0.142857,0,0.333333,0.6
0,240,0.226143,0.094706,0.737479,0.333333,0.25,0.0869565,0,0,0.7
0,240,-0.788431,-0.529218,-0.784158,0.125,0.142857,0.0769231,0,0,0.8
0,240,-0.477329,-0.554873,-0.599825,0.166667,0.125,0.130952,0,0,0.9
0,240,1.07744,1.37248,1.35701,0.5,0.5,0.110236,1,0.166667,1
0,241,0.498159,0.148541,0.748848,0.5,0.2,0.196078,0,0,0.1
0,241,-0.797591,-1.06936,-1.30812,0.111111,0.111111,0.24,0,0,0.2
0,241,-0.527166,-0.176533,-0.598727,0.125,0.166667,0.0980392,0,0,0.3
0,241,-0.338803,0.321559,0.350888,0.166667,0.333333,0.113402,1,0.5,0.4
0,241,-1.02822,-1.05181,-1.30317,0.1,0.125,0.125,0,0.333333,0.5
0,241,-0.20898,-1.3427,-0.750931,0.2,0.1,0.169811,0,0,0.6
0,241,-0.466823,-0.371902,-0.604139,0.142857,0.142857,0.136986,1,0.333333,0.7
0,241,-0.136745,1.58276,0.944432,0.25,0.5,0.0940171,1,0.5,0.8
1,241,0.305805,0.196294,0.736129,0.333333,0.25,0.144928,0,0,0.9
1,241,2.70036,1.76316,1.78479,1,1,0.134146,1,0,1
0,242,-0.42425,0.61175,-0.0849134,0.142857,0.25,0.208333,0,0,0.1
1,242,2.84519,-1.97842,0.170018,1,0.1,0.140845,1,0,0.2
1,242,0.381492,0.433424,1.82192,0.5,0.2,0.203704,0,0,0.3
0,242,-0.81261,0.863898,-0.35339,0.1,0.5,0.191489,1,0,0.4
0,242,-0.563476,-0.0182534,-1.45668,0.125,0.166667,0.141026,0,0,0.5
0,242,-0.591387,1.31302,0.579858,0.111111,1,0.192982,0,0,0.6
0,242,-0.0843652,-0.0551985,-0.0849134,0.25,0.142857,0.102564,0,0,0.7
0,242,-0.369865,-0.427415,-1.45668,0.166667,0.125,0.141026,0,0,0.8
0,242,-0.0572845,-1.5097,-0.450341,0.333333,0.111111,0.12987,0,0,0.9
0,242,-0.323439,0.766903,1.31512,0.2,0.333333,0.16,0,0,1
0,243,-0.440241,-0.232633,0.148093,0.2,0.2,0.135593,0,0,0.1
0,243,-0.485105,-1.22128,-0.972943,0.166667,0.1,0.101266,0,0,0.2
1,243,2.15058,2.11968,1.84619,1,1,0.24,1,0.166667,0.3
0,243,-0.211085,-0.490245,-0.220829,0.25,0.125,0.0857143,0,0,0.4
0,243,-0.704096,-0.229185,-0.57445,0.1,0.25,0.102941,1,0.166667,0.5
1,243,1.75903,1.67482,1.40112,0.5,0.5,0.106383,1,0.166667,0.6
0,243,-0.670207,-0.302285,-0.619323,0.125,0.166667,0.0886076,0,0,0.7
0,243,-0.672563,-0.421948,-0.989021,0.111111,0.142857,0.0851064,0,0,0.8
0,243,-0.633428,-0.758101,-0.989021,0.142857,0.111111,0.0786517,0,0,0.9
0,243,-0.0928829,-0.138821,0.970186,0.333333,0.333333,0.115385,1,0.166667,1
1,244,0.276486,-0.554138,-0.0421103,0.25,0.142857,0.0357143,1,0,0.1
1,244,-1.34013,-0.39481,-1.13487,0.1,0.166667,0.0307692,0,0,0.2
0,244,2.41648,-1.20955,0.0843152,1,0.1,0.0571429,0,0,0.3
0,244,-0.663917,-1.02586,-1.36909,0.125,0.111111,0.0258621,0,0,0.4
0,244,-0.550106,-0.185428,-0.278093,0.142857,0.2,0.0410959,0,0,0.5
0,244,0.577175,2.30386,1.64255,0.333333,1,0.047619,1,0,0.6
0,244,-0.394694,0.887251,0.674693,0.166667,0.5,0.0483871,0,0,0.7
0,244,-0.66823,-0.706026,-1.36909,0.111111,0.125,0.025641,0,0,0.8
0,244,0.697495,0.407267,1.13951,0.5,0.25,0.05,0,0,0.9
0,244,-0.350554,0.477433,0.652196,0.2,0.333333,0.0283019,0,0,1
0,245,0.957707,0.28515,1.16173,0.5,0.333333,0.179104,0,0,0.1
1,245,2.63232,2.34327,1.80893,1,1,0.326087,1,0,0.2
0,245,-0.20621,0.0753104,0.343333,0.25,0.2,0.217391,0,0,0.3
1,245,-1.05898,-1.94061,-1.66728,0.1,0.1,0.0821918,1,0,0.4
0,245,-0.180799,-0.33579,0.169149,0.333333,0.142857,0.114583,0,0.166667,0.5
0,245,-0.322631,-0.103157,-0.0471182,0.2,0.166667,0.157895,0,0,0.6
0,245,-0.537254,-0.502316,-1.32581,0.111111,0.111111,0.104651,0,0,0.7
0,245,-0.338366,0.18896,0.151111,0.166667,0.25,0.147059,0,0.166667,0.8
0,245,-0.43722,-0.355141,-0.793308,0.142857,0.125,0.0884956,1,0.166667,0.9
0,245,-0.508574,0.344328,0.199269,0.125,0.5,0.1875,1,0.166667,1
0,246,-0.609375,0.638008,-0.0231847,0.125,0.333333,0.111111,0,0.166667,0.1
0,246,-0.56166,-2.40818,-1.86508,0.166667,0.1,0.0735294,1,0.166667,0.2
0,246,-0.940227,0.469705,-0.767164,0.111111,0.25,0.0759494,1,0.166667,0.3
0,246,-0.0513371,-0.061612,-0.811137,0.2,0.125,0.0958904,0,0,0.4
1,246,2.09757,0.0250665,1.53539,1,0.166667,0.136364,1,0.166667,0.5
0,246,-0.600663,0.831252,0.743966,0.142857,0.5,0.111111,0,0,0.6
1,246,1.58237,0.377122,1.48488,0.5,0.2,0.146667,1,0,0.7
0,246,0.0928086,-1.0934,-0.367032,0.333333,0.111111,0.0695652,0,0.166667,0.8
0,246,0.0626669,-0.0187184,-0.0692052,0.25,0.142857,0.173077,0,0,0.9
0,246,-1.07215,1.24076,0.138566,0.1,1,0.0568182,1,0.166667,1
0,247,1.78616,0.533898,1.45604,1,0.333333,0.0980392,1,0.5,0.1
0,247,0.546382,0.462091,0.787325,0.333333,0.25,0.0892857,1,0.5,0.2
0,247,-1.10941,-1.5098,-1.75944,0.1,0.1,0.0300752,0,0.5,0.3
1,247,-0.834062,-0.483929,-0.83716,0.125,0.142857,0.0789474,1,0.5,0.4
0,247,-1.07325,1.5035,0.0248159,0.111111,0.5,0.097561,0,0.5,0.5
0,247,-0.767049,0.173215,-0.246515,0.142857,0.2,0.0265487,0,0.5,0.6
1,247,-0.1075,-0.218431,-0.0497228,0.2,0.166667,0.0261438,1,0.5,0.7
0,247,-0.248298,-0.81515,-0.640367,0.166667,0.125,0.0588235,0,0,0.8
0,247,1.65801,1.57769,1.67883,0.5,1,0.25,1,0.5,0.9
0,247,0.149017,-1.22308,-0.413801,0.25,0.111111,0.047619,0,0,1
0,248,-0.0968353,0.046925,0.493034,0.25,0.25,0.0506329,1,0.166667,0.1
0,248,-0.306167,0.0374206,-0.0428961,0.166667,0.2,0.0384615,0,0,0.2
0,248,0.495776,0.609735,1.05763,0.333333,0.5,0.0325203,0,0,0.3
0,248,0.947294,0.531386,1.05763,0.5,0.333333,0.0365854,1,0,0.4
1,248,-0.923522,-1.33971,-1.51788,0.1,0.1,0.0540541,1,0.166667,0.5
1,248,2.45401,2.40278,1.64683,1,1,0.142857,1,0,0.6
0,248,-0.696076,-0.45286,-0.722222,0.125,0.142857,0.0434783,0,0,0.7
0,248,-0.692142,-0.694015,-0.722222,0.142857,0.125,0.0410959,0,0.166667,0.8
0,248,-0.26244,-0.104106,-0.0428961,0.2,0.166667,0.0379747,0,0,0.9
0,248,-0.919898,-1.03755,-1.20701,0.111111,0.111111,0.0241935,0,0.166667,1
0,249,-0.448042,-0.0190631,0.345828,0.166667,0.333333,0.0918367,1,0.833333,0.1
1,249,0.941216,-0.34764,0.369785,0.5,0.142857,0.113636,0,0,0.2
0,249,-1.25972,-1.34769,-1.62131,0.1,0.1,0.0821918,0,0.5,0.3
0,249,-0.121826,-0.083897,0.333868,0.2,0.25,0.111111,1,0.5,0.4
1,249,2.20529,2.54961,1.75906,1,1,0.245614,1,0,0.5
0,249,-1.07078,-0.624699,-1.28926,0.111111,0.111111,0.0707071,1,0.833333,0.6
0,249,0.799657,0.877548,1.1297,0.333333,0.5,0.145833,1,1.16667,0.7
0,249,-0.582946,-0.532078,-0.947446,0.125,0.125,0.1,1,1.16667,0.8
0,249,0.0967396,-0.243396,0.146945,0.25,0.166667,0.0932203,1,0.833333,0.9
0,249,-0.55959,-0.228688,-0.227162,0.142857,0.2,0.109589,1,0.833333,1
0,250,-0.147826,0.288279,-0.0678664,0.2,0.166667,0.0958904,1,0.833333,0.1
0,250,-1.22932,0.286956,-1.64169,0.1,0.142857,0.09375,1,0.833333,0.2
0,250,0.978301,0.928625,1.67329,0.333333,0.5,0.0947368,1,0.666667,0.3
1,250,2.06203,-0.499972,0.601071,1,0.125,0.119403,1,0.5,0.4
0,250,-0.455406,0.7021,0.243632,0.142857,0.333333,0.0958904,1,0.833333,0.5
0,250,-0.301517,-2.40761,-1.37309,0.166667,0.1,0.0983607,1,0.5,0.6
0,250,-0.0654452,-1.07425,-0.564796,0.25,0.111111,0.12963,1,0.833333,0.7
0,250,-1.02759,0.411782,-0.564796,0.111111,0.25,0.09375,1,0.5,0.8
1,250,1.06341,0.383087,1.09318,0.5,0.2,0.148148,1,0.833333,0.9
0,250,-0.876641,0.981005,0.601071,0.125,1,0.127273,1,1,1
1,251,2.19167,1.66578,1.73697,1,1,0.162162,1,0.166667,0.1
0,251,-0.384052,-0.692511,-0.398109,0.2,0.125,0.060241,1,0.166667,0.2
0,251,-0.359659,0.76964,0.716406,0.25,0.333333,0.135135,0,0,0.3
0,251,-0.659635,-1.63611,-1.43701,0.111111,0.1,0.01,1,0,0.4
0,251,-0.325992,0.209229,0.341486,0.333333,0.166667,0.106383,0,0,0.5
0,251,-0.498381,0.576582,-0.0339662,0.142857,0.25,0.0363636,0,0.166667,0.6
0,251,-0.40635,-0.511355,-0.408886,0.166667,0.142857,0.0704225,0,0,0.7
0,251,-0.670388,-1.45295,-1.43701,0.1,0.111111,0.0294118,0,0,0.8
0,251,-0.646991,0.258935,-0.398109,0.125,0.2,0.0677966,0,0.166667,0.9
1,251,1.75978,0.812759,1.31823,0.5,0.5,0.153846,0,0,1
1,252,2.48724,-0.0297827,1.04871,1,0.2,0.195122,1,0,0.1
0,252,0.0241835,-0.65614,-0.0127202,0.333333,0.125,0.0769231,0,0,0.2
1,252,1.30291,2.03724,1.70763,0.5,1,0.140625,0,0,0.3
0,252,-0.572121,-0.0443293,-0.651354,0.125,0.166667,0.104167,1,0.5,0.4
0,252,-0.56057,0.904805,0.408174,0.142857,0.5,0.102041,0,0,0.5
0,252,-0.545618,0.399967,0.588058,0.2,0.333333,0.135135,1,0.5,0.6
0,252,-0.626254,-1.3488,-1.60637,0.1,0.111111,0.0666667,0,0,0.7
0,252,-0.557568,-1.57065,-1.02326,0.166667,0.1,0.108696,0,0,0.8
0,252,-0.376628,0.381962,0.581304,0.25,0.25,0.0515464,1,0.5,0.9
0,252,-0.575578,-0.0742669,-1.04017,0.111111,0.142857,0.0819672,1,0.5,1
0,253,-0.383185,-1.42455,-0.772918,0.2,0.1,0.0384615,0,0,0.1
0,253,-0.141407,0.682377,0.757683,0.25,0.333333,0.0714286,0,0.5,0.2
0,253,-0.700677,-1.31262,-1.16794,0.125,0.111111,0.0547945,0,0,0.3
0,253,-0.87948,0.201224,-0.599533,0.111111,0.2,0.0789474,0,0,0.4
0,253,1.54854,1.13061,1.39419,0.5,0.5,0.0689655,0,0.333333,0.5
1,253,1.82296,0.469952,1.19352,1,0.25,0.0967742,1,0,0.6
0,253,-0.919177,-0.0451252,-0.968129,0.1,0.166667,0.0588235,1,0.333333,0.7
0,253,-0.695688,-1.12808,-0.805641,0.142857,0.125,0.0588235,0,0,0.8
0,253,-0.679794,-0.274505,-0.432445,0.166667,0.142857,0.057971,0,0.166667,0.9
1,253,1.02791,1.70072,1.40122,0.333333,1,0.107143,1,0,1
0,254,-0.658526,-0.896379,-1.06801,0.142857,0.1,0.0759494,0,0,0.1
1,254,2.35163,2.24451,1.69501,1,1,0.309524,1,0.166667,0.2
0,254,-0.698258,-0.553106,-0.733293,0.111111,0.166667,0.111111,0,0,0.3
0,254,-0.26799,-0.649115,-0.218891,0.2,0.142857,0.148148,0,0,0.4
0,254,-0.11843,-0.0587591,0.507457,0.25,0.25,0.114035,1,0.333333,0.5
0,254,0.0400546,0.346035,0.890741,0.333333,0.333333,0.127451,1,0.166667,0.6
0,254,-0.789943,-0.826756,-1.23761,0.1,0.125,0.0558376,1,0.333333,0.7
0,254,-0.660362,-0.834173,-1.07763,0.125,0.111111,0.111111,1,0,0.8
1,254,1.42063,1.3804,1.28639,0.5,0.5,0.224138,0,0,0.9
0,254,-0.618801,-0.152663,-0.0441509,0.166667,0.2,0.0932203,1,0.333333,1
0,255,-0.267821,-2.09887,-1.11504,0.2,0.1,0.04,0,0,0.1
0,255,-0.342032,-0.247507,-1.42742,0.125,0.125,0.105263,1,0.833333,0.2
0,255,-0.170008,0.16404,0.503005,0.25,0.2,0.0634921,1,0.833333,0.3
0,255,-0.688686,0.733121,-0.274851,0.111111,0.333333,0.0705882,1,0.166667,0.4
0,255,-1.38319,1.1109,-0.21568,0.1,0.5,0.0641026,1,1,0.5
0,255,-0.293287,-1.36095,-1.41974,0.142857,0.111111,0.057377,0,0,0.6
1,255,2.53931,0.0628131,0.876562,1,0.142857,0.195652,1,0,0.7
1,255,0.0159249,0.0891555,0.521025,0.333333,0.166667,0.105263,1,0.833333,0.8
0,255,-0.291008,1.35412,1.14977,0.166667,1,0.103896,1,0.833333,0.9
0,255,0.880796,0.193165,1.40236,0.5,0.25,0.151515,1,0.833333,1
0,256,0.16352,2.13138,1.35064,0.2,1,0.36,0,0.333333,0.1
0,256,-1.22535,0.13048,-0.542078,0.111111,0.25,0.166667,1,0.5,0.2
1,256,0.843207,-1.03847,0.0325088,0.5,0.111111,0.130952,1,0.5,0.3
0,256,-0.547573,-0.6581,-1.09668,0.142857,0.125,0.133333,1,0,0.4
0,256,-0.0390131,0.12985,-0.0651367,0.166667,0.2,0.16129,0,0,0.5
0,256,-0.758204,0.00864785,-0.83888,0.125,0.166667,0.173913,1,0.5,0.6
0,256,-1.26385,-0.152717,-1.57566,0.1,0.142857,0.159091,1,0.833333,0.7
1,256,2.25952,-1.74573,0.0979107,1,0.1,0.125,0,0,0.8
0,256,0.182346,0.849598,1.32325,0.25,0.5,0.185185,0,0.333333,0.9
0,256,0.385405,0.345058,1.31413,0.333333,0.333333,0.232558,0,0,1
1,257,2.9033,2.84347,1.66845,1,1,0.358491,1,0.333333,0.1
0,257,-0.409038,-0.469046,-0.7317,0.125,0.142857,0.162162,1,0.166667,0.2
0,257,-0.14829,-0.180444,0.499504,0.25,0.25,0.188406,0,0,0.3
0,257,-0.363369,-0.283287,-0.215461,0.142857,0.2,0.184615,1,0,0.4
0,257,-0.764069,-0.674369,-1.5378,0.1,0.1,0.166667,0,0,0.5
1,257,-0.108597,-0.109535,0.876782,0.333333,0.333333,0.147059,1,0.333333,0.6
0,257,-0.67039,-0.595345,-1.06075,0.111111,0.125,0.136364,1,0.5,0.7
0,257,-0.354662,-0.602787,-0.721802,0.166667,0.111111,0.141304,1,0.5,0.8
0,257,0.151342,0.479952,1.26623,0.5,0.5,0.25,1,0.666667,0.9
0,257,-0.236228,-0.408608,-0.043459,0.2,0.166667,0.146667,1,0.5,1
0,258,0.904995,1.11775,1.58389,0.333333,1,0.22,1,0.166667,0.1
0,258,-1.02537,-1.45301,-1.3202,0.125,0.111111,0.116883,1,0.5,0.2
0,258,-1.40016,1.00299,-0.168995,0.1,0.5,0.25,1,0.333333,0.3
0,258,0.482319,-0.549923,-0.248383,0.25,0.125,0.171875,1,0.333333,0.4
1,258,1.34549,-0.308756,0.436526,0.5,0.142857,0.166667,1,0.5,0.5
0,258,-1.05707,-1.82153,-1.71795,0.111111,0.1,0.0714286,0,0.333333,0.6
0,258,-0.181502,-0.298632,-0.0540889,0.2,0.166667,0.0869565,0,0,0.7
0,258,-0.303033,0.628383,-0.0540889,0.166667,0.2,0.120879,0,0,0.8
0,258,-0.412947,0.746808,-0.0406065,0.142857,0.25,0.166667,0,0,0.9
1,258,1.64727,0.935916,1.58389,1,0.333333,0.206897,1,0.166667,1
0,259,0.939846,0.129983,0.806506,0.333333,0.25,0.0819672,1,0.166667,0.1
0,259,-0.753529,0.155772,0.384434,0.166667,0.333333,0.0731707,0,0,0.2
0,259,-0.788439,-0.4265,-1.04754,0.111111,0.142857,0.0461538,0,0,0.3
1,259,1.23411,-0.695984,0.0254205,0.5,0.111111,0.037037,1,0,0.4
1,259,2.11877,2.67439,1.95543,1,1,0.2,1,0.166667,0.5
0,259,-0.804957,-0.444835,-1.42776,0.1,0.125,0.032967,0,0,0.6
0,259,-0.292549,-1.261,-0.822723,0.2,0.1,0.0714286,0,0,0.7
0,259,-0.126518,0.408565,1.03472,0.25,0.5,0.1,0,0,0.8
0,259,-0.766323,-0.410317,-0.655968,0.125,0.166667,0.0789474,0,0,0.9
0,259,-0.760413,-0.13007,-0.252521,0.142857,0.2,0.0652174,0,0,1
1,260,-0.279144,-1.94278,-0.638182,0.25,0.1,0.109091,0,0,0.1
0,260,1.16374,0.36958,1.3172,0.5,0.333333,0.084507,0,0,0.2
0,260,-0.734451,-1.03644,-1.09875,0.142857,0.111111,0.091954,1,0.166667,0.3
0,260,-0.947432,0.368357,-0.638182,0.1,0.25,0.179487,0,0,0.4
0,260,0.997654,-0.543657,-0.0134365,0.333333,0.125,0.122222,1,0.166667,0.5
0,260,-0.792719,-0.125682,-0.887307,0.111111,0.166667,0.117647,0,0,0.6
0,260,-0.750781,-0.175271,-0.899474,0.125,0.142857,0.0833333,0,0,0.7
0,260,-0.503921,0.851124,0.642599,0.166667,0.5,0.119403,0,0,0.8
0,260,-0.297867,0.306353,0.164523,0.2,0.2,0.160714,0,0,0.9
1,260,2.14493,1.92842,2.05101,1,1,0.107692,1,0,1
1,261,0.421834,-0.282352,0.75902,0.5,0.2,0.132353,0,0,0.1
0,261,-0.541715,-0.690409,-0.793356,0.142857,0.125,0.135135,0,0,0.2
0,261,-1.02369,0.310151,-0.562891,0.1,0.25,0.184211,0,0.166667,0.3
