item_id,neighbor_item,covisit_count,rank
10841,3046796,1,2
10841,11491679,1,3
10841,6605568,1,4
10841,8547323,1,5
10841,12865208,1,6
10841,13686298,1,7
10841,469227,1,8
10841,13929977,1,9
10841,1475779,1,10
15109,5814413,1,1
15109,1029125,1,2
15109,9463959,1,3
15109,808212,1,4
15109,9091091,1,5
15109,8446728,1,6
15109,1405949,1,7
15109,2845226,1,8
15109,878600,1,9
15109,9631675,1,10
3286,7654127,1,1
3286,11318986,1,2
3286,2871005,1,3
3286,3181780,1,4
3286,10553380,1,5
3286,3198525,1,6
3286,1996463,1,7
3286,4621377,1,8
3286,10065369,1,9
3286,6363006,1,10
12679,15077164,1,1
12679,2564109,1,2
12679,9689016,1,3
12679,6280096,1,4
12679,13460228,1,5
12679,6604346,1,6
12679,1946598,1,7
12679,1803098,1,8
12679,13109819,1,9
12679,6262336,1,10
11996,6791704,1,1
11996,3648419,1,2
11996,12610279,1,3
11996,4292101,1,4
11996,6380736,1,5
11996,11297143,1,6
11996,10726257,1,7
11996,3401820,1,8
11996,14455901,1,9
11996,6243457,1,10
552,5111070,1,1
552,3119499,1,2
552,14502777,1,3
552,1852036,1,4
552,2403785,1,5
552,6948626,1,6
552,13055794,1,7
552,15443025,1,8
552,14125642,1,9
552,12070811,1,10
14735,592811,1,1
14735,9640297,1,2
14735,15103327,1,3
14735,8769549,1,4
14735,1380066,1,5
14735,9590032,1,6
14735,5589299,1,7
14735,9231542,1,8
14735,2958386,1,9
14735,9371116,1,10
8580,6962001,1,1
8580,2228261,1,2
8580,12241679,1,3
8580,11135980,1,4
8580,808781,1,5
8580,11272660,1,6
8580,2684676,1,7
8580,15690660,1,8
8580,10008358,1,9
8580,5638311,1,10
4966,1292710,1,1
4966,6872482,1,2
4966,4628147,1,3
4966,4645805,1,4
4966,9987210,1,5
4966,9558906,1,6
4966,9017906,1,7
4966,3997557,1,8
4966,152980,1,9
4966,280765,1,10
12452,16143127,1,1
12452,16729286,1,2
12452,1370241,1,3
12452,2366488,1,4
12452,7182633,1,5
12452,9575804,1,6
12452,10700841,1,7
12452,5682502,1,8
12452,137463,1,9
12452,10686135,1,10
15081,4348492,1,1
15081,1428741,1,2
15081,8109863,1,3
15081,15671013,1,4
15081,14907816,1,5
15081,13490625,1,6
15081,14201178,1,7
15081,8753108,1,8
15081,14102805,1,9
15081,7520639,1,10
17498,10493089,1,1
17498,13594621,1,2
17498,13125601,1,3
17498,15503536,1,4
17498,14547455,1,5
17498,3494077,1,6
17498,13784458,1,7
17498,13748510,1,8
17498,10130875,1,9
17498,12824724,1,10
1237,11702487,1,1
1237,13648423,1,2
1237,3578328,1,3
1237,2821539,1,4
1237,7313981,1,5
1237,7905335,1,6
1237,860856,1,7
1237,14133265,1,8
1237,2916502,1,9
1237,7105792,1,10
6710,196516,1,1
6710,480677,1,2
6710,11897859,1,3
6710,12189154,1,4
6710,5070249,1,5
6710,15263017,1,6
6710,5085372,1,7
6710,1469897,1,8
6710,12423975,1,9
6710,4332148,1,10
16229,450145,1,1
16229,831201,1,2
16229,12354050,1,3
16229,6166903,1,4
16229,14625425,1,5
16229,7378049,1,6
16229,1848215,1,7
16229,13832177,1,8
16229,11972444,1,9
16229,2783449,1,10
16341,2759479,1,1
16341,15124890,1,2
16341,15489590,1,3
16341,10357184,1,4
16341,6498981,1,5
16341,10714111,1,6
16341,497970,1,7
16341,9904727,1,8
16341,8286779,1,9
16341,8164915,1,10
12803,9013787,1,1
12803,7070449,1,2
12803,8348851,1,3
12803,12841036,1,4
12803,3781092,1,5
12803,13140982,1,6
12803,1366110,1,7
12803,8238377,1,8
12803,4256209,1,9
12803,8135812,1,10
7982,16558088,1,1
7982,11454912,1,2
7982,13442820,1,3
7982,2174009,1,4
7982,721120,1,5
7982,9808315,1,6
7982,1190455,1,7
7982,6066043,1,8
7982,4480967,1,9
7982,9632103,1,10
7979,9689482,1,1
7979,13059285,1,2
7979,3953371,1,3
7979,370947,1,4
7979,9414435,1,5
7979,14224715,1,6
7979,7158434,1,7
7979,10219649,1,8
7979,15682847,1,9
7979,23050,1,10
9835,7431803,1,1
9835,3239717,1,2
9835,8554252,1,3
9835,1854434,1,4
9835,13661282,1,5
9835,10304627,1,6
9835,13263509,1,7
9835,2595725,1,8
9835,6497421,1,9
9835,8106919,1,10
2236,9296500,1,1
2236,317479,1,2
2236,7568548,1,3
2236,9210677,1,4
2236,4596519,1,5
2236,13842582,1,6
2236,5963817,1,7
2236,4700106,1,8
2236,14449560,1,9
2236,1709739,1,10
7955,13263571,1,1
7955,5675790,1,2
7955,10644240,1,3
7955,6575877,1,4
7955,3865020,1,5
7955,1192241,1,6
7955,959023,1,7
7955,15550052,1,8
7955,8261335,1,9
7955,6270415,1,10
7753,6353,1,1
7753,7272343,1,2
7753,5163149,1,3
7753,9094624,1,4
7753,2659440,1,5
7753,3162374,1,6
7753,5398899,1,7
7753,81287,1,8
7753,15395128,1,9
7753,9983735,1,10
14815,13961636,2,1
14815,5584343,1,2
14815,14067365,1,3
14815,1723321,1,4
14815,6998842,1,5
14815,12207585,1,6
14815,15137719,1,7
14815,6036582,1,8
14815,12977031,1,9
14815,11744046,1,10
6006,580833,1,1
6006,488756,1,2
6006,3449149,1,3
6006,1167221,1,4
6006,14754633,1,5
6006,13410525,1,6
6006,11787080,1,7
6006,6973168,1,8
6006,9046827,1,9
6006,267428,1,10
11328,10128011,1,1
11328,9311169,1,2
11328,2828012,1,3
11328,12908519,1,4
11328,942971,1,5
11328,14353257,1,6
11328,7568994,1,7
11328,14992338,1,8
11328,6690614,1,9
11328,11752644,1,10
13222,14003301,1,1
13222,14760064,1,2
13222,9683753,1,3
13222,11407468,1,4
13222,13603657,1,5
13222,9033677,1,6
13222,10393851,1,7
13222,13534420,1,8
13222,11134484,1,9
13222,4643538,1,10
9169,12272636,1,1
9169,15477985,1,2
9169,12883601,1,3
9169,13195354,1,4
9169,8453101,1,5
9169,5767994,1,6
9169,9080596,1,7
9169,39720,1,8
9169,1596549,1,9
9169,2965167,1,10
4625,8605416,1,1
4625,6333793,1,2
4625,444079,1,3
4625,512385,1,4
4625,13542365,1,5
4625,12567548,1,6
4625,12469274,1,7
4625,11497682,1,8
4625,15647181,1,9
4625,7996382,1,10
10241,6253495,1,1
10241,7979737,1,2
10241,2440918,1,3
10241,14193292,1,4
10241,6316962,1,5
10241,10802662,1,6
10241,6422797,1,7
10241,10624597,1,8
10241,808895,1,9
10241,14040612,1,10
13498,873461,1,1
13498,8911922,1,2
13498,9330040,1,3
13498,821498,1,4
13498,4052163,1,5
13498,3762654,1,6
13498,14596089,1,7
13498,14226365,1,8
13498,12192493,1,9
13498,9010581,1,10
14290,3839828,1,1
14290,4710063,1,2
14290,14076734,1,3
14290,12567765,1,4
14290,3299360,1,5
14290,10128468,1,6
14290,14558011,1,7
14290,4740991,1,8
14290,11296811,1,9
14290,6659875,1,10
12279,14539069,1,1
12279,2569976,1,2
12279,4080987,1,3
12279,15763517,1,4
12279,12023491,1,5
12279,6864382,1,6
12279,8643801,1,7
12279,11085899,1,8
12279,8837379,1,9
12279,15080652,1,10
3507,336891,1,1
3507,15007559,1,2
3507,7703185,1,3
3507,12882745,1,4
3507,11103402,1,5
3507,6128243,1,6
3507,9857708,1,7
3507,13515116,1,8
3507,14344221,1,9
3507,8833330,1,10
6069,6310932,1,1
6069,9404862,1,2
6069,3979447,1,3
6069,1230549,1,4
6069,6823988,1,5
6069,3382676,1,6
6069,13697587,1,7
6069,673962,1,8
6069,5712409,1,9
6069,7675467,1,10
1129,14171435,1,1
1129,1717639,1,2
1129,12103134,1,3
1129,10726504,1,4
1129,3900014,1,5
1129,5193861,1,6
1129,10770083,1,7
1129,5387420,1,8
1129,4416905,1,9
1129,5304279,1,10
17140,14330262,1,1
17140,694358,1,2
17140,12293268,1,3
17140,10535841,1,4
17140,4851133,1,5
17140,8426595,1,6
17140,13674626,1,7
17140,10378285,1,8
17140,6621894,1,9
17140,13286673,1,10
13188,170770,1,1
13188,12129340,1,2
13188,667020,1,3
13188,13309469,1,4
13188,14677463,1,5
13188,10516446,1,6
13188,7855113,1,7
13188,7375562,1,8
13188,15053518,1,9
13188,12645979,1,10
16945,13905727,1,1
16945,1153230,1,2
16945,14038022,1,3
16945,14884105,1,4
16945,7793765,1,5
16945,1035277,1,6
16945,12161023,1,7
16945,630323,1,8
16945,15405392,1,9
16945,3685804,1,10
17496,15589509,1,1
17496,8373028,1,2
17496,15702350,1,3
17496,2428851,1,4
17496,15011825,1,5
17496,9349653,1,6
17496,6880088,1,7
17496,11110059,1,8
17496,7782461,1,9
17496,69908,1,10
10836,7656828,1,1
10836,12431937,1,2
10836,3489198,1,3
10836,7180425,1,4
10836,12569685,1,5
10836,10368236,1,6
10836,12039145,1,7
10836,10939442,1,8
10836,5404363,1,9
10836,2779931,1,10
11246,12529266,1,1
11246,14566286,1,2
11246,4287085,1,3
11246,14470706,1,4
11246,4352126,1,5
11246,15435497,1,6
11246,14473678,1,7
11246,15745704,1,8
11246,14300165,1,9
11246,14472960,1,10
7311,12172689,1,1
7311,9729315,1,2
7311,8808812,1,3
7311,1377323,1,4
7311,9284810,1,5
7311,6081738,1,6
7311,2947738,1,7
7311,12173589,1,8
7311,10433855,1,9
7311,6179021,1,10
845,2528020,1,1
845,14664378,1,2
845,4440399,1,3
845,8587714,1,4
845,15060537,1,5
845,12188170,1,6
845,5881522,1,7
845,3727987,1,8
845,9686377,1,9
845,311065,1,10
8378,9635339,1,1
8378,3169787,1,2
8378,14120878,1,3
8378,9455193,1,4
8378,3807445,1,5
8378,15530454,1,6
8378,2045987,1,7
8378,14196612,1,8
8378,15502083,1,9
8378,14899167,1,10
9402,9239809,1,1
9402,15560737,1,2
9402,7354405,1,3
9402,3313139,1,4
9402,7512687,1,5
9402,3212897,1,6
9402,47512,1,7
9402,14897213,1,8
9402,1591770,1,9
9402,8845224,1,10
5411,8941357,1,1
5411,13287242,1,2
5411,11413953,1,3
5411,305244,1,4
5411,11240573,1,5
5411,317771,1,6
5411,10120050,1,7
5411,8613822,1,8
5411,5028382,1,9
5411,8297084,1,10
10562,10747646,1,1
10562,14339627,1,2
10562,2529670,1,3
10562,1743841,1,4
10562,12909633,1,5
10562,7655447,1,6
10562,9091808,1,7
10562,6716446,1,8
10562,13984273,1,9
10562,15247553,1,10
5410,8016153,1,1
5410,8439595,1,2
5410,6283803,1,3
5410,3853810,1,4
5410,2771174,1,5
5410,1746735,1,6
5410,10788512,1,7
5410,1953013,1,8
5410,9034307,1,9
5410,1334996,1,10
12267,10192152,1,1
12267,8067406,1,2
12267,1134750,1,3
12267,14121731,1,4
12267,4603070,1,5
12267,5660401,1,6
12267,15515241,1,7
12267,9499033,1,8
12267,782076,1,9
12267,13472601,1,10
12978,9483128,1,1
12978,6978238,1,2
12978,13961921,1,3
12978,6925852,1,4
12978,1708182,1,5
12978,5872517,1,6
12978,14873622,1,7
12978,3451796,1,8
12978,7708580,1,9
12978,6816658,1,10
3222,13755306,1,1
3222,8015586,1,2
3222,526613,1,3
3222,11612663,1,4
3222,9072442,1,5
3222,14507061,1,6
3222,11915402,1,7
3222,12400930,1,8
3222,14345223,1,9
3222,1669979,1,10
16359,8508224,1,1
16359,7774362,1,2
16359,11674186,1,3
16359,8234015,1,4
16359,12370501,1,5
16359,715506,1,6
16359,1250091,1,7
16359,11934842,1,8
16359,8076377,1,9
16359,14142558,1,10
5478,3781418,1,1
5478,10433816,1,2
5478,14614751,1,3
5478,4868487,1,4
5478,616654,1,5
5478,12220502,1,6
5478,13372162,1,7
5478,3170007,1,8
5478,4263737,1,9
5478,4868712,1,10
16366,8520820,1,1
16366,959014,1,2
16366,2223339,1,3
16366,9913484,1,4
16366,157384,1,5
16366,4056150,1,6
16366,9334262,1,7
16366,4870086,1,8
16366,7782086,1,9
16366,4026416,1,10
12987,14013058,1,1
12987,5269191,1,2
12987,523142,1,3
12987,5123698,1,4
12987,4881734,1,5
12987,3518660,1,6
12987,10793137,1,7
12987,5490807,1,8
12987,3136270,1,9
12987,11900958,1,10
5754,3492716,1,1
5754,12732922,1,2
5754,5151117,1,3
5754,6118210,1,4
5754,13292545,1,5
5754,9861992,1,6
5754,14019362,1,7
5754,1571313,1,8
5754,3204287,1,9
5754,11910041,1,10
3746,5028638,1,1
3746,2284378,1,2
3746,183100,1,3
3746,5713886,1,4
3746,7682979,1,5
3746,8783100,1,6
3746,677421,1,7
3746,6391379,1,8
3746,13557363,1,9
3746,9925573,1,10
2557,5619470,1,1
2557,1313024,1,2
2557,12561609,1,3
2557,10245200,1,4
2557,1363822,1,5
2557,2446188,1,6
2557,5604063,1,7
2557,5100060,1,8
2557,4109748,1,9
2557,9779955,1,10
935,3930305,1,1
935,7307069,1,2
935,12925894,1,3
935,7935908,1,4
935,9526108,1,5
935,5554053,1,6
935,2364492,1,7
935,4538845,1,8
935,14653366,1,9
935,14386953,1,10
256,4425512,1,1
256,381215,1,2
256,4356166,1,3
256,8444614,1,4
256,10698261,1,5
256,2038619,1,6
256,9466850,1,7
256,14496170,1,8
256,8921615,1,9
256,12641113,1,10
3331,3814962,1,1
3331,1578707,1,2
3331,7282742,1,3
3331,11283633,1,4
3331,14463457,1,5
3331,4870874,1,6
3331,11779239,1,7
3331,7205045,1,8
3331,10372116,1,9
3331,3736353,1,10
5366,801309,1,1
5366,14159066,1,2
5366,11421968,1,3
5366,2354516,1,4
5366,9488865,1,5
5366,4172441,1,6
5366,14280848,1,7
5366,14446104,1,8
5366,2845461,1,9
5366,2063939,1,10
7800,3972592,1,1
7800,7971793,1,2
7800,11023479,1,3
7800,2012721,1,4
7800,2621583,1,5
7800,3144584,1,6
7800,7297663,1,7
7800,9922983,1,8
7800,15843937,1,9
7800,5542994,1,10
4872,2393083,1,1
4872,11164072,1,2
4872,10498164,1,3
4872,13051842,1,4
4872,5830590,1,5
4872,689706,1,6
4872,3834480,1,7
4872,8019183,1,8
4872,13771487,1,9
4872,11454477,1,10
12380,12211670,1,1
12380,1046789,1,2
12380,9327868,1,3
12380,12146397,1,4
12380,14668139,1,5
12380,5425861,1,6
12380,12091906,1,7
12380,5217655,1,8
12380,7354405,1,9
12380,13051554,1,10
7371,6989905,1,1
7371,1414452,1,2
7371,2152083,1,3
7371,10669366,1,4
7371,14647192,1,5
7371,11426460,1,6
7371,3414317,1,7
7371,5398343,1,8
7371,12510550,1,9
7371,13523744,1,10
11300,15419540,1,1
11300,12499107,1,2
11300,11725329,1,3
11300,12839485,1,4
11300,8313905,1,5
11300,7663561,1,6
11300,11223797,1,7
11300,2502214,1,8
11300,7601314,1,9
11300,5044120,1,10
2053,10971968,1,1
2053,8405695,1,2
2053,5855524,1,3
2053,13730060,1,4
2053,681800,1,5
2053,9307167,1,6
2053,12074492,1,7
2053,10539563,1,8
2053,5052192,1,9
2053,299586,1,10
5538,2423615,1,1
5538,8707816,1,2
5538,13398052,1,3
5538,3402196,1,4
5538,10134770,1,5
5538,5908681,1,6
5538,2653803,1,7
5538,9203047,1,8
5538,121490,1,9
5538,12805139,1,10
1453,9038064,1,1
1453,1238051,1,2
1453,13920972,1,3
1453,9519282,1,4
1453,9335222,1,5
1453,6897813,1,6
1453,10793056,1,7
1453,10899534,1,8
1453,6773977,1,9
1453,3509824,1,10
4820,2906433,1,1
4820,9182728,1,2
4820,14704773,1,3
4820,12610585,1,4
4820,45348,1,5
4820,13989099,1,6
4820,9272375,1,7
4820,4190559,1,8
4820,8313267,1,9
4820,3790235,1,10
